GEO_ID,NAME,NAICS,NAICS_LABEL,EAGE,EAGE_LABEL,YEAR,FIRM,ESTAB,EMP,ESTABS_ENTRY,ESTABS_ENTRY_RATE,ESTABS_EXIT,ESTABS_EXIT_RATE,NET_JOB_CREATION,NET_JOB_CREATION_RATE,REALLOCATION_RATE,FIRMDEATH_FIRMS,FIRMDEATH_ESTABS,FIRMDEATH_EMP
0100000US,United States,31-33,Manufacturing,110,26+ years,2013,39654,44034,2196886,425,0.948,2036,4.541,-19326,-0.876,12.431,1457,1460,15449
0100000US,United States,31-33,Manufacturing,110,26+ years,2014,42836,47924,2461833,455,0.932,2280,4.669,-13514,-0.547,12.599,1644,1655,16546
0100000US,United States,31-33,Manufacturing,110,26+ years,2015,45778,51439,2709822,519,0.991,2395,4.573,-5763,-0.212,13.265,1802,1807,16370
0100000US,United States,31-33,Manufacturing,110,26+ years,2016,48123,54330,2879793,501,0.905,2540,4.589,-39623,-1.366,11.947,1943,1952,18677
0100000US,United States,31-33,Manufacturing,110,26+ years,2017,49925,56695,3057571,471,0.813,2893,4.996,-28682,-0.934,13.608,2144,2162,27119
0100000US,United States,31-33,Manufacturing,110,26+ years,2018,51743,58881,3261014,515,0.858,2827,4.709,-18625,-0.57,12.891,2313,2329,25826
0100000US,United States,31-33,Manufacturing,150,Left Censored,1978,212577,251774,16881085,3729,1.432,21062,8.087,303121,1.812,18.704,13859,13958,178686
0100000US,United States,31-33,Manufacturing,150,Left Censored,1979,193856,231033,17103332,3609,1.506,20938,8.735,201500,1.185,18.578,11602,11728,158280
0100000US,United States,31-33,Manufacturing,150,Left Censored,1980,180733,216781,16455317,2906,1.299,16786,7.503,-600736,-3.586,15.96,10992,11135,167664
0100000US,United States,31-33,Manufacturing,150,Left Censored,1981,176113,210109,15381830,5443,2.548,12461,5.833,-1054184,-6.626,12.591,7482,7588,122751
0100000US,United States,31-33,Manufacturing,150,Left Censored,1982,167235,199312,14208444,2221,1.083,13604,6.636,-1195793,-8.076,11.802,8953,9050,121478
0100000US,United States,31-33,Manufacturing,150,Left Censored,1983,158757,188527,12825051,1779,0.918,12505,6.45,-1414678,-10.453,11.742,8107,8202,121956
0100000US,United States,31-33,Manufacturing,150,Left Censored,1984,151010,179004,13200945,1638,0.892,11065,6.023,349170,2.68,16.715,7596,7674,97072
0100000US,United States,31-33,Manufacturing,150,Left Censored,1985,141985,167998,12664774,1512,0.873,12089,6.976,-531405,-4.11,15.163,8255,8346,166240
0100000US,United States,31-33,Manufacturing,150,Left Censored,1986,133279,157549,11811580,1221,0.752,10692,6.588,-694635,-5.712,13.406,7131,7190,122593
0100000US,United States,31-33,Manufacturing,150,Left Censored,1987,124594,146818,11114207,1299,0.856,11072,7.298,-643847,-5.63,13.376,7100,7210,130905
0100000US,United States,31-33,Manufacturing,150,Left Censored,1988,119221,140110,10849268,1271,0.885,8341,5.807,-299515,-2.723,15.31,5585,5637,112474
0100000US,United States,31-33,Manufacturing,150,Left Censored,1989,113055,132795,10529183,1068,0.783,8177,5.997,-261369,-2.452,14.354,5606,5667,87943
0100000US,United States,31-33,Manufacturing,150,Left Censored,1990,107688,126526,10041337,958,0.74,6989,5.395,-502993,-4.886,10.915,5000,5038,76654
0100000US,United States,31-33,Manufacturing,150,Left Censored,1991,103876,121636,9201605,742,0.593,7829,6.254,-824722,-8.579,9.082,5619,5684,165495
0100000US,United States,31-33,Manufacturing,150,Left Censored,1992,96800,113512,8817196,710,0.609,6717,5.765,-383156,-4.253,11.843,4594,4623,64634
0100000US,United States,31-33,Manufacturing,150,Left Censored,1993,92735,108553,8517948,745,0.671,5587,5.035,-304964,-3.517,11.77,3802,3856,53051
0100000US,United States,31-33,Manufacturing,150,Left Censored,1994,89124,104327,8305467,707,0.663,5173,4.855,-243891,-2.894,12.259,3662,3684,56669
0100000US,United States,31-33,Manufacturing,150,Left Censored,1995,85435,99961,8211956,586,0.575,4653,4.562,-65814,-0.798,13.389,3322,3344,44139
0100000US,United States,31-33,Manufacturing,150,Left Censored,1996,81211,95148,7767956,515,0.53,4505,4.637,-373708,-4.698,10.105,3196,3238,51982
0100000US,United States,31-33,Manufacturing,150,Left Censored,1997,77192,90455,7580775,500,0.54,4639,5.014,-166482,-2.172,12.348,3171,3204,49762
0100000US,United States,31-33,Manufacturing,150,Left Censored,1998,74839,87702,7464954,468,0.523,3861,4.319,-171948,-2.277,11.659,2603,2636,44951
0100000US,United States,31-33,Manufacturing,150,Left Censored,1999,71638,84040,7157795,427,0.498,3948,4.601,-302577,-4.14,10.372,2668,2693,48790
0100000US,United States,31-33,Manufacturing,150,Left Censored,2000,68468,80376,6878670,399,0.486,3882,4.727,-270382,-3.855,11.921,2604,2629,44127
0100000US,United States,31-33,Manufacturing,150,Left Censored,2001,65825,77117,6461275,415,0.526,3897,4.942,-415370,-6.227,9.397,2571,2604,45425
0100000US,United States,31-33,Manufacturing,150,Left Censored,2002,63149,73727,5736060,487,0.641,4919,6.477,-784650,-12.806,7.864,3267,3330,104420
0100000US,United States,31-33,Manufacturing,150,Left Censored,2003,60199,70199,5464524,503,0.699,3965,5.512,-285313,-5.09,11.015,2660,2686,38267
0100000US,United States,31-33,Manufacturing,150,Left Censored,2004,57577,67044,5192047,463,0.675,3521,5.135,-262042,-4.923,10.6,2355,2391,38825
0100000US,United States,31-33,Manufacturing,150,Left Censored,2005,55053,64152,5045893,480,0.733,3196,4.879,-136495,-2.669,12.338,2269,2286,31592
0100000US,United States,31-33,Manufacturing,150,Left Censored,2006,52506,61232,4867830,415,0.662,3246,5.181,-145299,-2.941,11.502,2351,2371,29407
0100000US,United States,31-33,Manufacturing,150,Left Censored,2007,50472,58805,4620033,383,0.637,2996,4.984,-235154,-4.965,10.178,1961,1973,31672
0100000US,United States,31-33,Manufacturing,150,Left Censored,2008,48183,56144,4430567,312,0.545,2615,4.564,-177671,-3.931,10.335,1809,1833,32135
0100000US,United States,31-33,Manufacturing,150,Left Censored,2009,46089,53674,3944131,287,0.523,2755,5.017,-483181,-11.544,7.225,1871,1881,28291
0100000US,United States,31-33,Manufacturing,150,Left Censored,2010,44089,51284,3669923,309,0.589,2643,5.039,-266522,-7.008,8.676,1733,1743,22816
0100000US,United States,31-33,Manufacturing,150,Left Censored,2011,42472,49401,3617692,390,0.775,2225,4.422,-18864,-0.52,12.706,1547,1565,17608
0100000US,United States,31-33,Manufacturing,150,Left Censored,2012,41125,47856,3603089,345,0.709,1939,3.985,-9531,-0.264,12.477,1267,1280,16590
0100000US,United States,31-33,Manufacturing,150,Left Censored,2013,39554,46045,3542778,297,0.634,1933,4.125,-56481,-1.582,10.566,1329,1336,20098
0100000US,United States,31-33,Manufacturing,150,Left Censored,2014,38323,44652,3496443,293,0.646,1757,3.871,-40950,-1.164,10.989,1271,1276,16072
0100000US,United States,31-33,Manufacturing,150,Left Censored,2015,37016,43238,3485532,257,0.585,1659,3.776,-6176,-0.177,11.691,1212,1216,14380
0100000US,United States,31-33,Manufacturing,150,Left Censored,2016,35691,41825,3439643,247,0.581,1621,3.813,-43640,-1.261,10.071,1241,1247,14247
0100000US,United States,31-33,Manufacturing,150,Left Censored,2017,34196,40257,3393800,235,0.573,1772,4.319,-47404,-1.387,11.365,1260,1271,22263
0100000US,United States,31-33,Manufacturing,150,Left Censored,2018,32995,38903,3386524,249,0.629,1568,3.963,-3979,-0.117,11.933,1252,1266,18329
0400000US30,Montana,31-33,Manufacturing,1,Total,1978,674,724,22134,108,13.219,93,11.383,1755,8.264,20.794,67,67,387
0400000US30,Montana,31-33,Manufacturing,1,Total,1979,706,756,22526,137,16.427,78,9.353,542,2.435,23.256,67,68,668
0400000US30,Montana,31-33,Manufacturing,1,Total,1980,695,744,21835,103,12.061,110,12.881,-753,-3.395,22.487,86,86,751
0400000US30,Montana,31-33,Manufacturing,1,Total,1981,704,749,19423,106,12.441,103,12.089,-2386,-11.602,22.649,75,75,284
0400000US30,Montana,31-33,Manufacturing,1,Total,1982,703,752,17292,94,11.098,95,11.216,-2106,-11.479,18.184,72,72,301
0400000US30,Montana,31-33,Manufacturing,1,Total,1983,734,780,17726,106,12.441,72,8.451,355,2.026,30.162,51,51,290
0400000US30,Montana,31-33,Manufacturing,1,Total,1984,759,800,19920,112,12.641,86,9.707,2558,13.695,21.212,58,58,333
0400000US30,Montana,31-33,Manufacturing,1,Total,1985,783,823,17521,135,14.469,110,11.79,-2374,-12.693,20.959,74,74,499
0400000US30,Montana,31-33,Manufacturing,1,Total,1986,764,801,17237,100,10.893,117,12.745,-639,-3.64,18.832,83,83,353
0400000US30,Montana,31-33,Manufacturing,1,Total,1987,779,814,16676,116,12.664,102,11.135,-521,-3.082,26.794,73,73,584
0400000US30,Montana,31-33,Manufacturing,1,Total,1988,792,826,17531,122,13.006,112,11.94,653,3.798,35.967,74,74,455
0400000US30,Montana,31-33,Manufacturing,1,Total,1989,818,855,18074,112,11.902,86,9.139,515,2.89,22.04,61,61,267
0400000US30,Montana,31-33,Manufacturing,1,Total,1990,869,904,18552,120,12.257,75,7.661,513,2.802,22.416,54,54,206
0400000US30,Montana,31-33,Manufacturing,1,Total,1991,895,930,17540,111,10.808,97,9.445,-917,-5.089,25.827,77,77,377
0400000US30,Montana,31-33,Manufacturing,1,Total,1992,899,934,18653,106,10.362,89,8.7,973,5.36,23.336,69,69,486
0400000US30,Montana,31-33,Manufacturing,1,Total,1993,914,950,19588,93,9.012,82,7.946,838,4.371,20.749,62,62,367
0400000US30,Montana,31-33,Manufacturing,1,Total,1994,933,969,18665,113,10.701,87,8.239,-889,-4.647,21.893,65,65,534
0400000US30,Montana,31-33,Manufacturing,1,Total,1995,955,988,19431,112,10.38,91,8.434,787,4.133,22.096,71,71,385
0400000US30,Montana,31-33,Manufacturing,1,Total,1996,989,1021,19246,125,11.271,88,7.935,215,1.122,22.728,69,69,622
0400000US30,Montana,31-33,Manufacturing,1,Total,1997,1012,1045,19668,115,10.141,89,7.848,54,0.275,22.673,70,70,482
0400000US30,Montana,31-33,Manufacturing,1,Total,1998,1042,1076,21482,114,9.769,91,7.798,1534,7.409,15.639,63,63,317
0400000US30,Montana,31-33,Manufacturing,1,Total,1999,1044,1075,20845,110,9.322,105,8.898,-160,-0.766,23.056,78,78,570
0400000US30,Montana,31-33,Manufacturing,1,Total,2000,1052,1085,21401,122,10.243,106,8.9,578,2.739,20.218,88,88,450
0400000US30,Montana,31-33,Manufacturing,1,Total,2001,1075,1107,21019,107,8.785,111,9.113,-549,-2.574,24.614,84,84,447
0400000US30,Montana,31-33,Manufacturing,1,Total,2002,1063,1094,19153,110,8.98,131,10.694,-2066,-10.239,17.94,87,87,519
0400000US30,Montana,31-33,Manufacturing,1,Total,2003,1083,1112,18445,116,9.532,105,8.628,-774,-4.108,21.344,75,75,383
0400000US30,Montana,31-33,Manufacturing,1,Total,2004,1097,1124,18348,112,9.084,109,8.84,-19,-0.103,24.323,81,81,426
0400000US30,Montana,31-33,Manufacturing,1,Total,2005,1112,1139,19449,124,9.984,103,8.293,1414,7.54,15.166,70,70,249
0400000US30,Montana,31-33,Manufacturing,1,Total,2006,1125,1157,20050,129,10.07,124,9.68,461,2.326,21.564,96,96,511
0400000US30,Montana,31-33,Manufacturing,1,Total,2007,1170,1205,20881,122,9.356,99,7.592,284,1.37,22.13,77,77,501
0400000US30,Montana,31-33,Manufacturing,1,Total,2008,1133,1166,19872,102,7.944,118,9.19,-625,-3.095,20.352,93,93,395
0400000US30,Montana,31-33,Manufacturing,1,Total,2009,1074,1109,17394,86,6.836,149,11.844,-2734,-14.579,17.395,91,91,475
0400000US30,Montana,31-33,Manufacturing,1,Total,2010,1058,1086,16054,80,6.728,103,8.663,-1405,-8.387,16.368,71,71,269
0400000US30,Montana,31-33,Manufacturing,1,Total,2011,1055,1083,16700,103,8.67,105,8.838,641,3.915,19.982,73,73,360
0400000US30,Montana,31-33,Manufacturing,1,Total,2012,1087,1116,16653,105,8.671,95,7.845,-523,-3.09,23.979,56,56,256
0400000US30,Montana,31-33,Manufacturing,1,Total,2013,1055,1081,16842,95,7.97,111,9.312,352,2.11,21.775,68,68,453
0400000US30,Montana,31-33,Manufacturing,1,Total,2014,1090,1118,17627,115,9.512,91,7.527,618,3.572,17.234,64,64,276
0400000US30,Montana,31-33,Manufacturing,1,Total,2015,1128,1155,17959,118,9.47,91,7.303,314,1.762,22.865,74,75,501
0400000US30,Montana,31-33,Manufacturing,1,Total,2016,1158,1189,18453,107,8.452,77,6.082,441,2.421,16.359,64,64,236
0400000US30,Montana,31-33,Manufacturing,1,Total,2017,1151,1188,19181,92,7.148,99,7.692,424,2.236,20.434,71,71,327
0400000US30,Montana,31-33,Manufacturing,1,Total,2018,1179,1220,19799,125,9.549,89,6.799,743,3.823,20.902,70,70,391
0400000US30,Montana,31-33,Manufacturing,10,0 years,1978,98,99,1100,99,200,0,0,1100,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1979,126,128,1292,128,200,0,0,1292,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1980,95,95,601,95,200,0,0,601,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1981,93,94,580,94,200,0,0,580,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1982,81,82,508,82,200,0,0,508,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1983,93,93,687,93,200,0,0,687,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1984,94,94,1466,94,200,0,0,1466,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1985,121,122,538,122,200,0,0,538,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1986,87,87,577,87,200,0,0,577,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1987,90,90,459,90,200,0,0,459,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1988,92,99,1839,99,200,0,0,1839,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1989,90,91,582,91,200,0,0,582,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1990,103,103,481,103,200,0,0,481,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1991,92,92,490,92,200,0,0,490,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1992,91,91,506,91,200,0,0,506,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1993,80,80,438,80,200,0,0,438,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1994,93,93,477,93,200,0,0,477,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1995,97,97,559,97,200,0,0,559,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1996,108,108,728,108,200,0,0,728,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1997,98,98,430,98,200,0,0,430,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1998,93,93,1185,93,200,0,0,1185,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,1999,87,87,482,87,200,0,0,482,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2000,105,105,611,105,200,0,0,611,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2001,91,93,576,93,200,0,0,576,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2002,89,89,731,89,200,0,0,731,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2003,78,78,304,78,200,0,0,304,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2004,85,86,443,86,200,0,0,443,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2005,97,97,584,97,200,0,0,584,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2006,105,108,604,108,200,0,0,604,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2007,99,100,575,100,200,0,0,575,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2008,88,90,360,90,200,0,0,360,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2009,66,67,482,67,200,0,0,482,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2010,52,52,175,52,200,0,0,175,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2011,70,71,530,71,200,0,0,530,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2012,76,76,497,76,200,0,0,497,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2013,64,64,259,64,200,0,0,259,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2014,83,83,497,83,200,0,0,497,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2015,85,85,935,85,200,0,0,935,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2016,84,84,305,84,200,0,0,305,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2017,70,73,664,73,200,0,0,664,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,10,0 years,2018,95,99,721,99,200,0,0,721,200,0,0,0,0
0400000US30,Montana,31-33,Manufacturing,20,1 year,1978,99,107,4599,0,0,28,23.14,-171,-3.65,13.574,21,21,79
0400000US30,Montana,31-33,Manufacturing,20,1 year,1979,74,75,937,0,0,24,27.586,-167,-16.365,31.945,23,23,173
0400000US30,Montana,31-33,Manufacturing,20,1 year,1980,85,86,1474,0,0,42,39.252,156,11.276,44.814,36,36,144
0400000US30,Montana,31-33,Manufacturing,20,1 year,1981,70,70,815,0,0,27,32.335,211,29.802,40.395,25,25,75
0400000US30,Montana,31-33,Manufacturing,20,1 year,1982,65,66,505,0,0,28,35,-82,-15.115,39.447,23,23,79
0400000US30,Montana,31-33,Manufacturing,20,1 year,1983,65,66,455,0,0,14,19.178,-51,-10.614,44.121,12,12,59
0400000US30,Montana,31-33,Manufacturing,20,1 year,1984,68,68,772,0,0,26,32.099,67,9.178,62.74,19,19,151
0400000US30,Montana,31-33,Manufacturing,20,1 year,1985,64,64,1399,0,0,28,35.897,-48,-3.371,10.393,22,22,44
0400000US30,Montana,31-33,Manufacturing,20,1 year,1986,85,86,467,0,0,34,33.01,-69,-13.772,42.715,25,25,94
0400000US30,Montana,31-33,Manufacturing,20,1 year,1987,63,63,426,0,0,24,32,-167,-33.3,45.464,21,21,148
0400000US30,Montana,31-33,Manufacturing,20,1 year,1988,74,74,445,0,0,16,19.512,-3,-0.68,64.853,13,13,63
0400000US30,Montana,31-33,Manufacturing,20,1 year,1989,74,82,1861,0,0,19,20.765,-31,-1.65,27.142,17,17,46
0400000US30,Montana,31-33,Manufacturing,20,1 year,1990,82,83,661,0,0,8,9.195,87,13.998,34.111,6,6,28
0400000US30,Montana,31-33,Manufacturing,20,1 year,1991,74,74,463,0,0,28,31.818,-25,-5.308,48.832,22,22,63
0400000US30,Montana,31-33,Manufacturing,20,1 year,1992,71,71,403,0,0,21,25.767,-93,-20.875,62.402,15,15,169
0400000US30,Montana,31-33,Manufacturing,20,1 year,1993,79,79,708,0,0,13,15.205,199,32.811,18.467,8,8,21
0400000US30,Montana,31-33,Manufacturing,20,1 year,1994,60,60,432,0,0,19,27.338,-29,-6.452,51.168,13,13,38
0400000US30,Montana,31-33,Manufacturing,20,1 year,1995,75,75,485,0,0,15,18.182,19,3.975,45.188,10,10,42
0400000US30,Montana,31-33,Manufacturing,20,1 year,1996,82,82,598,0,0,15,16.76,8,1.347,27.609,11,11,24
0400000US30,Montana,31-33,Manufacturing,20,1 year,1997,87,87,631,0,0,16,16.842,-77,-11.399,37.01,15,15,42
0400000US30,Montana,31-33,Manufacturing,20,1 year,1998,80,80,485,0,0,18,20.225,65,14.239,35.926,13,13,21
0400000US30,Montana,31-33,Manufacturing,20,1 year,1999,68,68,1210,0,0,26,32.099,29,2.422,18.038,19,19,69
0400000US30,Montana,31-33,Manufacturing,20,1 year,2000,69,69,445,0,0,17,21.935,-21,-4.626,37.004,15,15,42
0400000US30,Montana,31-33,Manufacturing,20,1 year,2001,82,82,484,0,0,25,26.455,-125,-22.665,32.276,16,16,97
0400000US30,Montana,31-33,Manufacturing,20,1 year,2002,76,76,423,0,0,17,20.118,-183,-35.226,25.794,11,11,16
0400000US30,Montana,31-33,Manufacturing,20,1 year,2003,66,66,692,0,0,26,32.911,-39,-5.432,41.783,20,20,139
0400000US30,Montana,31-33,Manufacturing,20,1 year,2004,54,54,482,0,0,22,33.846,186,47.631,47.631,16,16,64
0400000US30,Montana,31-33,Manufacturing,20,1 year,2005,61,62,443,0,0,24,32.432,18,4.162,47.63,17,17,43
0400000US30,Montana,31-33,Manufacturing,20,1 year,2006,78,78,676,0,0,22,24.719,68,10.667,26.039,19,19,36
0400000US30,Montana,31-33,Manufacturing,20,1 year,2007,89,92,621,0,0,16,16,7,1.143,44.735,11,11,72
0400000US30,Montana,31-33,Manufacturing,20,1 year,2008,76,77,541,0,0,24,26.966,-48,-8.436,37.258,23,23,96
0400000US30,Montana,31-33,Manufacturing,20,1 year,2009,64,65,293,0,0,26,33.333,-67,-20.552,26.994,14,14,31
0400000US30,Montana,31-33,Manufacturing,20,1 year,2010,44,44,299,0,0,21,38.532,-188,-48.391,27.284,14,14,49
0400000US30,Montana,31-33,Manufacturing,20,1 year,2011,43,43,217,0,0,9,18.947,43,21.883,40.712,8,8,10
0400000US30,Montana,31-33,Manufacturing,20,1 year,2012,52,52,312,0,0,19,30.894,-235,-55.952,39.524,11,11,82
0400000US30,Montana,31-33,Manufacturing,20,1 year,2013,63,63,561,0,0,16,22.535,65,12.276,41.171,9,9,65
0400000US30,Montana,31-33,Manufacturing,20,1 year,2014,50,50,276,0,0,15,26.087,4,1.463,68.739,12,12,64
0400000US30,Montana,31-33,Manufacturing,20,1 year,2015,75,75,589,0,0,12,14.815,74,13.418,23.572,12,12,19
0400000US30,Montana,31-33,Manufacturing,20,1 year,2016,74,74,1014,0,0,10,12.658,85,8.727,16.427,10,10,16
0400000US30,Montana,31-33,Manufacturing,20,1 year,2017,70,70,322,0,0,14,18.182,22,7.018,39.553,12,12,30
0400000US30,Montana,31-33,Manufacturing,20,1 year,2018,50,53,457,0,0,19,30.4,-200,-35.874,20.807,16,16,206
0400000US30,Montana,31-33,Manufacturing,30,2 years,1978,0,0,0,0,null,0,null,0,null,null,0,0,0
0400000US30,Montana,31-33,Manufacturing,30,2 years,1979,76,82,4507,0,0,20,21.739,-73,-1.608,10.355,17,17,58
0400000US30,Montana,31-33,Manufacturing,30,2 years,1980,60,61,774, ,,13,19.403,-133,-15.89,33.692,11,11,65
0400000US30,Montana,31-33,Manufacturing,30,2 years,1981,72,73,1151, ,,18,22.222,-309,-23.489,39.985,13,13,34
0400000US30,Montana,31-33,Manufacturing,30,2 years,1982,56,56,660, ,,15,23.81,-156,-21.153,24.407,11,11,36
0400000US30,Montana,31-33,Manufacturing,30,2 years,1983,56,57,429,0,0,8,13.115,-49,-10.734,32.859,6,6,65
0400000US30,Montana,31-33,Manufacturing,30,2 years,1984,48,49,493,0,0,16,28.07,37,7.889,44.776,11,11,38
0400000US30,Montana,31-33,Manufacturing,30,2 years,1985,58,58,779,5,7.937,15,23.81,-4,-0.516,64.217,9,9,91
0400000US30,Montana,31-33,Manufacturing,30,2 years,1986,47,47,1210, ,,19,33.929,-194,-14.86,10.111,13,13,37
0400000US30,Montana,31-33,Manufacturing,30,2 years,1987,70,71,374,3,3.846,17,21.795,-91,-21.849,36.014,13,13,114
0400000US30,Montana,31-33,Manufacturing,30,2 years,1988,47,47,454,0,0,16,29.091,-76,-15.292,28.571,11,11,58
0400000US30,Montana,31-33,Manufacturing,30,2 years,1989,66,66,493, ,,11,15.603,33,6.854,40.706,7,7,26
0400000US30,Montana,31-33,Manufacturing,30,2 years,1990,65,73,1897, ,,10,12.903,49,2.608,23.417,7,7,22
0400000US30,Montana,31-33,Manufacturing,30,2 years,1991,71,72,583, ,,12,15.584,-67,-10.877,47.078,12,12,93
0400000US30,Montana,31-33,Manufacturing,30,2 years,1992,67,67,627,4,5.674,11,15.603,166,30.459,26.422,7,7,19
0400000US30,Montana,31-33,Manufacturing,30,2 years,1993,64,64,381, ,,7,10.448,-16,-4.071,34.606,6,6,35
0400000US30,Montana,31-33,Manufacturing,30,2 years,1994,70,70,701,3,4.082,10,13.605,-7,-0.998,30.791,9,9,34
0400000US30,Montana,31-33,Manufacturing,30,2 years,1995,56,56,425, ,,6,10.345,-5,-1.167,54.142,5,5,30
0400000US30,Montana,31-33,Manufacturing,30,2 years,1996,66,66,527, ,,15,20.69,-4,-0.755,31.35,10,10,24
0400000US30,Montana,31-33,Manufacturing,30,2 years,1997,76,76,586,3,3.797,9,11.392,-17,-2.872,36.486,8,8,63
0400000US30,Montana,31-33,Manufacturing,30,2 years,1998,76,76,571, ,,12,14.724,-42,-7.071,37.71,9,9,101
0400000US30,Montana,31-33,Manufacturing,30,2 years,1999,69,69,504, ,,12,16.107,21,4.247,42.872,10,10,59
0400000US30,Montana,31-33,Manufacturing,30,2 years,2000,60,60,1211,3,4.724,10,15.748,0,0,14.504,7,7,19
0400000US30,Montana,31-33,Manufacturing,30,2 years,2001,64,64,467, ,,7,10.448,31,6.791,43.373,6,6,16
0400000US30,Montana,31-33,Manufacturing,30,2 years,2002,76,76,382,5,6.369,10,12.739,-93,-21.704,30.338,7,7,23
0400000US30,Montana,31-33,Manufacturing,30,2 years,2003,67,67,439,3,4.225,11,15.493,19,4.413,25.087,9,9,22
0400000US30,Montana,31-33,Manufacturing,30,2 years,2004,64,64,617,4,6.061,8,12.121,-81,-12.31,25.836,6,6,77
0400000US30,Montana,31-33,Manufacturing,30,2 years,2005,51,51,494,3,5.607,8,14.953,5,1.022,40.082,7,7,25
0400000US30,Montana,31-33,Manufacturing,30,2 years,2006,56,57,498, ,,8,13.223,48,10.159,36.402,6,6,7
0400000US30,Montana,31-33,Manufacturing,30,2 years,2007,68,68,635, ,,10,13.793,-46,-7.023,28.092,10,10,100
0400000US30,Montana,31-33,Manufacturing,30,2 years,2008,74,77,474, ,,13,15.663,-39,-7.879,31.111,10,10,53
0400000US30,Montana,31-33,Manufacturing,30,2 years,2009,61,62,443,0,0,16,22.857,-97,-19.695,34.518,11,11,16
0400000US30,Montana,31-33,Manufacturing,30,2 years,2010,62,62,341,3,4.688,7,10.938,32,9.831,26.421,5,5,11
0400000US30,Montana,31-33,Manufacturing,30,2 years,2011,41,41,309, ,,4,9.524,30,10.169,16.271,4,4,11
0400000US30,Montana,31-33,Manufacturing,30,2 years,2012,38,38,255,0,0,4,10,41,17.336,24.524, ,,
0400000US30,Montana,31-33,Manufacturing,30,2 years,2013,43,43,451,6,13.043,12,26.087,163,43.236,37.135,5,5,17
0400000US30,Montana,31-33,Manufacturing,30,2 years,2014,58,58,507,3,4.959,8,13.223,-51,-9.605,31.262,6,6,13
0400000US30,Montana,31-33,Manufacturing,30,2 years,2015,45,45,279, ,,8,16.495,-10,-3.54,31.858,8,8,23
0400000US30,Montana,31-33,Manufacturing,30,2 years,2016,67,67,611, ,,8,11.348,24,4.01,20.05,8,8,23
0400000US30,Montana,31-33,Manufacturing,30,2 years,2017,66,66,946,0,0,9,12.766,-79,-8.037,14.649,6,6,16
0400000US30,Montana,31-33,Manufacturing,30,2 years,2018,62,62,354, ,,9,13.636,37,10.979,17.804,8,8,14
0400000US30,Montana,31-33,Manufacturing,40,3 years,1978,0,0,0,0,null,0,null,0,null,null,0,0,0
