Industry group	Year	Sales, value of shipments, or revenue ($1,000)	Annual payroll ($1,000)	First-quarter payroll ($1,000)	Number of employees	GEO_ID
3363	2018	38327693	5944310	1532957	105656	0100000US
3363	2018	66774309	7739119	1889832	154648	0100000US
3363	2018	66774309	7739119	1889832	154648	0100000US
3364	2018	251069099	37552896	11025985	406212	0100000US
3364	2018	251069099	37552896	11025985	406212	0100000US
3364	2018	151871578	17324490	5238484	171972	0100000US
3364	2018	37430241	6116280	1740423	74474	0100000US
3364	2018	35132420	7832897	2110299	101995	0100000US
3364	2018	17901865	4277208	1403982	35899	0100000US
3364	2018	7468132	1679565	448722	17199	0100000US
3364	2018	1264864	322455	84076	4674	0100000US
3365	2018	12729207	1853074	445672	27267	0100000US
3365	2018	12729207	1853074	445672	27267	0100000US
3365	2018	12729207	1853074	445672	27267	0100000US
3366	2018	36373643	8280375	2128970	133182	0100000US
3366	2018	36373643	8280375	2128970	133182	0100000US
3366	2018	25084918	6464567	1702283	95452	0100000US
3366	2018	11288725	1815808	426687	37730	0100000US
3369	2018	21252778	2093335	533963	34839	0100000US
3369	2018	21252778	2093335	533963	34839	0100000US
3369	2018	6610926	542975	133739	9373	0100000US
3369	2018	6034328	749409	195733	10019	0100000US
3369	2018	8607525	800951	204491	15447	0100000US
3371	2018	40207945	8960126	2158192	229520	0100000US
3371	2018	15245502	3771078	883268	97981	0100000US
3371	2018	15245502	3771078	883268	97981	0100000US
3371	2018	24962443	5189047	1274924	131539	0100000US
3371	2018	12714344	2530109	623101	69611	0100000US
3371	2018	3831632	910868	221398	25318	0100000US
3371	2018	2301944	464132	112432	9640	0100000US
3371	2018	1107612	112873	27957	3010	0100000US
3371	2018	5006913	1171066	290036	23960	0100000US
3372	2018	28131184	6077324	1514370	122786	0100000US
3372	2018	28131184	6077324	1514370	122786	0100000US
3372	2018	2751696	542230	135725	12518	0100000US
3372	2018	8901052	2497376	597700	47439	0100000US
3372	2018	8034399	1332843	365504	26504	0100000US
3372	2018	8444037	1704876	415441	36325	0100000US
3379	2018	9416754	1339186	354729	32064	0100000US
3379	2018	7061471	852451	236104	21130	0100000US
3379	2018	7061471	852451	236104	21130	0100000US
3379	2018	2355283	486735	118625	10934	0100000US
3379	2018	2355283	486735	118625	10934	0100000US
3391	2018	92023378	17782420	4441031	268146	0100000US
3391	2018	92023378	17782420	4441031	268146	0100000US
3391	2018	41481657	7869686	1997334	113043	0100000US
3391	2018	34552907	5947966	1461724	76789	0100000US
3391	2018	4473628	877560	221736	13524	0100000US
3391	2018	6397805	1242247	317203	22697	0100000US
3391	2018	5117382	1844960	443034	42094	0100000US
3399	2018	61717790	12903788	3193570	259020	0100000US
3399	2018	7415583	1092645	268901	22981	0100000US
3399	2018	7415583	1092645	268901	22981	0100000US
3399	2018	10312941	1753137	473484	36462	0100000US
3399	2018	10312941	1753137	473484	36462	0100000US
3399	2018	1524687	272091	68554	5314	0100000US
3399	2018	1524687	272091	68554	5314	0100000US
3399	2018	3063089	514446	127214	9824	0100000US
3399	2018	3063089	514446	127214	9824	0100000US
3399	2018	12649262	3712738	880082	75487	0100000US
3399	2018	12649262	3712738	880082	75487	0100000US
3399	2018	26752227	5558731	1375335	108952	0100000US
3399	2018	7114382	1640103	406932	28473	0100000US
3399	2018	2133658	555192	137554	12155	0100000US
3399	2018	966167	207412	50384	3745	0100000US
3399	2018	2960285	455655	118861	9430	0100000US
3399	2018	678450	130121	33446	3008	0100000US
3399	2018	12899285	2570249	628158	52141	0100000US
3111	2019	56457309	3006554	766943	55632	0100000US
3111	2019	56457309	3006554	766943	55632	0100000US
3111	2019	23494350	1462200	383963	27943	0100000US
3111	2019	32962958	1544355	382980	27689	0100000US
3112	2019	81901050	3452064	866568	51494	0100000US
3112	2019	17754174	1112787	273709	18553	0100000US
3112	2019	12704645	775255	188905	12212	0100000US
3112	2019	3925965	274182	67240	5415	0100000US
3112	2019	1123564	63350	17564	925	0100000US
3112	2019	54061476	1496599	378837	21842	0100000US
3112	2019	10013478	542624	144984	6322	0100000US
3112	2019	34930367	571897	140030	9372	0100000US
3112	2019	9117630	382078	93823	6148	0100000US
3112	2019	10085401	842678	214023	11099	0100000US
3112	2019	10085401	842678	214023	11099	0100000US
3113	2019	38868977	3985859	1001765	81255	0100000US
3113	2019	10454730	812694	207842	13705	0100000US
3113	2019	3840502	355891	91481	6308	0100000US
3113	2019	6614228	456803	116361	7397	0100000US
3113	2019	10622228	1123954	274700	22353	0100000US
3113	2019	10622228	1123954	274700	22353	0100000US
3113	2019	17792019	2049211	519222	45197	0100000US
3113	2019	4609031	495087	134346	8255	0100000US
3113	2019	13182988	1554125	384876	36942	0100000US
3114	2019	72528590	7565360	1848287	154963	0100000US
3114	2019	32394644	3806410	965108	82672	0100000US
3114	2019	12628357	1236832	297561	26784	0100000US
3114	2019	19766288	2569578	667547	55887	0100000US
3114	2019	40133946	3758950	883179	72292	0100000US
3114	2019	25280171	2430882	541042	45318	0100000US
3114	2019	8250605	614571	163881	11746	0100000US
3114	2019	6603171	713497	178256	15227	0100000US
3115	2019	122059508	8282807	2099139	149282	0100000US
3115	2019	113939076	7263434	1841377	128083	0100000US
3115	2019	38185509	3146143	804007	55254	0100000US
3115	2019	7154917	219678	54851	3765	0100000US
3115	2019	51536790	2915195	721133	52338	0100000US
3115	2019	17061860	982418	261386	16726	0100000US
3115	2019	8120431	1019374	257762	21199	0100000US
3115	2019	8120431	1019374	257762	21199	0100000US
3116	2019	220160989	20831478	5123519	503907	0100000US
3116	2019	220160989	20831478	5123519	503907	0100000US
3116	2019	96486633	6899051	1683934	145121	0100000US
3116	2019	54305849	5331916	1289163	115493	0100000US
3116	2019	4453182	524904	129094	9333	0100000US
3116	2019	64915324	8075607	2021327	233960	0100000US
3117	2019	13659961	1556301	384428	32036	0100000US
3117	2019	13659961	1556301	384428	32036	0100000US
3117	2019	13659961	1556301	384428	32036	0100000US
3118	2019	70841573	11152124	2768436	260393	0100000US
3118	2019	43497296	7840925	1917285	191537	0100000US
3118	2019	5215028	1597560	372706	61072	0100000US
3118	2019	32105653	5302578	1313525	108516	0100000US
3118	2019	6176615	940787	231053	21949	0100000US
3118	2019	22814429	2538770	669041	49848	0100000US
3118	2019	10870816	1434242	375847	29136	0100000US
3118	2019	11943613	1104528	293193	20712	0100000US
3118	2019	4529848	772429	182111	19008	0100000US
3118	2019	4529848	772429	182111	19008	0100000US
3119	2019	117652397	10238203	2526677	198267	0100000US
3119	2019	39516951	2710199	664531	56397	0100000US
3119	2019	14727387	869709	213176	18941	0100000US
3119	2019	24789563	1840490	451355	37456	0100000US
3119	2019	11709169	989060	247544	17704	0100000US
3119	2019	11709169	989060	247544	17704	0100000US
3119	2019	11632748	497928	116883	7496	0100000US
3119	2019	11632748	497928	116883	7496	0100000US
3119	2019	23968735	2442875	613766	40115	0100000US
3119	2019	10891765	1043490	241765	19895	0100000US
3119	2019	13076970	1399385	372001	20220	0100000US
3119	2019	30824796	3598142	883953	76555	0100000US
3119	2019	17765461	2214881	554927	50651	0100000US
3119	2019	13059334	1383261	329026	25904	0100000US
3121	2019	108966863	11128659	2753867	206979	0100000US
3121	2019	45135154	3996594	988140	76031	0100000US
3121	2019	37600683	3283095	796750	60613	0100000US
3121	2019	6624027	486105	146907	10939	0100000US
3121	2019	910444	227394	44483	4480	0100000US
3121	2019	29901830	3334581	807910	69353	0100000US
3121	2019	29901830	3334581	807910	69353	0100000US
3121	2019	19694266	2915158	750714	48601	0100000US
3121	2019	19694266	2915158	750714	48601	0100000US
3121	2019	14235613	882326	207102	12993	0100000US
3121	2019	14235613	882326	207102	12993	0100000US
3122	2019	46302275	862323	271607	11938	0100000US
3122	2019	46302275	862323	271607	11938	0100000US
3122	2019	46302275	862323	271607	11938	0100000US
3131	2019	6440047	773541	192331	20232	0100000US
3131	2019	6440047	773541	192331	20232	0100000US
3131	2019	6440047	773541	192331	20232	0100000US
3132	2019	13115864	1965689	504754	42378	0100000US
3132	2019	3697567	605410	155438	14514	0100000US
3132	2019	3697567	605410	155438	14514	0100000US
3132	2019	972255	213180	53633	5044	0100000US
3132	2019	972255	213180	53633	5044	0100000US
3132	2019	7162040	906072	233933	16972	0100000US
3132	2019	7162040	906072	233933	16972	0100000US
3132	2019	1284002	241028	61750	5849	0100000US
3132	2019	1284002	241028	61750	5849	0100000US
3133	2019	7506319	1193785	303027	25058	0100000US
3133	2019	4981903	788371	198057	18368	0100000US
3133	2019	4981903	788371	198057	18368	0100000US
3133	2019	2524416	405415	104970	6689	0100000US
3133	2019	2524416	405415	104970	6689	0100000US
3141	2019	12449799	1831799	458232	46157	0100000US
3141	2019	8818740	1151350	293128	26002	0100000US
3141	2019	8818740	1151350	293128	26002	0100000US
3141	2019	3631058	680449	165104	20154	0100000US
3141	2019	3631058	680449	165104	20154	0100000US
3149	2019	10444843	2242178	530337	56724	0100000US
3149	2019	3840860	857794	199932	20565	0100000US
3149	2019	3840860	857794	199932	20565	0100000US
3149	2019	6603983	1384384	330405	36158	0100000US
3149	2019	1716999	307407	72855	6058	0100000US
3149	2019	4886984	1076977	257550	30100	0100000US
3151	2019	1091018	299361	73741	10032	0100000US
3151	2019	859919	243608	60560	8254	0100000US
3151	2019	859919	243608	60560	8254	0100000US
3151	2019	231100	55752	13181	1778	0100000US
3151	2019	231100	55752	13181	1778	0100000US
3152	2019	7848193	1935046	482125	55824	0100000US
3152	2019	2148161	659483	160140	21357	0100000US
3152	2019	2148161	659483	160140	21357	0100000US
3152	2019	1617964	437675	112183	15300	0100000US
3152	2019	1617964	437675	112183	15300	0100000US
3152	2019	2952721	577712	144666	11971	0100000US
3152	2019	2952721	577712	144666	11971	0100000US
3152	2019	1129347	260176	65136	7196	0100000US
3152	2019	1129347	260176	65136	7196	0100000US
3159	2019	1031472	243231	56791	7882	0100000US
3159	2019	1031472	243231	56791	7882	0100000US
3159	2019	1031472	243231	56791	7882	0100000US
3161	2019	1124181	141336	32291	3079	0100000US
3161	2019	1124181	141336	32291	3079	0100000US
3161	2019	1124181	141336	32291	3079	0100000US
3162	2019	1798934	465393	118327	12337	0100000US
3162	2019	1798934	465393	118327	12337	0100000US
3162	2019	1798934	465393	118327	12337	0100000US
3169	2019	1534992	391120	96344	10666	0100000US
3169	2019	1534992	391120	96344	10666	0100000US
3169	2019	387969	77598	20858	1754	0100000US
3169	2019	1147023	313522	75486	8912	0100000US
3211	2019	30516140	4330638	1074609	83733	0100000US
3211	2019	30516140	4330638	1074609	83733	0100000US
3211	2019	23810050	3791383	937872	73278	0100000US
3211	2019	6706090	539254	136737	10456	0100000US
3212	2019	23221656	3651395	900219	73278	0100000US
3212	2019	23221656	3651395	900219	73278	0100000US
3212	2019	2823035	469953	118443	11392	0100000US
3212	2019	3407397	654539	163998	12480	0100000US
3212	2019	2604966	291758	67302	5119	0100000US
3212	2019	7703694	1422653	333304	30946	0100000US
3212	2019	6682564	812492	217173	13340	0100000US
3219	2019	52700118	9869070	2339169	234136	0100000US
3219	2019	26181144	4613854	1092120	105517	0100000US
3219	2019	13559877	2509366	582701	52436	0100000US
3219	2019	5554342	861133	201642	20394	0100000US
3219	2019	7066925	1243356	307778	32686	0100000US
3219	2019	10421102	2050197	502108	53407	0100000US
3219	2019	10421102	2050197	502108	53407	0100000US
3219	2019	16097872	3205019	744941	75213	0100000US
3219	2019	4309238	873786	197142	21596	0100000US
3219	2019	4378347	913623	200539	18990	0100000US
3219	2019	7410287	1417609	347260	34627	0100000US
3221	2019	76296960	7878765	2056572	93283	0100000US
3221	2019	6961533	924463	227435	9590	0100000US
3221	2019	6961533	924463	227435	9590	0100000US
3221	2019	37357531	3718399	987855	47753	0100000US
3221	2019	36450178	3615921	959807	46627	0100000US
3221	2019	907353	102478	28048	1126	0100000US
3221	2019	31977896	3235903	841281	35940	0100000US
3221	2019	31977896	3235903	841281	35940	0100000US
3222	2019	114117635	14289728	3590758	239377	0100000US
3222	2019	66748660	8577710	2112409	141334	0100000US
3222	2019	35980822	4519447	1115203	72998	0100000US
3222	2019	23044691	3112240	767335	50472	0100000US
3222	2019	7723147	946023	229872	17864	0100000US
3222	2019	22811706	3083784	797641	50118	0100000US
3222	2019	22811706	3083784	797641	50118	0100000US
3222	2019	5940763	765878	187683	15791	0100000US
3222	2019	5940763	765878	187683	15791	0100000US
3222	2019	18616506	1862357	493025	32135	0100000US
3222	2019	13423292	1068071	286677	17557	0100000US
3222	2019	5193214	794285	206348	14578	0100000US
3231	2019	81224810	20346147	4946720	394834	0100000US
3231	2019	78395241	19349135	4703951	374798	0100000US
3231	2019	65143886	16071818	3919740	295935	0100000US
3231	2019	8979334	2254338	527539	57580	0100000US
3231	2019	4272021	1022979	256673	21282	0100000US
3231	2019	2829569	997012	242769	20036	0100000US
3231	2019	2829569	997012	242769	20036	0100000US
3241	2019	595704415	11435701	3253064	106669	0100000US
3241	2019	547390227	8265164	2486286	63659	0100000US
3241	2019	547390227	8265164	2486286	63659	0100000US
3241	2019	25521087	1864706	406523	27210	0100000US
3241	2019	14350659	1103135	217404	17223	0100000US
3241	2019	11170428	761570	189119	9987	0100000US
3241	2019	22793100	1305831	360255	15800	0100000US
3241	2019	18056257	1074622	296693	12632	0100000US
3241	2019	4736843	231209	63562	3168	0100000US
3251	2019	206315456	13567692	3615762	143000	0100000US
3251	2019	47971340	1253085	328228	9693	0100000US
3251	2019	47971340	1253085	328228	9693	0100000US
3251	2019	9389785	963387	242439	11062	0100000US
3251	2019	9389785	963387	242439	11062	0100000US
3251	2019	5575602	631550	160900	7738	0100000US
3251	2019	5575602	631550	160900	7738	0100000US
3251	2019	32096238	3367921	908324	36798	0100000US
3251	2019	32096238	3367921	908324	36798	0100000US
3251	2019	111282491	7351749	1975871	77709	0100000US
3251	2019	30953980	801154	222789	10964	0100000US
3251	2019	5185494	496283	124903	4968	0100000US
3251	2019	75143017	6054312	1628179	61777	0100000US
3252	2019	95740455	7813651	2098153	92040	0100000US
3252	2019	89562402	7146754	1925722	79649	0100000US
3252	2019	81673471	6352359	1709861	70360	0100000US
3252	2019	7888930	794395	215861	9289	0100000US
3252	2019	6178053	666897	172431	12391	0100000US
3252	2019	6178053	666897	172431	12391	0100000US
3253	2019	31464541	2493534	645168	32406	0100000US
3253	2019	17939367	1700761	436938	21308	0100000US
3253	2019	7381366	571671	147873	6383	0100000US
3253	2019	5676311	605556	166404	6362	0100000US
3253	2019	4881690	523534	122661	8564	0100000US
3253	2019	13525174	792773	208230	11097	0100000US
3253	2019	13525174	792773	208230	11097	0100000US
3254	2019	210743538	21814677	5977846	244788	0100000US
3254	2019	210743538	21814677	5977846	244788	0100000US
3254	2019	12564756	2007223	577198	27766	0100000US
3254	2019	150852948	12215809	3242004	140490	0100000US
3254	2019	13823668	2666817	773998	28077	0100000US
3254	2019	33502166	4924828	1384646	48455	0100000US
3255	2019	41983991	3984808	1026835	59581	0100000US
3255	2019	26439617	2318136	587408	34683	0100000US
3255	2019	26439617	2318136	587408	34683	0100000US
3255	2019	15544375	1666672	439427	24897	0100000US
3255	2019	15544375	1666672	439427	24897	0100000US
3256	2019	89253806	6269477	1625585	100305	0100000US
3256	2019	41408440	3281291	834885	50933	0100000US
3256	2019	26237319	1728279	422411	28944	0100000US
3256	2019	7405965	1001812	262864	15717	0100000US
3256	2019	7765156	551200	149610	6272	0100000US
3256	2019	47845366	2988186	790701	49372	0100000US
3256	2019	47845366	2988186	790701	49372	0100000US
3259	2019	44675766	5231508	1309284	79018	0100000US
3259	2019	4670029	657197	166721	9837	0100000US
3259	2019	4670029	657197	166721	9837	0100000US
3259	2019	2631421	511294	130436	7758	0100000US
3259	2019	2631421	511294	130436	7758	0100000US
3259	2019	37374316	4063017	1012126	61424	0100000US
3259	2019	10509052	1186734	286063	17746	0100000US
3259	2019	5260046	463403	112357	6849	0100000US
3259	2019	21605218	2412880	613707	36829	0100000US
3261	2019	201195394	31242663	7897787	634252	0100000US
3261	2019	39599228	5356487	1418853	92426	0100000US
3261	2019	11787160	1542884	395553	30260	0100000US
3261	2019	13245719	1864300	514171	30838	0100000US
3261	2019	14566350	1949303	509128	31328	0100000US
3261	2019	20282706	2189096	550100	39818	0100000US
3261	2019	8798252	1034463	263852	17415	0100000US
3261	2019	11484454	1154633	286248	22403	0100000US
3261	2019	4384415	728301	183974	12580	0100000US
3261	2019	4384415	728301	183974	12580	0100000US
3261	2019	9764478	1295452	316288	28945	0100000US
3261	2019	9764478	1295452	316288	28945	0100000US
3261	2019	11478657	1491748	388897	30993	0100000US
3261	2019	11478657	1491748	388897	30993	0100000US
3261	2019	11548292	1516442	389567	30562	0100000US
3261	2019	11548292	1516442	389567	30562	0100000US
3261	2019	104137618	18665138	4650108	398930	0100000US
3261	2019	4743870	797742	197084	18648	0100000US
3261	2019	99393749	17867396	4453024	380282	0100000US
3262	2019	45384229	7654485	1875882	134633	0100000US
3262	2019	21266612	3439687	794841	53714	0100000US
3262	2019	19710562	3154521	730486	47723	0100000US
3262	2019	1556050	285166	64354	5991	0100000US
3262	2019	5484339	1081544	284676	19712	0100000US
3262	2019	5484339	1081544	284676	19712	0100000US
3262	2019	18633279	3133254	796366	61207	0100000US
3262	2019	7859584	1461487	376504	31409	0100000US
3262	2019	10773695	1671766	419861	29798	0100000US
3271	2019	8124973	1744018	457907	33905	0100000US
3271	2019	2491658	598236	163002	12551	0100000US
3271	2019	2491658	598236	163002	12551	0100000US
3271	2019	5633316	1145783	294904	21354	0100000US
3271	2019	5633316	1145783	294904	21354	0100000US
3272	2019	27570836	4855813	1286737	91988	0100000US
3272	2019	27570836	4855813	1286737	91988	0100000US
3272	2019	4167237	572613	166091	11143	0100000US
3272	2019	3744550	720583	195487	12575	0100000US
3272	2019	4724037	909818	241761	13097	0100000US
3272	2019	14935012	2652800	683398	55173	0100000US
3273	2019	61570731	9699902	2184946	172282	0100000US
3273	2019	9018680	1045866	249457	15590	0100000US
3273	2019	9018680	1045866	249457	15590	0100000US
3273	2019	33075657	4742291	1010844	81167	0100000US
3273	2019	33075657	4742291	1010844	81167	0100000US
3273	2019	6401779	1110791	256437	22620	0100000US
3273	2019	4686965	796902	186222	16298	0100000US
3273	2019	1714814	313889	70216	6322	0100000US
3273	2019	13074615	2800954	668207	52905	0100000US
3273	2019	13074615	2800954	668207	52905	0100000US
3274	2019	7985048	1029175	245577	13400	0100000US
3274	2019	2464063	313821	80631	4270	0100000US
3274	2019	2464063	313821	80631	4270	0100000US
3274	2019	5520985	715354	164947	9130	0100000US
3274	2019	5520985	715354	164947	9130	0100000US
3279	2019	25184022	4158715	1049610	79423	0100000US
3279	2019	3976328	682833	178528	11110	0100000US
3279	2019	3976328	682833	178528	11110	0100000US
3279	2019	21207694	3475882	871082	68313	0100000US
3279	2019	5194024	1406166	339641	29488	0100000US
3279	2019	4283333	536054	151001	8683	0100000US
3279	2019	6710059	912366	233631	14188	0100000US
3279	2019	5020277	621295	146810	15954	0100000US
3311	2019	93718306	7281664	1971451	85707	0100000US
3311	2019	93718306	7281664	1971451	85707	0100000US
3311	2019	93718306	7281664	1971451	85707	0100000US
3312	2019	26922193	3028425	762882	50538	0100000US
3312	2019	14056067	1696084	427785	26182	0100000US
3312	2019	14056067	1696084	427785	26182	0100000US
3312	2019	12866127	1332341	335097	24356	0100000US
3312	2019	6385427	572695	145161	9547	0100000US
3312	2019	6480700	759646	189936	14809	0100000US
3313	2019	38438493	3809612	990432	59083	0100000US
3313	2019	38438493	3809612	990432	59083	0100000US
3313	2019	2953336	333017	88287	4123	0100000US
3313	2019	5760506	351920	96002	5798	0100000US
3313	2019	17516660	1547892	402730	18902	0100000US
3313	2019	12207992	1576783	403412	30261	0100000US
3314	2019	50721367	3747737	947479	56779	0100000US
3314	2019	13445154	558827	150895	7986	0100000US
3314	2019	13445154	558827	150895	7986	0100000US
3314	2019	22246914	1483085	367779	24438	0100000US
3314	2019	22246914	1483085	367779	24438	0100000US
3314	2019	15029299	1705825	428805	24355	0100000US
3314	2019	7250536	1093133	271834	15084	0100000US
3314	2019	7778764	612692	156971	9271	0100000US
3315	2019	30191097	6444737	1660850	116083	0100000US
3315	2019	17824632	3651939	934358	62544	0100000US
3315	2019	10073033	2019189	516361	34788	0100000US
3315	2019	4098134	923558	233747	15447	0100000US
3315	2019	3653465	709192	184250	12309	0100000US
3315	2019	12366466	2792799	726492	53539	0100000US
3315	2019	6913381	1572622	419578	29988	0100000US
3315	2019	2465746	722227	173564	14453	0100000US
3315	2019	2987339	497949	133350	9098	0100000US
3321	2019	33166341	5791545	1440698	103540	0100000US
3321	2019	33166341	5791545	1440698	103540	0100000US
3321	2019	8816403	1297853	337379	21268	0100000US
3321	2019	2715451	410457	103503	6090	0100000US
3321	2019	7424446	999996	235267	17542	0100000US
3321	2019	2316202	514372	132563	10111	0100000US
3321	2019	11893838	2568867	631985	48529	0100000US
3322	2019	9952926	1819698	464232	33965	0100000US
3322	2019	9952926	1819698	464232	33965	0100000US
3322	2019	3110168	367324	102773	6608	0100000US
3322	2019	6842759	1452374	361459	27357	0100000US
3323	2019	100323468	19733886	4858691	356553	0100000US
3323	2019	53181976	9419685	2352240	162799	0100000US
3323	2019	8723846	1503609	372531	26149	0100000US
3323	2019	36224788	5874316	1485037	99311	0100000US
3323	2019	8233343	2041760	494672	37339	0100000US
3323	2019	47141491	10314201	2506450	193754	0100000US
3323	2019	13801085	2746024	656440	52046	0100000US
3323	2019	25372731	5676352	1390192	107221	0100000US
3323	2019	7967675	1891825	459819	34486	0100000US
3324	2019	37570331	5597436	1423955	87513	0100000US
3324	2019	8142809	1654480	423682	24059	0100000US
3324	2019	8142809	1654480	423682	24059	0100000US
3324	2019	10060964	2121894	530451	35537	0100000US
3324	2019	10060964	2121894	530451	35537	0100000US
3324	2019	19366558	1821062	469822	27917	0100000US
3324	2019	16120136	1323572	344369	18099	0100000US
