GeographySummary	2017 NAICS code	NAICS Code Related	Year	"Sales, value of shipments, or revenue ($1,000)"	"Annual payroll ($1,000)"	"First-quarter payroll ($1,000)"	Number of employees	GeographyVariant	GeographyNation
10	333999	335122	2018	17105365	3874474	936499	55662	0	US
10	334	331318	2018	315840774	65865931	16978691	797788	0	US
10	3341	32711	2018	21123188	3203035	808080	39777	0	US
10	33411	311930	2018	21123188	3203035	808080	39777	0	US
10	334111	334418	2018	9639065	1347394	344168	16649	0	US
10	334112	3322	2018	4836867	517401	138545	6260	0	US
10	334118	335129	2018	6647256	1338240	325366	16869	0	US
10	3342	339994	2018	35320148	7500045	1915035	84247	0	US
10	33421	321911	2018	4359709	903376	211538	11846	0	US
10	334210	326111	2018	4359709	903376	211538	11846	0	US
10	33422	325910	2018	26841246	5809608	1505909	61135	0	US
10	334220	332216	2018	26841246	5809608	1505909	61135	0	US
10	33429	32229	2018	4119193	787061	197587	11266	0	US
10	334290	339992	2018	4119193	787061	197587	11266	0	US
10	3343	336414	2018	3201791	628041	156928	10542	0	US
10	33431	334519	2018	3201791	628041	156928	10542	0	US
10	334310	31521	2018	3201791	628041	156928	10542	0	US
10	3344	31123	2018	100501987	20705947	5510851	265605	0	US
10	33441	339910	2018	100501987	20705947	5510851	265605	0	US
10	334412	332721	2018	4487517	1130171	288835	22493	0	US
10	334413	315280	2018	52713572	11384464	3203706	105467	0	US
10	334416	31412	2018	4170472	961291	237306	18731	0	US
10	334417	321918	2018	5637260	1235364	315899	17812	0	US
10	334418	33639	2018	20501877	2829936	673017	48591	0	US
10	334419	32561	2018	12991288	3164721	792088	52511	0	US
10	3345	31193	2018	153997706	33402253	8480642	389747	0	US
10	33451	325110	2018	153997706	33402253	8480642	389747	0	US
10	334510	333249	2018	34564459	7047648	1791579	85045	0	US
10	334511	327332	2018	50864972	11544742	2958501	120371	0	US
10	334512	33429	2018	3066956	875985	256954	11402	0	US
10	334513	315190	2018	11167064	2559685	668056	34700	0	US
10	334514	3162	2018	5391724	882317	218687	12585	0	US
10	334515	3119	2018	11436218	2628435	630696	30390	0	US
10	334516	334118	2018	16265049	3707055	916946	44081	0	US
10	334517	3325	2018	7988633	1239183	310000	14728	0	US
10	334519	333999	2018	13252630	2917203	729224	36444	0	US
10	3346	333120	2018	1695953	426611	107156	7871	0	US
10	33461	33591	2018	1695953	426611	107156	7871	0	US
10	334613	334516	2018	338641	36585	8595	512	0	US
10	334614	33149	2018	1357312	390026	98561	7359	0	US
10	335	333241	2018	129719356	20624847	5161628	344926	0	US
10	3351	312	2018	14264428	2494909	601992	41229	0	US
10	33511	31194	2018	1753121	267365	68570	4112	0	US
10	335110	333912	2018	1753121	267365	68570	4112	0	US
10	33512	334412	2018	12511307	2227544	533422	37118	0	US
10	335121	336415	2018	2016360	313742	72034	6296	0	US
10	335122	32312	2018	5586609	1125174	277455	18365	0	US
10	335129	31161	2018	4908339	788628	183933	12457	0	US
10	3352	335991	2018	23383498	2476596	648529	52311	0	US
10	33521	3256	2018	3832454	442424	122152	9916	0	US
10	335210	3359	2018	3832454	442424	122152	9916	0	US
10	33522	322	2018	19551044	2034172	526377	42395	0	US
10	335220	31213	2018	19551044	2034172	526377	42395	0	US
10	3353	311811	2018	40073183	6917516	1733315	111992	0	US
10	33531	322299	2018	40073183	6917516	1733315	111992	0	US
10	335311	332994	2018	5625040	1013431	252357	17985	0	US
10	335312	33911	2018	10803246	1719233	428308	29002	0	US
10	335313	31522	2018	13122376	1959193	491552	30621	0	US
10	335314	33621	2018	10522522	2225659	561099	34384	0	US
10	3359	33636	2018	51998246	8735826	2177791	139394	0	US
10	33591	311421	2018	10046411	1875408	464186	31687	0	US
10	335911	332813	2018	7771803	1445455	346664	25639	0	US
10	335912	334614	2018	2274608	429953	117522	6048	0	US
10	33592	335931	2018	11242243	1432378	356511	24200	0	US
10	335921	337215	2018	2901202	408085	96219	6829	0	US
10	335929	336370	2018	8341041	1024293	260292	17371	0	US
10	33593	32223	2018	14674785	2150943	517979	37932	0	US
10	335931	32519	2018	8939202	1457210	349039	25456	0	US
10	335932	31141	2018	5735583	693733	168940	12476	0	US
10	33599	311942	2018	16034807	3277097	839116	45575	0	US
10	335991	332812	2018	4467726	654992	160460	9672	0	US
10	335999	32561	2018	11567081	2622105	678656	35902	0	US
10	336	325311	2018	989981398	106827739	28690205	1569237	0	US
10	3361	311811	2018	347588886	16875754	4372917	217537	0	US
10	33611	333413	2018	315171307	14895084	3923323	187386	0	US
10	336111	32612	2018	108323824	6771687	1628140	81727	0	US
10	336112	31183	2018	206847483	8123397	2295183	105659	0	US
10	33612	3251	2018	32417580	1980670	449594	30151	0	US
10	336120	3231	2018	32417580	1980670	449594	30151	0	US
10	3362	32599	2018	50808643	7716110	1930036	157618	0	US
10	33621	315240	2018	50808643	7716110	1930036	157618	0	US
10	336211	335912	2018	15297208	2426100	602962	49020	0	US
10	336212	311225	2018	12069497	1737708	421193	38016	0	US
10	336213	325510	2018	5178109	651411	168204	13715	0	US
10	336214	335312	2018	18263830	2900891	737677	56867	0	US
10	3363	315280	2018	270159142	32456195	8252663	592583	0	US
10	33631	327120	2018	40184391	4130808	1096660	64038	0	US
10	336310	326212	2018	40184391	4130808	1096660	64038	0	US
10	33632	3312	2018	24009763	3036529	718377	57597	0	US
10	336320	325920	2018	24009763	3036529	718377	57597	0	US
10	33633	332992	2018	15805193	2006367	506710	37095	0	US
10	336330	31171	2018	15805193	2006367	506710	37095	0	US
10	33634	325612	2018	12239697	1256699	320832	24023	0	US
10	336340	327910	2018	12239697	1256699	320832	24023	0	US
10	33635	335921	2018	42689314	4876555	1336103	76833	0	US
10	336350	336991	2018	42689314	4876555	1336103	76833	0	US
10	33636	3162	2018	30128783	3465808	851192	72692	0	US
10	336360	337214	2018	30128783	3465808	851192	72692	0	US
10	33637	31122	2018	38327693	5944310	1532957	105656	0	US
10	336370	3312	2018	38327693	5944310	1532957	105656	0	US
10	33639	33661	2018	66774309	7739119	1889832	154648	0	US
10	336390	336213	2018	66774309	7739119	1889832	154648	0	US
10	3364	333996	2018	251069099	37552896	11025985	406212	0	US
10	33641	332811	2018	251069099	37552896	11025985	406212	0	US
10	336411	3323	2018	151871578	17324490	5238484	171972	0	US
10	336412	327331	2018	37430241	6116280	1740423	74474	0	US
10	336413	31151	2018	35132420	7832897	2110299	101995	0	US
10	336414	33635	2018	17901865	4277208	1403982	35899	0	US
10	336415	336360	2018	7468132	1679565	448722	17199	0	US
10	336419	337920	2018	1264864	322455	84076	4674	0	US
10	3365	333924	2018	12729207	1853074	445672	27267	0	US
10	33651	311211	2018	12729207	1853074	445672	27267	0	US
10	336510	33141	2018	12729207	1853074	445672	27267	0	US
10	3366	3271	2018	36373643	8280375	2128970	133182	0	US
10	33661	333242	2018	36373643	8280375	2128970	133182	0	US
10	336611	311351	2018	25084918	6464567	1702283	95452	0	US
10	336612	332	2018	11288725	1815808	426687	37730	0	US
10	3369	322122	2018	21252778	2093335	533963	34839	0	US
10	33699	32221	2018	21252778	2093335	533963	34839	0	US
10	336991	311225	2018	6610926	542975	133739	9373	0	US
10	336992	333914	2018	6034328	749409	195733	10019	0	US
10	336999	32419	2018	8607525	800951	204491	15447	0	US
10	337	339115	2018	77755883	16376636	4027290	384369	0	US
10	3371	3131	2018	40207945	8960126	2158192	229520	0	US
10	33711	331420	2018	15245502	3771078	883268	97981	0	US
10	337110	331513	2018	15245502	3771078	883268	97981	0	US
10	33712	32621	2018	24962443	5189047	1274924	131539	0	US
10	337121	313240	2018	12714344	2530109	623101	69611	0	US
10	337122	327390	2018	3831632	910868	221398	25318	0	US
10	337124	337124	2018	2301944	464132	112432	9640	0	US
10	337125	33592	2018	1107612	112873	27957	3010	0	US
10	337127	332119	2018	5006913	1171066	290036	23960	0	US
10	3372	322230	2018	28131184	6077324	1514370	122786	0	US
10	33721	333132	2018	28131184	6077324	1514370	122786	0	US
10	337211	312120	2018	2751696	542230	135725	12518	0	US
10	337212	336120	2018	8901052	2497376	597700	47439	0	US
10	337214	33712	2018	8034399	1332843	365504	26504	0	US
10	337215	3369	2018	8444037	1704876	415441	36325	0	US
10	3379	31-33	2018	9416754	1339186	354729	32064	0	US
10	33791	33243	2018	7061471	852451	236104	21130	0	US
10	337910	3371	2018	7061471	852451	236104	21130	0	US
10	33792	33621	2018	2355283	486735	118625	10934	0	US
10	337920	332813	2018	2355283	486735	118625	10934	0	US
10	339	322291	2018	153741167	30686208	7634601	527166	0	US
10	3391	311423	2018	92023378	17782420	4441031	268146	0	US
10	33911	33611	2018	92023378	17782420	4441031	268146	0	US
10	339112	335313	2018	41481657	7869686	1997334	113043	0	US
10	339113	32191	2018	34552907	5947966	1461724	76789	0	US
10	339114	313220	2018	4473628	877560	221736	13524	0	US
10	339115	3161	2018	6397805	1242247	317203	22697	0	US
10	339116	332313	2018	5117382	1844960	443034	42094	0	US
10	3399	333112	2018	61717790	12903788	3193570	259020	0	US
10	33991	336350	2018	7415583	1092645	268901	22981	0	US
10	339910	323120	2018	7415583	1092645	268901	22981	0	US
10	33992	3343	2018	10312941	1753137	473484	36462	0	US
10	339920	33521	2018	10312941	1753137	473484	36462	0	US
10	33993	33324	2018	1524687	272091	68554	5314	0	US
10	339930	331318	2018	1524687	272091	68554	5314	0	US
10	33994	32616	2018	3063089	514446	127214	9824	0	US
10	339940	331511	2018	3063089	514446	127214	9824	0	US
10	33995	3321	2018	12649262	3712738	880082	75487	0	US
10	339950	33995	2018	12649262	3712738	880082	75487	0	US
10	33999	325620	2018	26752227	5558731	1375335	108952	0	US
10	339991	336112	2018	7114382	1640103	406932	28473	0	US
10	339992	3255	2018	2133658	555192	137554	12155	0	US
10	339993	331512	2018	966167	207412	50384	3745	0	US
10	339994	32562	2018	2960285	455655	118861	9430	0	US
10	339995	334512	2018	678450	130121	33446	3008	0	US
10	339999	33149	2018	12899285	2570249	628158	52141	0	US
10	31-33	326160	2019	5731187355	699745812	179287080	11507413	0	US
10	311	33241	2019	794130354	70070750	17385762	1487229	0	US
10	3111	332911	2019	56457309	3006554	766943	55632	0	US
10	31111	3133	2019	56457309	3006554	766943	55632	0	US
10	311111	31182	2019	23494350	1462200	383963	27943	0	US
10	311119	332322	2019	32962958	1544355	382980	27689	0	US
10	3112	326111	2019	81901050	3452064	866568	51494	0	US
10	31121	339994	2019	17754174	1112787	273709	18553	0	US
10	311211	339991	2019	12704645	775255	188905	12212	0	US
10	311212	333318	2019	3925965	274182	67240	5415	0	US
10	311213	312112	2019	1123564	63350	17564	925	0	US
10	31122	311212	2019	54061476	1496599	378837	21842	0	US
10	311221	3322	2019	10013478	542624	144984	6322	0	US
10	311224	331523	2019	34930367	571897	140030	9372	0	US
10	311225	322219	2019	9117630	382078	93823	6148	0	US
10	31123	3361	2019	10085401	842678	214023	11099	0	US
10	311230	326140	2019	10085401	842678	214023	11099	0	US
10	3113	336211	2019	38868977	3985859	1001765	81255	0	US
10	31131	335929	2019	10454730	812694	207842	13705	0	US
10	311313	33121	2019	3840502	355891	91481	6308	0	US
10	311314	326112	2019	6614228	456803	116361	7397	0	US
10	31134	334413	2019	10622228	1123954	274700	22353	0	US
10	311340	33632	2019	10622228	1123954	274700	22353	0	US
10	31135	333111	2019	17792019	2049211	519222	45197	0	US
10	311351	3332	2019	4609031	495087	134346	8255	0	US
10	311352	331315	2019	13182988	1554125	384876	36942	0	US
10	3114	331491	2019	72528590	7565360	1848287	154963	0	US
10	31141	311991	2019	32394644	3806410	965108	82672	0	US
10	311411	32611	2019	12628357	1236832	297561	26784	0	US
10	311412	33634	2019	19766288	2569578	667547	55887	0	US
10	31142	31599	2019	40133946	3758950	883179	72292	0	US
10	311421	326191	2019	25280171	2430882	541042	45318	0	US
10	311422	31311	2019	8250605	614571	163881	11746	0	US
10	311423	311412	2019	6603171	713497	178256	15227	0	US
10	3115	32541	2019	122059508	8282807	2099139	149282	0	US
10	31151	335314	2019	113939076	7263434	1841377	128083	0	US
10	311511	33272	2019	38185509	3146143	804007	55254	0	US
10	311512	327213	2019	7154917	219678	54851	3765	0	US
10	311513	32731	2019	51536790	2915195	721133	52338	0	US
10	311514	31123	2019	17061860	982418	261386	16726	0	US
10	31152	336111	2019	8120431	1019374	257762	21199	0	US
10	311520	336310	2019	8120431	1019374	257762	21199	0	US
10	3116	314994	2019	220160989	20831478	5123519	503907	0	US
10	31161	333514	2019	220160989	20831478	5123519	503907	0	US
10	311611	3222	2019	96486633	6899051	1683934	145121	0	US
10	311612	33721	2019	54305849	5331916	1289163	115493	0	US
10	311613	339114	2019	4453182	524904	129094	9333	0	US
10	311615	327110	2019	64915324	8075607	2021327	233960	0	US
10	3117	33451	2019	13659961	1556301	384428	32036	0	US
10	31171	33392	2019	13659961	1556301	384428	32036	0	US
10	311710	325211	2019	13659961	1556301	384428	32036	0	US
10	3118	31311	2019	70841573	11152124	2768436	260393	0	US
10	31181	326113	2019	43497296	7840925	1917285	191537	0	US
10	311811	326130	2019	5215028	1597560	372706	61072	0	US
10	311812	321912	2019	32105653	5302578	1313525	108516	0	US
10	311813	3256	2019	6176615	940787	231053	21949	0	US
10	31182	333618	2019	22814429	2538770	669041	49848	0	US
10	311821	336214	2019	10870816	1434242	375847	29136	0	US
10	311824	325998	2019	11943613	1104528	293193	20712	0	US
10	31183	336411	2019	4529848	772429	182111	19008	0	US
10	311830	31142	2019	4529848	772429	182111	19008	0	US
10	3119	311520	2019	117652397	10238203	2526677	198267	0	US
10	31191	31511	2019	39516951	2710199	664531	56397	0	US
10	311911	33512	2019	14727387	869709	213176	18941	0	US
10	311919	3149	2019	24789563	1840490	451355	37456	0	US
10	31192	336611	2019	11709169	989060	247544	17704	0	US
10	311920	31321	2019	11709169	989060	247544	17704	0	US
10	31193	332410	2019	11632748	497928	116883	7496	0	US
10	311930	33994	2019	11632748	497928	116883	7496	0	US
10	31194	327310	2019	23968735	2442875	613766	40115	0	US
10	311941	332323	2019	10891765	1043490	241765	19895	0	US
10	311942	336360	2019	13076970	1399385	372001	20220	0	US
10	31199	3371	2019	30824796	3598142	883953	76555	0	US
10	311991	33312	2019	17765461	2214881	554927	50651	0	US
10	311999	332439	2019	13059334	1383261	329026	25904	0	US
10	312	33522	2019	155269138	11990982	3025474	218916	0	US
10	3121	336213	2019	108966863	11128659	2753867	206979	0	US
10	31211	32732	2019	45135154	3996594	988140	76031	0	US
10	312111	3122	2019	37600683	3283095	796750	60613	0	US
10	312112	334515	2019	6624027	486105	146907	10939	0	US
10	312113	33141	2019	910444	227394	44483	4480	0	US
10	31212	31528	2019	29901830	3334581	807910	69353	0	US
10	312120	33411	2019	29901830	3334581	807910	69353	0	US
10	31213	32199	2019	19694266	2915158	750714	48601	0	US
10	312130	321999	2019	19694266	2915158	750714	48601	0	US
10	31214	32742	2019	14235613	882326	207102	12993	0	US
10	312140	339116	2019	14235613	882326	207102	12993	0	US
10	3122	332996	2019	46302275	862323	271607	11938	0	US
10	31223	335122	2019	46302275	862323	271607	11938	0	US
10	312230	337125	2019	46302275	862323	271607	11938	0	US
10	313	311	2019	27062230	3933016	1000112	87668	0	US
10	3131	333991	2019	6440047	773541	192331	20232	0	US
10	31311	333995	2019	6440047	773541	192331	20232	0	US
10	313110	315990	2019	6440047	773541	192331	20232	0	US
10	3132	3353	2019	13115864	1965689	504754	42378	0	US
10	31321	326199	2019	3697567	605410	155438	14514	0	US
10	313210	324191	2019	3697567	605410	155438	14514	0	US
10	31322	33391	2019	972255	213180	53633	5044	0	US
10	313220	332913	2019	972255	213180	53633	5044	0	US
10	31323	33593	2019	7162040	906072	233933	16972	0	US
10	313230	332618	2019	7162040	906072	233933	16972	0	US
10	31324	321114	2019	1284002	241028	61750	5849	0	US
10	313240	333519	2019	1284002	241028	61750	5849	0	US
10	3133	333415	2019	7506319	1193785	303027	25058	0	US
10	31331	331513	2019	4981903	788371	198057	18368	0	US
10	313310	331210	2019	4981903	788371	198057	18368	0	US
10	31332	32199	2019	2524416	405415	104970	6689	0	US
10	313320	32552	2019	2524416	405415	104970	6689	0	US
10	314	32229	2019	22894642	4073977	988569	102880	0	US
10	3141	331529	2019	12449799	1831799	458232	46157	0	US
10	31411	32223	2019	8818740	1151350	293128	26002	0	US
10	314110	327212	2019	8818740	1151350	293128	26002	0	US
10	31412	314994	2019	3631058	680449	165104	20154	0	US
10	314120	32615	2019	3631058	680449	165104	20154	0	US
10	3149	32512	2019	10444843	2242178	530337	56724	0	US
10	31491	325414	2019	3840860	857794	199932	20565	0	US
10	314910	3261	2019	3840860	857794	199932	20565	0	US
10	31499	33361	2019	6603983	1384384	330405	36158	0	US
10	314994	33636	2019	1716999	307407	72855	6058	0	US
10	314999	3221	2019	4886984	1076977	257550	30100	0	US
10	315	32799	2019	9970683	2477637	612657	73739	0	US
10	3151	333914	2019	1091018	299361	73741	10032	0	US
10	31511	335210	2019	859919	243608	60560	8254	0	US
10	315110	33792	2019	859919	243608	60560	8254	0	US
10	31519	333517	2019	231100	55752	13181	1778	0	US
10	315190	311119	2019	231100	55752	13181	1778	0	US
10	3152	332993	2019	7848193	1935046	482125	55824	0	US
10	31521	32411	2019	2148161	659483	160140	21357	0	US
10	315210	33992	2019	2148161	659483	160140	21357	0	US
10	31522	332994	2019	1617964	437675	112183	15300	0	US
10	315220	3114	2019	1617964	437675	112183	15300	0	US
10	31524	332112	2019	2952721	577712	144666	11971	0	US
10	315240	335931	2019	2952721	577712	144666	11971	0	US
10	31528	31111	2019	1129347	260176	65136	7196	0	US
10	315280	331511	2019	1129347	260176	65136	7196	0	US
10	3159	312140	2019	1031472	243231	56791	7882	0	US
10	31599	325414	2019	1031472	243231	56791	7882	0	US
10	315990	311411	2019	1031472	243231	56791	7882	0	US
10	316	336320	2019	4458106	997849	246962	26082	0	US
10	3161	337910	2019	1124181	141336	32291	3079	0	US
10	31611	332313	2019	1124181	141336	32291	3079	0	US
10	316110	339114	2019	1124181	141336	32291	3079	0	US
10	3162	31212	2019	1798934	465393	118327	12337	0	US
10	31621	3141	2019	1798934	465393	118327	12337	0	US
10	316210	33993	2019	1798934	465393	118327	12337	0	US
10	3169	32592	2019	1534992	391120	96344	10666	0	US
10	31699	325199	2019	1534992	391120	96344	10666	0	US
10	316992	31699	2019	387969	77598	20858	1754	0	US
10	316998	334513	2019	1147023	313522	75486	8912	0	US
10	321	337122	2019	106437913	17851103	4313998	391148	0	US
10	3211	316998	2019	30516140	4330638	1074609	83733	0	US
10	32111	321214	2019	30516140	4330638	1074609	83733	0	US
10	321113	31223	2019	23810050	3791383	937872	73278	0	US
10	321114	324110	2019	6706090	539254	136737	10456	0	US
10	3212	315110	2019	23221656	3651395	900219	73278	0	US
10	32121	311512	2019	23221656	3651395	900219	73278	0	US
10	321211	321992	2019	2823035	469953	118443	11392	0	US
10	321212	321920	2019	3407397	654539	163998	12480	0	US
10	321213	3391	2019	2604966	291758	67302	5119	0	US
10	321214	33231	2019	7703694	1422653	333304	30946	0	US
10	321219	31499	2019	6682564	812492	217173	13340	0	US
10	3219	311	2019	52700118	9869070	2339169	234136	0	US
10	32191	334310	2019	26181144	4613854	1092120	105517	0	US
10	321911	322130	2019	13559877	2509366	582701	52436	0	US
10	321912	337127	2019	5554342	861133	201642	20394	0	US
10	321918	32721	2019	7066925	1243356	307778	32686	0	US
10	32192	33612	2019	10421102	2050197	502108	53407	0	US
10	321920	32541	2019	10421102	2050197	502108	53407	0	US
10	32199	33431	2019	16097872	3205019	744941	75213	0	US
10	321991	332420	2019	4309238	873786	197142	21596	0	US
10	321992	334512	2019	4378347	913623	200539	18990	0	US
10	321999	335220	2019	7410287	1417609	347260	34627	0	US
10	322	335932	2019	190414595	22168494	5647330	332660	0	US
10	3221	333923	2019	76296960	7878765	2056572	93283	0	US
10	32211	311514	2019	6961533	924463	227435	9590	0	US
10	322110	314910	2019	6961533	924463	227435	9590	0	US
10	32212	332311	2019	37357531	3718399	987855	47753	0	US
10	322121	3336	2019	36450178	3615921	959807	46627	0	US
10	322122	321992	2019	907353	102478	28048	1126	0	US
10	32213	3152	2019	31977896	3235903	841281	35940	0	US
10	322130	325520	2019	31977896	3235903	841281	35940	0	US
10	3222	31211	2019	114117635	14289728	3590758	239377	0	US
10	32221	334517	2019	66748660	8577710	2112409	141334	0	US
10	322211	315990	2019	35980822	4519447	1115203	72998	0	US
10	322212	33592	2019	23044691	3112240	767335	50472	0	US
10	322219	311920	2019	7723147	946023	229872	17864	0	US
10	32222	33999	2019	22811706	3083784	797641	50118	0	US
10	322220	311812	2019	22811706	3083784	797641	50118	0	US
10	32223	332722	2019	5940763	765878	187683	15791	0	US
10	322230	337211	2019	5940763	765878	187683	15791	0	US
10	32229	336612	2019	18616506	1862357	493025	32135	0	US
10	322291	326140	2019	13423292	1068071	286677	17557	0	US
10	322299	311224	2019	5193214	794285	206348	14578	0	US
10	323	311612	2019	81224810	20346147	4946720	394834	0	US
10	3231	334290	2019	81224810	20346147	4946720	394834	0	US
10	32311	31214	2019	78395241	19349135	4703951	374798	0	US
10	323111	326212	2019	65143886	16071818	3919740	295935	0	US
10	323113	3133	2019	8979334	2254338	527539	57580	0	US
10	323117	327999	2019	4272021	1022979	256673	21282	0	US
10	32312	331222	2019	2829569	997012	242769	20036	0	US
10	323120	33639	2019	2829569	997012	242769	20036	0	US
10	324	316992	2019	595704415	11435701	3253064	106669	0	US
10	3241	3254	2019	595704415	11435701	3253064	106669	0	US
10	32411	333243	2019	547390227	8265164	2486286	63659	0	US
10	324110	311520	2019	547390227	8265164	2486286	63659	0	US
10	32412	32121	2019	25521087	1864706	406523	27210	0	US
10	324121	332613	2019	14350659	1103135	217404	17223	0	US
10	324122	322211	2019	11170428	761570	189119	9987	0	US
10	32419	32111	2019	22793100	1305831	360255	15800	0	US
10	324191	33711	2019	18056257	1074622	296693	12632	0	US
10	324199	3364	2019	4736843	231209	63562	3168	0	US
10	325	339115	2019	720177553	61175348	16298633	751137	0	US
10	3251	311422	2019	206315456	13567692	3615762	143000	0	US
10	32511	33611	2019	47971340	1253085	328228	9693	0	US
10	325110	3391	2019	47971340	1253085	328228	9693	0	US
10	32512	31323	2019	9389785	963387	242439	11062	0	US
10	325120	332112	2019	9389785	963387	242439	11062	0	US
10	32513	33351	2019	5575602	631550	160900	7738	0	US
10	325130	314	2019	5575602	631550	160900	7738	0	US
10	32518	31321	2019	32096238	3367921	908324	36798	0	US
10	325180	322211	2019	32096238	3367921	908324	36798	0	US
10	32519	32741	2019	111282491	7351749	1975871	77709	0	US
10	325193	333244	2019	30953980	801154	222789	10964	0	US
10	325194	333316	2019	5185494	496283	124903	4968	0	US
10	325199	313230	2019	75143017	6054312	1628179	61777	0	US
10	3252	334220	2019	95740455	7813651	2098153	92040	0	US
10	32521	3254	2019	89562402	7146754	1925722	79649	0	US
10	325211	3345	2019	81673471	6352359	1709861	70360	0	US
10	325212	316992	2019	7888930	794395	215861	9289	0	US
10	32522	32732	2019	6178053	666897	172431	12391	0	US
10	325220	326291	2019	6178053	666897	172431	12391	0	US
10	3253	33422	2019	31464541	2493534	645168	32406	0	US
10	32531	33261	2019	17939367	1700761	436938	21308	0	US
10	325311	311423	2019	7381366	571671	147873	6383	0	US
10	325312	324	2019	5676311	605556	166404	6362	0	US
10	325314	332114	2019	4881690	523534	122661	8564	0	US
10	32532	3341	2019	13525174	792773	208230	11097	0	US
10	325320	336390	2019	13525174	792773	208230	11097	0	US
10	3254	31491	2019	210743538	21814677	5977846	244788	0	US
10	32541	3351	2019	210743538	21814677	5977846	244788	0	US
10	325411	333515	2019	12564756	2007223	577198	27766	0	US
10	325412	33242	2019	150852948	12215809	3242004	140490	0	US
10	325413	334514	2019	13823668	2666817	773998	28077	0	US
10	325414	33651	2019	33502166	4924828	1384646	48455	0	US
10	3255	334613	2019	41983991	3984808	1026835	59581	0	US
10	32551	336340	2019	26439617	2318136	587408	34683	0	US
10	325510	32513	2019	26439617	2318136	587408	34683	0	US
10	32552	3116	2019	15544375	1666672	439427	24897	0	US
10	325520	31521	2019	15544375	1666672	439427	24897	0	US
10	3256	339113	2019	89253806	6269477	1625585	100305	0	US
10	32561	314110	2019	41408440	3281291	834885	50933	0	US
10	325611	332710	2019	26237319	1728279	422411	28944	0	US
10	325612	323111	2019	7405965	1001812	262864	15717	0	US
10	325613	3399	2019	7765156	551200	149610	6272	0	US
10	32562	32592	2019	47845366	2988186	790701	49372	0	US
10	325620	31152	2019	47845366	2988186	790701	49372	0	US
10	3259	321219	2019	44675766	5231508	1309284	79018	0	US
10	32591	3321	2019	4670029	657197	166721	9837	0	US
10	325910	331110	2019	4670029	657197	166721	9837	0	US
10	32592	311911	2019	2631421	511294	130436	7758	0	US
10	325920	32512	2019	2631421	511294	130436	7758	0	US
10	32599	33361	2019	37374316	4063017	1012126	61424	0	US
10	325991	3253	2019	10509052	1186734	286063	17746	0	US
10	325992	332323	2019	5260046	463403	112357	6849	0	US
10	325998	33313	2019	21605218	2412880	613707	36829	0	US
10	326	324121	2019	246579623	38897148	9773669	768886	0	US
10	3261	336310	2019	201195394	31242663	7897787	634252	0	US
10	32611	33612	2019	39599228	5356487	1418853	92426	0	US
10	326111	33232	2019	11787160	1542884	395553	30260	0	US
10	326112	33311	2019	13245719	1864300	514171	30838	0	US
10	326113	332991	2019	14566350	1949303	509128	31328	0	US
10	32612	3251	2019	20282706	2189096	550100	39818	0	US
10	326121	339940	2019	8798252	1034463	263852	17415	0	US
10	326122	332510	2019	11484454	1154633	286248	22403	0	US
10	32613	326211	2019	4384415	728301	183974	12580	0	US
10	326130	313320	2019	4384415	728301	183974	12580	0	US
10	32614	322121	2019	9764478	1295452	316288	28945	0	US
10	326140	31611	2019	9764478	1295452	316288	28945	0	US
10	32615	32311	2019	11478657	1491748	388897	30993	0	US
10	326150	31199	2019	11478657	1491748	388897	30993	0	US
10	32616	332912	2019	11548292	1516442	389567	30562	0	US
10	326160	3334	2019	11548292	1516442	389567	30562	0	US
10	32619	311991	2019	104137618	18665138	4650108	398930	0	US
10	326191	3352	2019	4743870	797742	197084	18648	0	US
10	326199	33351	2019	99393749	17867396	4453024	380282	0	US
10	3262	32619	2019	45384229	7654485	1875882	134633	0	US
10	32621	337121	2019	21266612	3439687	794841	53714	0	US
10	326211	323111	2019	19710562	3154521	730486	47723	0	US
10	326212	321211	2019	1556050	285166	64354	5991	0	US
10	32622	337	2019	5484339	1081544	284676	19712	0	US
10	326220	33661	2019	5484339	1081544	284676	19712	0	US
10	32629	322299	2019	18633279	3133254	796366	61207	0	US
10	326291	33271	2019	7859584	1461487	376504	31409	0	US
10	326299	3352	2019	10773695	1671766	419861	29798	0	US
10	327	33993	2019	130435611	21487624	5224777	390998	0	US
10	3271	3315	2019	8124973	1744018	457907	33905	0	US
10	32711	326150	2019	2491658	598236	163002	12551	0	US
10	327110	333999	2019	2491658	598236	163002	12551	0	US
10	32712	33911	2019	5633316	1145783	294904	21354	0	US
10	327120	31324	2019	5633316	1145783	294904	21354	0	US
10	3272	311813	2019	27570836	4855813	1286737	91988	0	US
10	32721	339992	2019	27570836	4855813	1286737	91988	0	US
10	327211	333	2019	4167237	572613	166091	11143	0	US
10	327212	3353	2019	3744550	720583	195487	12575	0	US
10	327213	33641	2019	4724037	909818	241761	13097	0	US
10	327215	3159	2019	14935012	2652800	683398	55173	0	US
10	3273	325320	2019	61570731	9699902	2184946	172282	0	US
10	32731	325212	2019	9018680	1045866	249457	15590	0	US
10	327310	33341	2019	9018680	1045866	249457	15590	0	US
10	32732	3159	2019	33075657	4742291	1010844	81167	0	US
10	327320	332999	2019	33075657	4742291	1010844	81167	0	US
10	32733	335314	2019	6401779	1110791	256437	22620	0	US
10	327331	335121	2019	4686965	796902	186222	16298	0	US
