,Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Title Additional Info,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Company Size
4821,2677625370,2018-06-10,Data Analyst,Sales Commission Data Analyst,,Full-time,Associate,3,[],United States,,,,6.0,Health IQ,Insurance,201-500 employees
4822,2706521014,2018-06-10,Data Analyst,Data Analyst,,Contract,Associate,3,"['r', 'microsoft', 'word', 'python', 'tableau', 'visio', 'sql']","Concord, CA",,,,91.0,"NextGen Global Resources, LLC.",Staffing & Recruiting,"501-1,000 employees"
4823,2574133179,2018-06-10,Software Engineer,Senior Software Engineer,Backend - Secure Quality Tools & Infrastructure,Full-time,Associate,5,"['microsoft', 'ci/cd', 'cloud', 'gcp', 'aws', 'go', 'azure']","Austin, TX",,,,,HashiCorp,Computer Software,"1,001-5,000 employees"
4824,2713340698,2018-06-10,User Experience Researcher,Senior User Experience Researcher,,Full-time,Associate,3,[],"Los Angeles, CA",,,,3.0,Flyhomes,Real Estate,201-500 employees
4825,2713330869,2018-06-10,Business Analyst,Salesforce Business Analyst,,Contract,Mid-Senior level,5,[],"Santa Clara, CA",,,,14.0,Standav Corp,Information Technology & Services,201-500 employees
4826,2686607678,2018-06-10,Software Engineer,Senior Software Engineer,Remote,Full-time,Mid-Senior level,5,"['graphql', 'node.js', 'ci/cd', 'aws', 'postgresql', 'devops', 'js']","Newport, RI",,,,1.0,Jobot,Staffing & Recruiting,201-500 employees
4827,2736066784,2018-06-11,Software Developer,Ios Software Developer,,Full-time,Mid-Senior level,4,"['iot', 'ios', 'swift']","Reno, NV",,,,1.0,Jobot,Staffing & Recruiting,201-500 employees
4828,2711759753,2018-06-11,Software Engineer,Software Engineer Ii,,Full-time,Entry level,2,"['oracle', 'microsoft', 'css', 'javascript', 'html', 'mysql', 'agile', 'coding', 'node', 'mongo', 'hadoop', 'asp.net', 'sql', 'nosql', 'js', 'c']",United States,,,,3.0,Paycor,Computer Software,"1,001-5,000 employees"
4829,2706587761,2018-06-11,Senior Analyst,Contract Senior Analyst,,Contract,Associate,4,[],United States,,,,,"TRU Staffing Partners, Inc.",Staffing & Recruiting,11-50 employees
4830,2710686963,2018-06-11,Software Engineer,Software Engineer,Remote,Full-time,Entry level,1,"['cloud', 'ajax', 'javascript', 'css', 'programming', 'c', 'backend', 'microsoft', 'html', 'azure', 'paas', 'js']","Kennebunk, ME",,,,,DealerPolicy,Information Technology & Services,51-200 employees
4831,2720952459,2018-06-11,Data Analyst,Data Analyst,Merchant Risk,Full-time,Mid-Senior level,6,"['database', 'git', 'sas', 'etl', 'postgresql', 'sql']",Greater Minneapolis-St. Paul Area,74000.0,96000.0,yr,74.0,Sezzle,Financial Services,201-500 employees
4832,2698141820,2018-06-11,Data Analyst,Data Analyst,,Full-time,Entry level,2,['sql'],United States,,,,154.0,Tata Consultancy Services,Information Technology & Services,"10,001+ employees"
4833,2728949031,2018-06-11,Business Analyst,Product Business Analyst,,Full-time,Mid-Senior level,6,[],United States,,,,73.0,"Pyramid Consulting, Inc",Information Technology & Services,"1,001-5,000 employees"
4834,2715173863,2018-06-11,Software Engineer,Senior Software Engineer,,Full-time,Associate,4,['cloud'],"Boston, MA",,,,,Flexe,Logistics & Supply Chain,201-500 employees
4835,2738108696,2018-06-12,Software Engineer,Software Engineer,,Full-time,Mid-Senior level,6,"['aws', 'mysql', 'agile', 'programming', 'node', 'rust', 'linux', 'docker', 'go']","New York, NY",,,,2.0,Jobot,Staffing & Recruiting,201-500 employees
4836,2673979767,2018-06-12,Data Scientist,Data Scientist,,Full-time,Entry level,1,"['jupyter', 'python', 'pytorch', 'r', 'spark', 'aws', 'sql', 'tensorflow', 'machine_learning']","New York, NY",,,,132.0,Vroom,Automotive,"501-1,000 employees"
4837,2739849488,2018-06-12,Business Analyst,It Business Analyst,,Full-time,Associate,4,"['bi', 'microsoft']","Minneapolis–Saint Paul, MN",,,,5.0,"Fagron, Inc.",Pharmaceuticals,201-500 employees
4838,2696124842,2018-06-12,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,5,"['numpy', 'warehousing', 'database', 'pandas', 'aws', 'mysql', 'redshift', 'python', 'programming', 'etl', 'no-sql', 'snowflake', 'sql']","Mill Valley, CA",,,,,Recruiting from Scratch,Staffing & Recruiting,1-10 employees
4839,2655986022,2018-06-12,Senior Analyst,Salesforce Senior Analyst,,Full-time,Mid-Senior level,6,['cloud'],Charlotte Metro,,,,2.0,Torrent Consulting,Information Technology & Services,51-200 employees
4840,2730822118,2018-06-12,Software Engineer,"Software Engineer, Enablement",,Full-time,Entry level,1,"['database', 'agile/scrum', 'javascript', 'ruby', 'agile', 'python', 'jira', 'saas', 'programming', 'aws', 'mysql', 'postgresql']",United States,,,,18.0,Vouch Insurance,Insurance,51-200 employees
4841,2749250432,2018-06-12,Financial Analyst,Senior Financial Analyst,Remote Opportunity,Full-time,Associate,2,"['word', 'powerpoint', 'outlook', 'cognos', 'excel']","Portland, OR",,,,3.0,KinderCare Education,Education Management,"10,001+ employees"
4842,2694761888,2018-06-12,Data Engineer,Data Engineer,,Full-time,Entry level,2,"['database', 'git', 'cloud', 'aws', 'agile', 'python', 'etl', 'sql', 'bi']","Palo Alto, CA",,,,38.0,Wurl,Internet,51-200 employees
4843,2734860284,2018-06-13,Data Scientist,"Senior Data Scientist, Offering And Bundling",,Full-time,Associate,3,"['cloud', 'gcp', 'aws', 'python', 'sql', 'docker', 'machine_learning', 'azure']","San Francisco, CA",,,,4.0,Shipt,Internet,"1,001-5,000 employees"
4844,2681379019,2018-06-13,Software Engineer,"Senior Software Engineer, Frontend, Terraform Cloud",,Full-time,Associate,3,"['cloud', 'ruby', 'node', 'frontend', 'saas', 'backend', 'microsoft', 'ember.js', 'golang', 'aws', 'go', 'azure']","Miami, FL",,,,,HashiCorp,Computer Software,"1,001-5,000 employees"
4845,2693793169,2018-06-13,Software Engineer,"Software Engineer, Carriers",,Full-time,Mid-Senior level,4,"['back-end', 'ruby', 'python']","Virginia, United States",,,,,EasyPost,Computer Software,51-200 employees
4846,2738112024,2018-06-13,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,7,"['database', 'cloud', 'sql']","Atlanta, GA",,,,2.0,Jobot,Staffing & Recruiting,201-500 employees
4847,2708892797,2018-06-13,Software Developer,Full Stack Software Developer,Partial Remote),Contract,Entry level,2,"['database', 'scrum', 'cloud', 'aws', 'agile', 'programming', 'sql', 'devops', 'c']","Sun Prairie Town, WI",,,,,Dice,Internet,"1,001-5,000 employees"
4848,2677621695,2018-06-13,Data Engineer,Data Engineer,,Contract,Mid-Senior level,7,"['bash', 'airflow', 'python', 'etl', 'ml', 'hadoop', 'spark']","Sunnyvale, CA",,,,1.0,Red Oak Technologies,Staffing & Recruiting,"501-1,000 employees"
4849,2654585572,2018-06-13,Operations Manager,Business Operations Manager,,Full-time,Mid-Senior level,8,"['database', 'power_bi', 'cognos', 'excel']","Chicago, IL",,,,39.0,KeHE Distributors,Food & Beverages,"5,001-10,000 employees"
4850,2706821851,2018-06-14,Software Engineer,Software Engineer,Solutions Engineering - Azure - Remote,Full-time,Mid-Senior level,7,"['cloud', 'javascript', 'agile', 'asp.net', 'server', 'microsoft', 'ci/cd', 'sql', 'azure', 'jquery']","Nashville, TN",,,,,Icertis,Information Technology & Services,"1,001-5,000 employees"
4851,2745568860,2018-06-14,Data Engineer,Data Engineer W/ Etl And Pyspark,,Full-time,Mid-Senior level,6,"['t-sql', 'sql', 'pyspark', 'python', 'programming', 'azure']","Boston, MA",,,,,CitiusTech,Information Technology & Services,"5,001-10,000 employees"
4852,2691438177,2018-06-14,Software Engineer,Software Engineer,,Contract,Mid-Senior level,6,"['database', 'agile', 'linux', 'git', 'programming', 'c/c++', 'matlab', 'c', 'sql', 'c++']","Austin, Texas Metropolitan Area",,,,6.0,Eliassen Group,Information Technology & Services,"1,001-5,000 employees"
4853,2718737857,2018-06-14,Data Engineer,Staff Data Engineer,,Full-time,Mid-Senior level,8,"['data_lake', 'numpy', 'cloud', 'spark', 'ml', 'sql', 'apache', 'machine_learning']",United States,,,,,Shopify,Internet,"5,001-10,000 employees"
4854,2652593565,2018-06-14,Product Owner,It Product Owner-Director,,Full-time,Director,8,['agile'],"Needham, MA",,,,15.0,IDC,Market Research,"1,001-5,000 employees"
4855,2683505788,2018-06-14,Data Scientist,Data Scientist,"Remote, Full-time",Contract,Mid-Senior level,6,[],"Ames, IA",,,,1.0,Toptal,Internet,"1,001-5,000 employees"
4856,2650920225,2018-06-14,Software Engineer,"Software Engineer, Data Products",,Full-time,Associate,2,"['cloud', 'ruby', 'python', 'docker', 'gcp', 'vue', 'java', 'aws', 'mysql', 'redshift', 'postgresql', 'snowflake', 'go', 'airflow', 'javascript/typescript', 'terminal']","San Francisco, CA",93000.0,204000.0,yr,44.0,Square,Internet,"1,001-5,000 employees"
4857,2677409011,2018-06-15,Software Engineer,Full Stack Software Engineer,,Full-time,Associate,2,"['python', 'pytorch', 'tensorflow', 'machine_learning']","Bakersfield, CA",,,,8.0,Jobot,Staffing & Recruiting,201-500 employees
4858,2751546696,2018-06-15,Business Analyst,Gis Business Analyst,,Contract,Mid-Senior level,5,[],United States,,,,72.0,FoxPro Technologies INC,Staffing & Recruiting,51-200 employees
4859,2615057204,2018-06-15,Software Engineer,"Software Engineer, Internal Tooling",,Full-time,Mid-Senior level,7,"['javascript', 'python', 'saas', 'java', 'machine_learning', 'go']",San Diego Metropolitan Area,,,,6.0,FullStory,Computer Software,201-500 employees
4860,2732495349,2018-06-15,Business Analyst,Aem Lead Business Analyst,Remote option,Full-time,Associate,3,['agile'],"Raleigh, NC",,,,,Perficient,Information Technology & Services,"1,001-5,000 employees"
4861,2676346722,2018-06-15,Software Engineer,Software Engineer,,Full-time,Associate,5,"['cloud', 'java', 'javascript', 'agile', 'no-sql', 'devops']","South Carolina, United States",,,,2.0,Cardinal Health,Hospital & Health Care,"10,001+ employees"
4862,2686248035,2018-06-15,Data Engineer,Cloud Data Engineer,,Contract,Associate,5,"['cloud', 'gcp', 'azure']","Hartford, CT",,,,49.0,Onward Select,Staffing & Recruiting,51-200 employees
4863,2712802552,2018-06-15,Software Engineer,Ruby On Rails Software Engineer,,Contract,Mid-Senior level,6,"['database', 'scrum', 'ruby', 'postgresql', 'ml', 'ai', 'js']","New York, NY",,,,1.0,Jobot,Staffing & Recruiting,201-500 employees
4864,2691434674,2018-06-16,Data Analyst,"Data Analyst, Risk",Fraud,Full-time,Mid-Senior level,6,"['database', 'javascript', 'python', 'hadoop', 'bi', 'programming', 'spark', 'golang', 'java', 'tableau', 'sql', 'scala']","California, United States",,,,8.0,Kraken Digital Asset Exchange,Financial Services,"1,001-5,000 employees"
4865,2640330044,2018-06-16,Developer,Senior Etl Developer,,Contract,Mid-Senior level,8,"['linux/unix', 'bash', 'oracle', 'database', 'pl/sql', 'cloud', 'shell', 'aws', 'python', 'programming', 'etl', 'ci/cd', 'sql', 'devops', 'postgres']","Seattle, WA",107000.0,110000.0,hr,34.0,iMatch Technical Services,Staffing & Recruiting,11-50 employees
4866,2710907226,2018-06-16,Business Analyst,Business Analyst,,Full-time,Mid-Senior level,3,['c'],"Davidson, NC",,,,74.0,Mindtree,Information Technology & Services,"10,001+ employees"
4867,2689891863,2018-06-16,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,5,"['cloud', 'aws', 'azure']","Framingham, MA",,,,,Toptal,Internet,"1,001-5,000 employees"
4868,2722787547,2018-06-16,Software Engineer,Software Engineer Ii,,Full-time,Entry level,1,"['ajax', 'javascript', 'agile', 'python', 'linux', 'html5', 'git', 'programming', 'php', 'perl', 'java', 'postgresql', 'apache']","New York, NY",,,,7.0,Motus,Computer Software,201-500 employees
4869,2721832584,2018-06-16,Business Analyst,Business Analyst,West Coast (Remote),Full-time,Associate,4,"['database', 'word', 'cloud', 'saas', 'excel']","Pittsburgh, PA",,,,16.0,Grant Street Group,Computer Software,201-500 employees
4870,2654247797,2018-06-16,Software Engineer,Senior Software Engineer,Dashboard,Full-time,Mid-Senior level,7,"['node', 'docker', 'vue', 'redis', 'aws', 'postgres']","Plano, TX",,,,1.0,Lob,Computer Software,51-200 employees
4871,2690938630,2018-06-17,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,6,"['cloud', 'aws', 'azure']","Akron, OH",,,,,Toptal,Internet,"1,001-5,000 employees"
4872,2698177576,2018-06-17,Business Analyst,Salesforce Business Analyst,,Full-time,Associate,2,"['word', 'cloud', 'powerpoint', 'microsoft', 'excel']","Phoenix, AZ",,,,5.0,Reputation,Internet,201-500 employees
4873,2746383048,2018-06-17,Business Analyst,"Senior Business Analyst, Telcodr","$200,000/year USD",Full-time,Director,12,['spreadsheet'],"Dallas, TX",,,,20.0,Crossover for Work,Information Technology & Services,"1,001-5,000 employees"
4874,2711789413,2018-06-17,Data Engineer,Cloud Data Engineer,100% Remote,Contract,Mid-Senior level,4,"['sap', 'database', 'cloud', 'agile', 'python', 'docker', 'bitbucket', 'devops', 'ci/cd', 'shell', 'aws', 'azure', 'splunk']","Greenville, SC",125000.0,148000.0,hr,4.0,HKA Enterprises,Staffing & Recruiting,"1,001-5,000 employees"
4875,2694011150,2018-06-17,Software Engineer,Senior Java Software Engineer,,Full-time,Mid-Senior level,9,"['node.js', 'cloud', 'saas', 'gcp', 'java', 'agile', 'coding', 'mongo', 'docker', 'nosql', 'apache']",United States,,,,4.0,Tenfold,Computer Software,51-200 employees
4876,2660722427,2018-06-17,Software Engineer,"Software Engineer, Compute",,Full-time,Associate,4,"['cloud', 'aws', 'python', 'docker', 'server', 'go', 'azure']","Charlotte, NC",,,,,Netskope,Computer Software,"1,001-5,000 employees"
4877,2647553039,2018-06-17,Data Architect,Data Architect,AWS Cloud Technical Lead,Full-time,Mid-Senior level,8,"['cloud', 'agile', 'python', 'jira', 'bi', 'git', 'programming', 'mongodb', 'devops', 'spark', 'ci/cd', 'aws', 'sql', 'nosql', 'apache', 'airflow']","Houston, TX",,,,,Perficient,Information Technology & Services,"1,001-5,000 employees"
4878,2713258975,2018-06-17,Data Engineer,"Senior Data Engineer, Genomics",,Full-time,Associate,3,"['python', 'coding', 'etl', 'sql']","Gaithersburg, MD",95000.0,152000.0,yr,,GeneDx,Hospital & Health Care,"501-1,000 employees"
4879,2606699665,2018-06-18,Research Scientist,"Research Scientist,",,Full-time,Associate,4,"['cloud', 'python', 'pytorch', 'java', 'tensorflow', 'ai', 'machine_learning', 'excel', 'scala', 'scikit-learn']","New York, NY",,,,8.0,Dataminr,Internet,"501-1,000 employees"
4880,2656639326,2018-06-18,Data Scientist,Data Scientist,"Remote, Full-time",Contract,Mid-Senior level,3,[],"Richmond, VA",,,,2.0,Toptal,Internet,"1,001-5,000 employees"
4881,2751713857,2018-06-18,Software Engineer,Software Engineer,Remote - 21-05623,Full-time,Entry level,3,"['git', 'ci/cd', 'java', 'javascript', 'vue.js', 'programming', 'jira', 'sql', 'server', 'c']","New York, United States",,,,7.0,Infinity Consulting Solutions,Staffing & Recruiting,"1,001-5,000 employees"
4882,2664115531,2018-06-18,Software Engineer,Senior Software Engineer,,Full-time,Associate,4,"['cloud', 'backend', 'java', 'kotlin', 'aws', 'apache', 'postgres', 'spark']",United States,,,,,Toast,Computer Software,"1,001-5,000 employees"
4883,2675377878,2018-06-18,Product Manager,"Product Manager, Developer Education Platform",,Full-time,Entry level,3,"['microsoft', 'cloud', 'aws', 'devops', 'azure']","Omaha, NE",,,,,HashiCorp,Computer Software,"1,001-5,000 employees"
4884,2723048979,2018-06-18,Data Analyst,Data Analyst,Remote,Full-time,Entry level,2,"['excel', 'vba']","Allen, TX",,,,5.0,The Fountain Group,Staffing & Recruiting,"501-1,000 employees"
4885,2687324276,2018-06-18,Software Engineer,Integration Software Engineer,,Full-time,Mid-Senior level,5,"['cloud', 'javascript', 'programming', 'php']",United States,,,,15.0,TaxJar | A Stripe company,Computer Software,51-200 employees
4886,2705253983,2018-06-18,Software Engineer,Senior Software Engineer,Solutions Engineering (.NET) - Remote,Full-time,Mid-Senior level,4,"['cloud', 'javascript', 'agile', 'asp.net', 'server', 'microsoft', 'ci/cd', 'sql', 'azure', 'jquery']","San Jose, CA",,,,2.0,Icertis,Information Technology & Services,"1,001-5,000 employees"
4887,2671422691,2018-06-18,Software Engineer,"Senior Software Engineer, User Intelligence Platform",,Full-time,Associate,3,['machine_learning'],"Georgia, United States",,,,,NextRoll,Marketing & Advertising,"501-1,000 employees"
4888,2673988967,2018-06-19,Product Owner,Digital Product Owner,Mobile App,Full-time,Director,8,"['ios', 'agile']","Carson City, NV",,,,1.0,Cardinal Health,Hospital & Health Care,"10,001+ employees"
4889,2745616937,2018-06-19,Software Engineer,Front End Software Engineer,North America (Remote),Full-time,Entry level,3,"['javascript', 'ruby', 'agile', 'vue', 'css', 'aws', 'html']",United States,,,,11.0,Getty Images,Photography,"1,001-5,000 employees"
4890,2692451038,2018-06-19,Software Development Engineer,"Principal Software Development Engineer In Test, Data",,Full-time,Associate,4,"['airflow', 'ruby', 'aws', 'python', 'programming', 'etl', 'sql', 'spark']","Pasadena, CA",,,,,Spokeo,Internet,51-200 employees
4891,2742489728,2018-06-19,Senior Compensation Consultant,Senior Compensation Consultant,,Full-time,Associate,3,"['excel', 'gdpr', 'agile']","Charlotte, NC",,,,,Pegasystems,Computer Software,"5,001-10,000 employees"
4892,2642493538,2018-06-19,Software Engineer,Software Engineer,,Full-time,Entry level,1,"['database', 'frontend', 'ci/cd', 'cloud', 'java', 'aws', 'agile', 'mongodb']",United States,,,,37.0,Cohere Health,Information Technology & Services,51-200 employees
4893,2559054360,2018-06-19,Data Architect,Senior Data Modeler/ Data Architect-With Healthcare Experience,,Full-time,Mid-Senior level,4,"['data_lake', 'ibm', 'etl', 'sql']","Columbia, SC",,,,1.0,Perficient,Information Technology & Services,"1,001-5,000 employees"
4894,2681094000,2018-06-19,Data Analyst,Data Analyst,Member Insights & Experience,Full-time,Mid-Senior level,6,"['spreadsheets', 'cloud', 'javascript', 'bi', 'html', 'sql']","West Bend, WI",,,,16.0,Delta Defense LLC,Consumer Services,"501-1,000 employees"
4895,2702197740,2018-06-19,Machine Learning Engineer,Pdi -Machine Learning Engineer,,Full-time,Mid-Senior level,6,"['git', 'scrum', 'ci/cd', 'cloud', 'agile', 'python', 'programming', 'docker', 'kanban', 'machine_learning']","California, United States",,,,28.0,Pacific Data Integrators,Information Technology & Services,51-200 employees
4896,2679397846,2018-06-20,Business Consultant,Business Consultant,,Full-time,Associate,4,"['database', 'word', 'css', 'powerpoint', 'php', 'microsoft', 'java', 'html', 'excel']","Oregon, United States",,,,1.0,Blackbaud,Computer Software,"1,001-5,000 employees"
4897,2656821966,2018-06-20,Compliance Analyst,Senior Information Security Compliance Analyst,,Full-time,Mid-Senior level,6,[],United States,,,,7.0,Adaptive Biotechnologies Corp.,Biotechnology,"501-1,000 employees"
4898,2687541729,2018-06-20,Software Developer,Remote Software Developer,,Contract,Mid-Senior level,8,['ibm'],"Austin, Texas Metropolitan Area",,,,,Mindlance,Staffing & Recruiting,"1,001-5,000 employees"
4899,2748268531,2018-06-20,Data Engineer,Geospatial Staff Data Engineer,REMOTE,Full-time,Associate,3,"['graphql', 'cloud', 'python', 'docker', 'r', 'git', 'gcp', 'programming', 'spark', 'github', 'warehousing', 'ci/cd', 'golang', 'java', 'aws', 'etl', 'postgresql', 'azure', 'scala', 'coding']","Creve Coeur, MO",,,,,SyllogisTeks,Staffing & Recruiting,51-200 employees
4900,2702407006,2018-06-20,Developer,Swift Developer,"Full-time, Remote",Contract,Mid-Senior level,8,[],"Costa Mesa, CA",,,,,Toptal,Internet,"1,001-5,000 employees"
4901,2710397524,2018-06-20,Financial Analyst,Senior Financial Analyst,,Full-time,Associate,6,"['database', 'r', 'macros', 'excel', 'vba']",United States,,,,16.0,Natera,Biotechnology,"1,001-5,000 employees"
4902,2693796016,2018-06-20,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,2,"['cloud', 'aws', 'azure']","New York, NY",,,,,Toptal,Internet,"1,001-5,000 employees"
4903,2745461439,2018-06-20,Financial Analyst,Senior Financial Analyst,,Full-time,Associate,5,"['microsoft', 'bloomberg']","Charlotte, NC",62000.0,89000.0,yr,9.0,ACCsurance,Information Technology & Services,1-10 employees
4904,2732418584,2018-06-20,Software Engineer,Software Engineer Intern,Security Master (Summer '22),Internship,Internship,0,"['python', 'linux', 'programming', 'java', 'shell', 'mysql']","Chicago, IL",,,,9.0,Addepar,Computer Software,201-500 employees
4905,2662473449,2018-06-21,Business Analyst,"Senior Business Analyst, Ps (Us",Remote),Full-time,Associate,3,"['agile', 'saas', 'etl']","Helena, MT",,,,4.0,Conga,Information Technology & Services,"1,001-5,000 employees"
4906,2709527567,2018-06-21,Data Engineer,Data Engineer,,Full-time,Associate,4,"['r', 'scala', 'database', 'redis', 'java', 'data_lakes', 'python', 'etl', 'hadoop', 'sql', 'mongodb', 'machine_learning', 'spark']","Jupiter, FL",,,,28.0,JENOPTIK Optical Systems,Biotechnology,"1,001-5,000 employees"
4907,2702802879,2018-06-21,Developer,Python Developer,,Contract,Mid-Senior level,6,"['back-end', 'javascript', 'python', 'programming']",New York City Metropolitan Area,189000.0,337000.0,hr,18.0,Averity,Staffing & Recruiting,11-50 employees
4908,2690935630,2018-06-21,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,7,"['cloud', 'aws', 'azure']","Boulder, CO",,,,,Toptal,Internet,"1,001-5,000 employees"
4909,2656928515,2018-06-21,Data Engineer,Senior Data Engineer,,Full-time,Mid-Senior level,5,"['r', 'linux/unix', 'data_lake', 'bash', 'scala', 'oracle', 'cloud', 'java', 'aws', 'mysql', 'python', 'redshift', 'programming', 'sql', 'server', 'mlops', 'machine_learning', 'azure', 'spark']","Minnesota, United States",,,,2.0,Blackbaud,Computer Software,"1,001-5,000 employees"
4910,2737030603,2018-06-21,Software Engineer,Software Engineer,,Full-time,Associate,3,"['cloud', 'javascript', 'ruby', 'vue.js', 'agile', 'linux', 'back-end', 'scrum', 'gcp', 'aws']","Mountain Home, NC",,,,,WP Engine,Information Technology & Services,"501-1,000 employees"
4911,2715100548,2018-06-21,Business Analyst,Business Analyst,IT Sales,Full-time,Mid-Senior level,2,"['power_bi', 'agile', 'visio', 'scrum', 'sql']",United States,,,,9.0,SiteOne Landscape Supply,Wholesale,"1,001-5,000 employees"
4912,2660720779,2018-06-21,Software Engineer,"Software Engineer, Compute",,Full-time,Associate,4,"['cloud', 'aws', 'python', 'docker', 'server', 'go', 'azure']","Newark, NJ",,,,,Netskope,Computer Software,"1,001-5,000 employees"
4913,2680361708,2018-06-22,Software Engineer,Remote Lead Software Engineer,,Full-time,Mid-Senior level,4,"['microsoft', 'saas', 'agile/scrum', 'sql', 'c']","Madison, WI",,,,3.0,Jobot,Staffing & Recruiting,201-500 employees
4914,2717468972,2018-06-22,Software Engineer,Software Engineer,IAM Federations (remote),Full-time,Mid-Senior level,5,"['javascript', 'node.js', 'mongodb', 'java', 'postgres']","Salt Lake City, UT",,,,,Auth0,Information Technology & Services,"501-1,000 employees"
4915,2739248997,2018-06-22,Ux Researcher,Ux Researcher,,Contract,Mid-Senior level,5,['excel'],"Irvine, CA",,,,,Toptal,Internet,"1,001-5,000 employees"
4916,2681365232,2018-06-22,Data Engineer,Senior Data Engineer,Telecommute,Full-time,Associate,2,"['pl/sql', 'agile', 'jira', 'server', 'bi', 'powershell', 'scrum', 'oracle', 'microsoft', 'shell', 'etl', 'snowflake', 'sql', 'azure', 'atlassian', 'ssis', 'ssas', 'unix']","Denver, CO",,,,1.0,Optum,Hospital & Health Care,"10,001+ employees"
4917,2748685795,2018-06-22,Ux Researcher,Senior Ux Researcher,,Full-time,Mid-Senior level,6,['go'],"Austin, Texas Metropolitan Area",,,,,Talentpair,Information Technology & Services,51-200 employees
4918,2696122997,2018-06-22,Data Engineer,Data Engineer,,Full-time,Mid-Senior level,4,"['numpy', 'warehousing', 'database', 'pandas', 'aws', 'mysql', 'redshift', 'python', 'programming', 'etl', 'no-sql', 'snowflake', 'sql']","San Diego, CA",,,,,Recruiting from Scratch,Staffing & Recruiting,1-10 employees
4919,2691424173,2018-06-22,Ux Researcher,Senior Ux Researcher,,Full-time,Associate,4,"['cloud', 'saas']",United States,,,,1.0,HappyCo,Information Technology & Services,51-200 employees
4920,2679676879,2018-06-23,Software Developer,Software Developer,,Full-time,Mid-Senior level,3,"['microsoft', 'ajax', 'javascript', 'agile', 'coding', 'xml', 'asp.net', 'sql', 'jquery', 'server', 'js', 'c']","Scottsdale, AZ",158000.0,228000.0,yr,17.0,SpringPoint Technologies,Information Technology & Services,51-200 employees
4921,2688426174,2018-06-23,Software Engineer,Software Engineer,,Full-time,Mid-Senior level,5,"['cloud', 'aws', 'agile', 'python', 'sql', 'server', 'devops', 'c']","Jacksonville, FL",,,,,Jobot,Staffing & Recruiting,201-500 employees
4922,2726698221,2018-06-23,Data Analyst,Data Analyst Lead,,Full-time,Mid-Senior level,5,[],United States,,,,41.0,Medvantx,Pharmaceuticals,51-200 employees
4923,2682302094,2018-06-23,Software Developer,Software Developer,,Full-time,Mid-Senior level,9,"['vb.net', 'sql', 'server']","King of Prussia, PA",,,,1.0,Jobot,Staffing & Recruiting,201-500 employees
4924,2743458260,2018-06-23,Data Scientist,Data Scientist,,Contract,Mid-Senior level,8,[],"Richmond, CA",,,,3.0,Toptal,Internet,"1,001-5,000 employees"
4925,2696932589,2018-06-23,Developer,Mulesoft Developer,,Full-time,Mid-Senior level,4,"['ibm', 'oracle', 'iot', 'microsoft', 'xml', 'jse/jee']","Bloomington, IL",,,,2.0,Perficient,Information Technology & Services,"1,001-5,000 employees"
4926,2691415722,2018-06-24,Software Engineer,"Software Engineer, Boost",,Full-time,Entry level,2,"['cloud', 'python', 'docker', 'bi', 'spark', 'backend', 'redis', 'java', 'aws', 'snowflake', 'tensorflow', 'airflow', 'coding', 'postgres']","Boulder, CO",,,,4.0,JW Player,Internet,201-500 employees
4927,2689881698,2018-06-24,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,4,"['cloud', 'aws', 'azure']","Lanham, MD",,,,,Toptal,Internet,"1,001-5,000 employees"
4928,2690943339,2018-06-24,Data Engineer,Senior Data Engineer,Full-time,Contract,Mid-Senior level,7,"['cloud', 'aws', 'azure']","Corpus Christi, TX",,,,,Toptal,Internet,"1,001-5,000 employees"
4929,2653677677,2018-06-24,Sales Engineer,Strategic Sales Engineer,,Full-time,Entry level,1,"['saas', 'slack', 'twilio']","New York, NY",,,,6.0,Gong,Computer Software,"501-1,000 employees"
4930,2676005871,2018-06-24,Data Scientist,"Senior Data Scientist, Customer Engagement Analytics",,Full-time,Associate,3,"['word', 'bloomberg', 'python', 'r', 'tableau', 'etl', 'sql', 'excel']",United States,,,,,Zillow,Real Estate,"5,001-10,000 employees"
4931,2675336576,2018-06-24,Product Manager,Product Manager,,Full-time,Mid-Senior level,7,[],United States,,,,4.0,One Inc,Information Technology & Services,201-500 employees
4932,2683829278,2018-06-24,Software Engineer,Software Engineer Cloud Migration,,Full-time,Entry level,0,"['cloud', 'python', 'linux', 'docker', 'devops', 'golang', 'shell']","Salt Lake City, UT",,,,,Egnyte,Computer Software,"501-1,000 employees"
4933,2683095932,2018-06-25,Developer,Tool Developer,Remote,Full-time,Mid-Senior level,4,"['cloud', 'python', 'macros', 'kanban']",United States,,,,,iboss,Computer & Network Security,201-500 employees
