Obj_Type_Code,Obj_Type_Name,Obj_Cat_Code,Expenditure_Category,Obj_Class_Code,Obj_Class_Name,Obj_Code,Expenditure_Line_Item,ExpenditureLineItemKey
3000,Other,3200,Drugs & Medical Supplies,3210,Drugs and Medical Supplies,3204,OTHER MEDICAL SUPPLIES,3000_3200_3210_3204
3000,Other,3200,Drugs & Medical Supplies,3210,Drugs and Medical Supplies,3205,RESCUE SQUAD PURCHASES,3000_3200_3210_3205
3000,Other,3200,Drugs & Medical Supplies,3210,Drugs and Medical Supplies,3206,VACCINATION SUPPLIES,3000_3200_3210_3206
3000,Other,3300,Travel / Training,3310,Airfare / Bus / Train,3301,AIRFARE,3000_3300_3310_3301
3000,Other,3300,Travel / Training,3310,Airfare / Bus / Train,3302,OTHER TRANSPORTATION,3000_3300_3310_3302
3000,Other,3300,Travel / Training,3320,Employee Training,3303,CONFERENCE/TRAINING REGISTRATION,3000_3300_3320_3303
3000,Other,3300,Travel / Training,3320,Employee Training,3304,EMPLOYEE TRAINING,3000_3300_3320_3304
3000,Other,3300,Travel / Training,3320,Employee Training,3305,PROF TRAINING/CERTIFICATION/LICENSING,3000_3300_3320_3305
3000,Other,3300,Travel / Training,3320,Employee Training,3311,County-wide Training,3000_3300_3320_3311
3000,Other,3300,Travel / Training,3330,Lodging,3306,Reimb for Lodging,3000_3300_3330_3306
3000,Other,3300,Travel / Training,3330,Lodging,3312,Lodging,3000_3300_3330_3312
3000,Other,3300,Travel / Training,3340,Meals,3307,MEALS,3000_3300_3340_3307
3000,Other,3300,Travel / Training,3350,Mileage Reimbursement,3308,MILEAGE REIMBURSEMENT,3000_3300_3350_3308
3000,Other,3300,Travel / Training,3360,Other Travel Expenses,3309,OTHER TRAVEL EXPENSES,3000_3300_3360_3309
3000,Other,3300,Travel / Training,3370,Tuition Reimbursements,3310,TUITION REIMBURSEMENTS,3000_3300_3370_3310
3000,Other,3400,Client Transportation,3410,Client Transportation,3401,CLIENT TRANSPORTATION,3000_3400_3410_3401
3000,Other,3400,Client Transportation,3410,Client Transportation,3405,PRIVATE TRANS FOR CLIENTS- NONMEDICAL,3000_3400_3410_3405
3000,Other,3500,Postage,3510,Postage,3501,FREIGHT/EXPRESS/DELIVERABLES,3000_3500_3510_3501
3000,Other,3500,Postage,3510,Postage,3503,POSTAGE,3000_3500_3510_3503
3000,Other,3500,Postage,3510,Postage,3504,POSTAGE-MAILROOM CHARGE BACK,3000_3500_3510_3504
3000,Other,3500,Postage,3510,Postage,3505,SHIPPING -LIBRARY MATERIALS,3000_3500_3510_3505
3000,Other,3500,Postage,3510,Postage,3506,UPS SHIPPING SERVICES,3000_3500_3510_3506
3000,Other,3600,Utilities,3610,Electricity,3601,ELECTRICITY,3000_3600_3610_3601
3000,Other,3600,Utilities,3620,Heating Oil,3602,HEATING OIL,3000_3600_3620_3602
3000,Other,3600,Utilities,3630,Natural Gas,3603,NATURAL GAS,3000_3600_3630_3603
3000,Other,3600,Utilities,3640,Other Utilities,3604,CABLE/SATELLITE SERVICES,3000_3600_3640_3604
3000,Other,3600,Utilities,3640,Other Utilities,3605,DUMPSTER / GARBAGE PICKUP,3000_3600_3640_3605
3000,Other,3600,Utilities,3640,Other Utilities,3606,OTHER UTILITIES,3000_3600_3640_3606
3000,Other,3600,Utilities,3640,Other Utilities,3607,RECYCLING SERVICES-NONREPORTABLE,3000_3600_3640_3607
3000,Other,3600,Utilities,3640,Other Utilities,3626,Internet Service,3000_3600_3640_3626
3000,Other,3600,Utilities,3650,Storm Water Impact Fees,3608,STORM WATER IMPACT FEES,3000_3600_3650_3608
3000,Other,3600,Utilities,3660,Telecommunications Charges,3611,AT&T CENTREX,3000_3600_3660_3611
3000,Other,3600,Utilities,3660,Telecommunications Charges,3612,AT&T DIRECT,3000_3600_3660_3612
3000,Other,3600,Utilities,3660,Telecommunications Charges,3613,BEEPER/PAGER SERVICE,3000_3600_3660_3613
3000,Other,3600,Utilities,3660,Telecommunications Charges,3614,CAROLINA TELEPHONE,3000_3600_3660_3614
3000,Other,3600,Utilities,3660,Telecommunications Charges,3615,CELLULAR COMMUNICATIONS,3000_3600_3660_3615
3000,Other,3600,Utilities,3660,Telecommunications Charges,3616,DIRECT DEDICATED PHONE LINE,3000_3600_3660_3616
3000,Other,3600,Utilities,3660,Telecommunications Charges,3617,DISPATCH SERVICE,3000_3600_3660_3617
3000,Other,3600,Utilities,3660,Telecommunications Charges,3618,MOBILE DATA COMMUNICATION,3000_3600_3660_3618
3000,Other,3600,Utilities,3660,Telecommunications Charges,3619,OTHER TELEPHONE EXPENSES,3000_3600_3660_3619
3000,Other,3600,Utilities,3660,Telecommunications Charges,3620,Office Telephone Service,3000_3600_3660_3620
3000,Other,3600,Utilities,3660,Telecommunications Charges,3621,Data Circuits,3000_3600_3660_3621
3000,Other,3600,Utilities,3660,Telecommunications Charges,3622,Voice Data Wiring,3000_3600_3660_3622
3000,Other,3600,Utilities,3660,Telecommunications Charges,3623,TELEPHONE SET MAINTENANCE,3000_3600_3660_3623
3000,Other,3600,Utilities,3660,Telecommunications Charges,3624,VOICE-TEL/VOICE-MAIL SERVICES,3000_3600_3660_3624
3000,Other,3600,Utilities,3670,Water / Sewer,3625,WATER/SEWER,3000_3600_3670_3625
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3701,Closure Cost - Landfill,3000_3700_3710_3701
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3702,BUILDING MAINTENANCE AND REPAIRS,3000_3700_3710_3702
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3703,ELECTRICAL REPAIRS,3000_3700_3710_3703
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3704,EXTERMINATION SERVICES,3000_3700_3710_3704
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3705,HVAC,3000_3700_3710_3705
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3706,Life Safety / ESS,3000_3700_3710_3706
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3707,PAINTING,3000_3700_3710_3707
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3708,SOLID WASTE FACILITIES MAINTENANCE,3000_3700_3710_3708
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3709,JANITORIAL SERVICES,3000_3700_3710_3709
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3710,MEDICAL WASTE SERVICES,3000_3700_3710_3710
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3711,PURCHASED REPAIRS & MAINT - BUILDING,3000_3700_3710_3711
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3712,RECYCLING SERVICES-REPORTABLE,3000_3700_3710_3712
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3726,Postclosure Cost - Landfill,3000_3700_3710_3726
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3730,EWTS - Repair Reserve,3000_3700_3710_3730
3000,Other,3700,Rental & Maint. Of Property,3710,Building Maintenance/Repair,3763,County Fuel Sites - Repairs & Maint,3000_3700_3710_3763
3000,Other,3700,Rental & Maint. Of Property,3720,Equipment / Maint. & Repair,3713,FIRE TRAINING CENTER MAINTENANCE/REPAIRS,3000_3700_3720_3713
3000,Other,3700,Rental & Maint. Of Property,3720,Equipment / Maint. & Repair,3714,MAINTENANCE AND REPAIR OF EQUIPMENT,3000_3700_3720_3714
3000,Other,3700,Rental & Maint. Of Property,3720,Equipment / Maint. & Repair,3715,APPLIANCES,3000_3700_3720_3715
3000,Other,3700,Rental & Maint. Of Property,3720,Equipment / Maint. & Repair,3716,OFFICE FURN/COMP SUPPL/EQUIP >$5000 GRANT,3000_3700_3720_3716
3000,Other,3700,Rental & Maint. Of Property,3720,Equipment / Maint. & Repair,3727,Labor for Purchased Goods,3000_3700_3720_3727
3000,Other,3700,Rental & Maint. Of Property,3720,Equipment / Maint. & Repair,3729,"Office Furniture < $5,000",3000_3700_3720_3729
3000,Other,3700,Rental & Maint. Of Property,3730,Rent / Lease of Equipment,3717,GSA VEHICLE RENTAL/LEASE CHARGES,3000_3700_3730_3717
3000,Other,3700,Rental & Maint. Of Property,3730,Rent / Lease of Equipment,3718,RENT OF EQUIPMENT,3000_3700_3730_3718
3000,Other,3700,Rental & Maint. Of Property,3730,Rent / Lease of Equipment,3719,RENT/LEASE COMPUTER EQUIPMENT,3000_3700_3730_3719
3000,Other,3700,Rental & Maint. Of Property,3730,Rent / Lease of Equipment,3760,Fleet Vehicle Lease Charges,3000_3700_3730_3760
3000,Other,3700,Rental & Maint. Of Property,3730,Rent / Lease of Equipment,3761,Fleet/Vehicle Rentals,3000_3700_3730_3761
3000,Other,3700,Rental & Maint. Of Property,3730,Rent / Lease of Equipment,3766,Fleet Vehicle Leases - Operating,3000_3700_3730_3766
3000,Other,3700,Rental & Maint. Of Property,3730,Rent / Lease of Equipment,3767,Fleet Vehicle Leases - Capital,3000_3700_3730_3767
3000,Other,3700,Rental & Maint. Of Property,3740,Rental of Real Property,3720,REAL PROPERTY RENTALS,3000_3700_3740_3720
3000,Other,3700,Rental & Maint. Of Property,3740,Rental of Real Property,3721,RENTAL OF PROPERTY,3000_3700_3740_3721
3000,Other,3700,Rental & Maint. Of Property,3740,Rental of Real Property,3728,Rental of Space/Conference Rooms,3000_3700_3740_3728
3000,Other,3700,Rental & Maint. Of Property,3750,Vehicle Maint. & Repair Services,3722,OTHER VEHICLE REPAIRS,3000_3700_3750_3722
3000,Other,3700,Rental & Maint. Of Property,3750,Vehicle Maint. & Repair Services,3723,VEHICLE MAINT & REPAIR SERVICES,3000_3700_3750_3723
3000,Other,3700,Rental & Maint. Of Property,3750,Vehicle Maint. & Repair Services,3724,Vehicle Cleaning Services/Supplies,3000_3700_3750_3724
3000,Other,3700,Rental & Maint. Of Property,3750,Vehicle Maint. & Repair Services,3725,Vehicle OEM Warranty,3000_3700_3750_3725
3000,Other,3700,Rental & Maint. Of Property,3750,Vehicle Maint. & Repair Services,3731,Vehicle Upfitting Services,3000_3700_3750_3731
3000,Other,3700,Rental & Maint. Of Property,3750,Vehicle Maint. & Repair Services,3762,Fleet Vehicle Service & Repairs Maint,3000_3700_3750_3762
3000,Other,3700,Rental & Maint. Of Property,3750,Vehicle Maint. & Repair Services,3765,Tolls/Turnpikes,3000_3700_3750_3765
3000,Other,3700,Rental & Maint. Of Property,3770,Landfill Maintenance Reserves,3701,Closure Cost - Landfill,3000_3700_3770_3701
3000,Other,3700,Rental & Maint. Of Property,3770,Landfill Maintenance Reserves,3726,Postclosure Cost - Landfill,3000_3700_3770_3726
3000,Other,3700,Rental & Maint. Of Property,3770,Landfill Maintenance Reserves,3730,EWTS - Repair Reserve,3000_3700_3770_3730
3000,Other,3800,Wake County Public Schools,3810,Wake County School Allocations,3801,WAKE COUNTY SCHOOLS ALLOCATIONS,3000_3800_3810_3801
3000,Other,3800,Wake County Public Schools,3810,Wake County School Allocations,3821,WCPSS BUILDING PERMITS,3000_3800_3810_3821
3000,Other,3800,Wake County Public Schools,3810,Wake County School Allocations,3840,CAPITAL EXPENDITURES,3000_3800_3810_3840
3000,Other,3900,Wake Tech Community College,3910,Wake Technical Community College Allocations,3902,WAKE TECHNICAL COLLEGE ALLOCATION,3000_3900_3910_3902
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4102,AID TO COMMUNITY AGENCIES,3000_4100_4110_4102
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4111,Boys & Girls Club of Wake County,3000_4100_4110_4111
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4113,NORTH CAROLINA SYMPHONY,3000_4100_4110_4113
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4118,United Arts Council of Wake County,3000_4100_4110_4118
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4122,East Wake Education Foundation,3000_4100_4110_4122
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4123,Communities in Schools,3000_4100_4110_4123
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4126,THE HEALING PLACE,3000_4100_4110_4126
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4128,Cooperating Raleigh Colleges,3000_4100_4110_4128
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4129,Marbles Kids Museum,3000_4100_4110_4129
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4131,Wake County Smart Start,3000_4100_4110_4131
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4132,Universal School Breakfast Program,3000_4100_4110_4132
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4133,Interfaith Food Shuttle,3000_4100_4110_4133
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4134,InterAct,3000_4100_4110_4134
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4135,Food Bank of Central & Eastern NC,3000_4100_4110_4135
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4136,Community Success Initiative,3000_4100_4110_4136
3000,Other,4100,Aid to Community Agencies,4110,Aid to Community Agencies,4137,Wake Smiles,3000_4100_4110_4137
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4203,BAYLEAF - VFD,3000_4200_4210_4203
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4204,CARY-OCCUPANCY TAX,3000_4200_4210_4204
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4205,CENTENNIAL AUTHORITY,3000_4200_4210_4205
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4206,CENTENNIAL CENTER-DEBT SERVICE,3000_4200_4210_4206
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4208,CITY OF RALEIGH HAZMAT PROGRAM,3000_4200_4210_4208
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4209,Electronic Management Fund Distribution,3000_4200_4210_4209
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4211,ECONOMIC DEV - CHAMBER OF COMMERCE,3000_4200_4210_4211
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4216,GRCVB,3000_4200_4210_4216
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4218,JOHNSTON CO - WIA,3000_4200_4210_4218
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4224,NC DEPT OF NRCD - FORESTRY,3000_4200_4210_4224
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4225,NC NATURAL SCIENCE MUSEUM,3000_4200_4210_4225
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4226,NEW CONVENTION CENTER,3000_4200_4210_4226
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4227,OTHER AID TO GOVERNMENTAL UNITS,3000_4200_4210_4227
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4229,RALEIGH ANNUAL DISTRIBUTION,3000_4200_4210_4229
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4231,RALEIGH-DURHAM AIRPORT AUTHORITY,3000_4200_4210_4231
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4232,RALEIGH-OCCUPANCY TAX,3000_4200_4210_4232
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4235,Payments Under ILA,3000_4200_4210_4235
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4236,TRIANGLE J COG CONTRIBUTION,3000_4200_4210_4236
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4239,NC Museum of Art Foundation,3000_4200_4210_4239
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4240,Edge 3,3000_4200_4210_4240
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4242,Cent Auth/Facility Improvements,3000_4200_4210_4242
3000,Other,4200,Aid to other Governmental Units,4210,Aid to other Governmental Units,4248,Legal Aid of North Carolina,3000_4200_4210_4248
3000,Other,4200,Aid to other Governmental Units,4230,Rescue Squad Allocations,4238,RESCUE SQUAD ALLOCATIONS,3000_4200_4230_4238
3000,Other,4300,Economic Development,4310,Economic Development,4301,ECONOMIC DEVELOPMENT,3000_4300_4310_4301
3000,Other,4300,Economic Development,4310,Economic Development,4302,Business Incentive Grants,3000_4300_4310_4302
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4401,CO VEHICLE LEASE CHARGES,3000_4400_4410_4401
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4402,FLEET/FUEL CHARGES,3000_4400_4410_4402
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4404,FLEET/MISC CHARGES,3000_4400_4410_4404
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4405,FLEET/VEHICLE RENTALS,3000_4400_4410_4405
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4406,GS/WAREHOUSE LEASE CHARGES,3000_4400_4410_4406
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4409,POSTAGE/CHARGES FROM GS,3000_4400_4410_4409
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4410,SERVICE CHARGES/FROM GSA,3000_4400_4410_4410
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4411,PRINTING/CHARGES FROM GS,3000_4400_4410_4411
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4454,Security - Charges from GSA,3000_4400_4410_4454
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4455,Book Courier - Charges from GSA,3000_4400_4410_4455
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4460,GSA Utilities - Electric,3000_4400_4410_4460
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4461,GSA Utilities - Natural Gas,3000_4400_4410_4461
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4462,GSA Utilities - Facility Fuels,3000_4400_4410_4462
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4463,GSA Utilities - Water/Sewer,3000_4400_4410_4463
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4465,GSA Utilities - Waste Services,3000_4400_4410_4465
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4466,GSA Utilities - Recycling,3000_4400_4410_4466
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4474,Moving Charges (All American),3000_4400_4410_4474
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4480,Parking Vouchers from GSA,3000_4400_4410_4480
3000,Other,4400,Interdepartmental Charges From,4410,GSA Charges From,4482,Dry Fiber Charges From GSA,3000_4400_4410_4482
3000,Other,4400,Interdepartmental Charges From,4420,Other Department Charges From,4425,INDIRECT COSTS CHGS,3000_4400_4420_4425
3000,Other,4400,Interdepartmental Charges From,4420,Other Department Charges From,4428,MISC CHARGES FROM OTHER DEPT/DIV,3000_4400_4420_4428
3000,Other,4400,Interdepartmental Charges From,4420,Other Department Charges From,4434,SMART START INDIRECT COSTS,3000_4400_4420_4434
3000,Other,4400,Interdepartmental Charges From,4420,Other Department Charges From,4441,CHG FROM HS/MV Transportation,3000_4400_4420_4441
3000,Other,4400,Interdepartmental Charges From,4420,Other Department Charges From,4448,Summer Camp Charges From other Dept,3000_4400_4420_4448
3000,Other,4400,Interdepartmental Charges From,4420,Other Department Charges From,4449,Fingerprinting Charges From other Dept,3000_4400_4420_4449
3000,Other,4400,Interdepartmental Charges From,4420,Other Department Charges From,4451,IS_Maintence and Repair of Equipment,3000_4400_4420_4451
3000,Other,4400,Interdepartmental Charges From,4420,Other Department Charges From,4453,Self Insurance Deductibles,3000_4400_4420_4453
3000,Other,4400,Interdepartmental Charges From,4420,Other Department Charges From,4484,CHG FROM IS,3000_4400_4420_4484
3000,Other,4400,Interdepartmental Charges From,4420,Other Department Charges From,4485,I/D CHG-Advertising,3000_4400_4420_4485
3000,Other,4400,Interdepartmental Charges From,4430,Telecom Charges From,4437,HANDHELD DEVICE CHR/FROM IS,3000_4400_4430_4437
3000,Other,4400,Interdepartmental Charges From,4440,800MHZ/CAD charges from other depts,4446,800mhz charges from other dept,3000_4400_4440_4446
3000,Other,4400,Interdepartmental Charges From,4440,800MHZ/CAD charges from other depts,4447,CAD charges from other dept,3000_4400_4440_4447
3000,Other,4400,Interdepartmental Charges From,4470,Risk Management Charges From,4470,Risk Management - Property/Theft Claims,3000_4400_4470_4470
3000,Other,4400,Interdepartmental Charges From,4470,Risk Management Charges From,4471,Risk Management - Vehicle Claims,3000_4400_4470_4471
3000,Other,4400,Interdepartmental Charges From,4470,Risk Management Charges From,4472,Risk Management - Liability Claims,3000_4400_4470_4472
3000,Other,4400,Interdepartmental Charges From,4470,Risk Management Charges From,4473,Risk Management - Workers Comp Claims,3000_4400_4470_4473
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4503,Vehicle Fuels,3000_4500_4510_4503
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4505,WAREHOUSE LEASE CHARGES/GS,3000_4500_4510_4505
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4512,POSTAGE/CHG TO OTHER DEPTS,3000_4500_4510_4512
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4513,SERVICE CHARGES TO OTHER DEPTS,3000_4500_4510_4513
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4554,Security/Chgs to other Dept,3000_4500_4510_4554
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4555,Book Courier/Chgs to other Dept,3000_4500_4510_4555
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4560,GSA Utilities - Electric,3000_4500_4510_4560
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4561,GSA Utilities - Natural Gas,3000_4500_4510_4561
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4562,GSA Utilities - Facility Fuels,3000_4500_4510_4562
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4563,GSA Utilities - Water/Sewer,3000_4500_4510_4563
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4565,GSA Utilities - Waste Services,3000_4500_4510_4565
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4566,GSA Utilities - Recycling,3000_4500_4510_4566
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4574,Moving Charges (All American),3000_4500_4510_4574
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4580,Parking Vouchers for Other Dept,3000_4500_4510_4580
3000,Other,4500,Interdepartmental Charges To,4510,GSA Charges To,4582,Dry Fiber Charges To Other Depts,3000_4500_4510_4582
3000,Other,4500,Interdepartmental Charges To,4520,Other Department Charges To,4525,INDIRECT COSTS REIMB,3000_4500_4520_4525
3000,Other,4500,Interdepartmental Charges To,4520,Other Department Charges To,4529,MISC CHARGES TO OTHER DEPT/DIVS,3000_4500_4520_4529
3000,Other,4500,Interdepartmental Charges To,4520,Other Department Charges To,4530,PERMIT FEES TO OTHER DEPTS,3000_4500_4520_4530
3000,Other,4500,Interdepartmental Charges To,4520,Other Department Charges To,4533,SMART START INDIRECT -REIMBURSABLE,3000_4500_4520_4533
3000,Other,4500,Interdepartmental Charges To,4520,Other Department Charges To,4548,Summer Camp Charges To Other Dept,3000_4500_4520_4548
3000,Other,4500,Interdepartmental Charges To,4520,Other Department Charges To,4549,Fingerprinting charges to other depts,3000_4500_4520_4549
3000,Other,4500,Interdepartmental Charges To,4520,Other Department Charges To,4584,Chg To Dept/IS,3000_4500_4520_4584
3000,Other,4500,Interdepartmental Charges To,4520,Other Department Charges To,4585,I/D CHG-Advertising,3000_4500_4520_4585
3000,Other,4500,Interdepartmental Charges To,4530,Telecom Charges To,4539,HANDHELD DEVICE CHR/TO OTHER DEPTS,3000_4500_4530_4539
3000,Other,4500,Interdepartmental Charges To,4530,Telecom Charges To,4540,VOICE AND DATA SERVICES,3000_4500_4530_4540
3000,Other,4500,Interdepartmental Charges To,4530,Telecom Charges To,4551,Voice and Data Services,3000_4500_4530_4551
3000,Other,4500,Interdepartmental Charges To,4540,800MHZ/CAD charges to other depts,4546,800mhz charges to other dept,3000_4500_4540_4546
3000,Other,4500,Interdepartmental Charges To,4540,800MHZ/CAD charges to other depts,4547,CAD charges to other dept,3000_4500_4540_4547
3000,Other,4500,Interdepartmental Charges To,4570,Risk Management Charges To,4570,Risk Management - Property/Theft Claims,3000_4500_4570_4570
3000,Other,4500,Interdepartmental Charges To,4570,Risk Management Charges To,4571,Risk Management - Vehicle Claims,3000_4500_4570_4571
3000,Other,4500,Interdepartmental Charges To,4570,Risk Management Charges To,4572,Risk Management - Liability Claims,3000_4500_4570_4572
3000,Other,4500,Interdepartmental Charges To,4570,Risk Management Charges To,4573,Risk Management - Workers Comp Claims,3000_4500_4570_4573
3000,Other,4600,Dues & Subscriptions,4610,Dues,4601,CAMPO (CAP AREA METRO PLANNING ORG),3000_4600_4610_4601
3000,Other,4600,Dues & Subscriptions,4610,Dues,4602,DUES,3000_4600_4610_4602
3000,Other,4600,Dues & Subscriptions,4610,Dues,4603,INSTITUTE OF GOVERNMENT,3000_4600_4610_4603
3000,Other,4600,Dues & Subscriptions,4610,Dues,4604,NATIONAL ASSOC OF COUNTIES,3000_4600_4610_4604
3000,Other,4600,Dues & Subscriptions,4610,Dues,4605,NC ASSOC OF COUNTY COMMISSIONERS,3000_4600_4610_4605
3000,Other,4600,Dues & Subscriptions,4620,Subscriptions,4606,MEMBERSHIPS,3000_4600_4620_4606
3000,Other,4600,Dues & Subscriptions,4620,Subscriptions,4607,SUBSCRIPTIONS,3000_4600_4620_4607
3000,Other,4700,Other,4710,Advertising,4701,ADVERTISING,3000_4700_4710_4701
3000,Other,4700,Other,4710,Advertising,4702,Advertising - Legal Notices,3000_4700_4710_4702
3000,Other,4700,Other,4720,Board Expenses,4703,BOARD MEMBER PER DIEM,3000_4700_4720_4703
3000,Other,4700,Other,4720,Board Expenses,4704,BOARD MEMBER TRAINING / TRAVEL,3000_4700_4720_4704
3000,Other,4700,Other,4720,Board Expenses,4706,BOARD MEMBER EXPENSES-1099 reportable,3000_4700_4720_4706
3000,Other,4700,Other,4720,Board Expenses,4707,BOARD MEMBER SUPPLIES/PROVISIONS,3000_4700_4720_4707
3000,Other,4700,Other,4720,Board Expenses,4708,OTHER BOARD MEMBER EXPENSE,3000_4700_4720_4708
3000,Other,4700,Other,4730,Depreciation,4709,DEPRECIATION,3000_4700_4730_4709
3000,Other,4700,Other,4735,Partner Rebates,4751,SWLF Partner Rebates,3000_4700_4735_4751
3000,Other,4700,Other,4740,Fees and Other Charges,4710,AGENCY EXPENDITURES-NON TAXABLE PAYMENTS,3000_4700_4740_4710
3000,Other,4700,Other,4740,Fees and Other Charges,4714,BOND ISSUANCE COSTS,3000_4700_4740_4714
3000,Other,4700,Other,4740,Fees and Other Charges,4715,COLLECTION AGENCY FEES,3000_4700_4740_4715
3000,Other,4700,Other,4740,Fees and Other Charges,4716,SERVICE AWARD/RECOGNITION,3000_4700_4740_4716
3000,Other,4700,Other,4740,Fees and Other Charges,4717,CONTRIBUTIONS AND DONATIONS,3000_4700_4740_4717
3000,Other,4700,Other,4740,Fees and Other Charges,4718,MONETARY AWARD/CASH PRIZES,3000_4700_4740_4718
