"Sale Key","City Key","Customer Key","Bill To Customer Key","Stock Item Key","Invoice Date Key","Delivery Date Key","Salesperson Key","WWI Invoice ID","Description","Package","Quantity","Unit Price","Tax Rate","Total Excluding Tax","Tax Amount","Profit","Total Including Tax","Total Dry Items","Total Chiller Items","Lineage Key"
121440,48833,0,0,149,"12/2/2014","12/3/2014",127,37376,"Ride on toy sedan car (Yellow) 1/12 scale","Each",6,"230",15,"1380","207","510","1587",6,0,11
123135,48762,0,0,41,"12/12/2014","12/13/2014",127,37906,"Shipping carton (Brown) 229x229x229mm","Each",50,"1.05",15,"52.5","7.88","25","60.38",50,0,11
123716,47134,0,0,44,"12/16/2014","12/17/2014",127,38083,"Bubblewrap dispenser (Red) 1.5m","Each",7,"240",15,"1680","252","910","1932",7,0,11
123916,72761,0,0,115,"12/17/2014","12/18/2014",127,38145,"Alien officer hoodie (Black) 4XL","Each",2,"35",15,"70","10.5","36","80.5",2,0,11
123917,72761,0,0,66,"12/17/2014","12/18/2014",127,38145,"Medium sized bubblewrap roll 20m","Each",60,"20",15,"1200","180","600","1380",60,0,11
124077,48937,0,0,217,"12/17/2014","12/18/2014",127,38194,"Office cube periscope (Black)","Each",20,"18.5",15,"370","55.5","145","425.5",20,0,11
126308,91464,0,0,35,"12/29/2014","12/30/2014",127,38895,"Shipping carton (Brown) 356x356x279mm","Each",125,"2.04",15,"255","38.25","123.75","293.25",125,0,11
126309,91464,0,0,14,"12/29/2014","12/30/2014",127,38895,"Permanent marker black 5mm nib (Black) 5mm","Each",96,"2.7",15,"259.2","38.88","96","298.08",96,0,11
126310,91464,0,0,64,"12/29/2014","12/30/2014",127,38895,"10 mm Double sided bubble wrap 10m","Each",30,"15",15,"450","67.5","225","517.5",30,0,11
112065,47855,0,0,115,"10/13/2014","10/14/2014",108,34514,"Alien officer hoodie (Black) 4XL","Each",4,"35",15,"140","21","72","161",4,0,11
112066,47855,0,0,44,"10/13/2014","10/14/2014",108,34514,"Bubblewrap dispenser (Red) 1.5m","Each",3,"240",15,"720","108","390","828",3,0,11
112067,47855,0,0,57,"10/13/2014","10/14/2014",108,34514,"32 mm Double sided bubble wrap 20m","Each",70,"37",15,"2590","388.5","1610","2978.5",70,0,11
113334,47757,0,0,33,"10/20/2014","10/21/2014",108,34901,"Express post box 5kg (White) 350x280x130mm","Each",225,"0.95",15,"213.75","32.06","112.5","245.81",225,0,11
113335,47757,0,0,66,"10/20/2014","10/21/2014",108,34901,"Medium sized bubblewrap roll 20m","Each",10,"20",15,"200","30","100","230",10,0,11
113342,48937,0,0,64,"10/20/2014","10/21/2014",108,34903,"10 mm Double sided bubble wrap 10m","Each",90,"15",15,"1350","202.5","675","1552.5",90,0,11
113761,47741,0,0,14,"10/21/2014","10/22/2014",108,35034,"Permanent marker black 5mm nib (Black) 5mm","Each",60,"2.7",15,"162","24.3","60","186.3",60,0,11
119013,48762,0,0,148,"11/18/2014","11/19/2014",108,36632,"Ride on toy sedan car (Pink) 1/12 scale","Each",9,"230",15,"2070","310.5","765","2380.5",9,0,11
120458,47134,0,0,108,"11/25/2014","11/26/2014",108,37070,"Superhero action jacket (Blue) L","Each",3,"30",15,"90","13.5","24","103.5",3,0,11
121096,76936,0,0,46,"12/1/2014","12/2/2014",108,37278,"Bubblewrap dispenser (Black) 1.5m","Each",9,"240",15,"2160","324","1170","2484",9,0,11
122425,87633,0,0,35,"12/9/2014","12/10/2014",108,37684,"Shipping carton (Brown) 356x356x279mm","Each",175,"2.04",15,"357","53.55","173.25","410.55",175,0,11
122426,87633,0,0,22,"12/9/2014","12/10/2014",108,37684,"Black and orange this way up despatch tape  48mmx100m","Each",48,"4.1",15,"196.8","29.52","103.2","226.32",48,0,11
123180,87481,0,0,39,"12/12/2014","12/13/2014",108,37917,"Shipping carton (Brown) 356x229x229mm","Each",150,"1.14",15,"171","25.65","87","196.65",150,0,11
124466,72125,0,0,41,"12/19/2014","12/20/2014",108,38318,"Shipping carton (Brown) 229x229x229mm","Each",100,"1.05",15,"105","15.75","50","120.75",100,0,11
125559,72125,0,0,21,"12/25/2014","12/26/2014",108,38665,"Black and yellow heavy despatch tape  48mmx75m","Each",192,"3.7",15,"710.4","106.56","422.4","816.96",192,0,11
125808,47692,0,0,106,"12/25/2014","12/26/2014",108,38740,"Superhero action jacket (Blue) XXL","Each",7,"30",15,"210","31.5","56","241.5",7,0,11
125809,47692,0,0,37,"12/25/2014","12/26/2014",108,38740,"Shipping carton (Brown) 480x270x320mm","Each",225,"2.74",15,"616.5","92.48","346.5","708.98",225,0,11
125812,47692,0,0,47,"12/25/2014","12/26/2014",108,38740,"32 mm Anti static bubble wrap (Blue) 50m","Each",30,"105",15,"3150","472.5","1740","3622.5",30,0,11
126022,47692,0,0,51,"12/27/2014","12/28/2014",108,38807,"20 mm Anti static bubble wrap (Blue) 20m","Each",90,"45",15,"4050","607.5","2160","4657.5",90,0,11
110260,87633,0,0,52,"10/2/2014","10/3/2014",119,33959,"20 mm Anti static bubble wrap (Blue) 10m","Each",70,"29",15,"2030","304.5","1190","2334.5",70,0,11
110262,87633,0,0,31,"10/2/2014","10/3/2014",119,33959,"Clear packaging tape 48mmx75m","Each",182,"2.9",15,"527.8","79.17","218.4","606.97",182,0,11
110263,87633,0,0,25,"10/2/2014","10/3/2014",119,33959,"Black and orange handle with care despatch tape  48mmx75m","Each",48,"3.7",15,"177.6","26.64","115.2","204.24",48,0,11
110264,87633,0,0,54,"10/2/2014","10/3/2014",119,33959,"10 mm Anti static bubble wrap (Blue) 20m","Each",60,"42",15,"2520","378","1140","2898",60,0,11
111047,48937,0,0,14,"10/7/2014","10/8/2014",119,34203,"Permanent marker black 5mm nib (Black) 5mm","Each",48,"2.7",15,"129.6","19.44","48","149.04",48,0,11
111048,48937,0,0,114,"10/7/2014","10/8/2014",119,34203,"Alien officer hoodie (Black) 5XL","Each",10,"35",15,"350","52.5","180","402.5",10,0,11
111183,48833,0,0,148,"10/8/2014","10/9/2014",119,34245,"Ride on toy sedan car (Pink) 1/12 scale","Each",8,"230",15,"1840","276","680","2116",8,0,11
111186,48833,0,0,2,"10/8/2014","10/9/2014",119,34245,"Void fill 300 L bag (White) 300L","Each",40,"37.5",15,"1500","225","780","1725",40,0,11
114079,72761,0,0,109,"10/23/2014","10/24/2014",119,35135,"Superhero action jacket (Blue) M","Each",8,"30",15,"240","36","64","276",8,0,11
115124,72894,0,0,103,"10/29/2014","10/30/2014",119,35448,"Superhero action jacket (Blue) 5XL","Each",7,"34",15,"238","35.7","70","273.7",7,0,11
115126,72894,0,0,11,"10/29/2014","10/30/2014",119,35448,"Packing knife with metal insert blade (Yellow) 9mm","Each",50,"1.89",15,"94.5","14.18","49.5","108.68",50,0,11
116215,87633,0,0,56,"11/3/2014","11/4/2014",119,35780,"32 mm Double sided bubble wrap 50m","Each",70,"112",15,"7840","1176","3710","9016",70,0,11
116422,48762,0,0,51,"11/4/2014","11/5/2014",119,35847,"20 mm Anti static bubble wrap (Blue) 20m","Each",70,"45",15,"3150","472.5","1680","3622.5",70,0,11
116423,48762,0,0,23,"11/4/2014","11/5/2014",119,35847,"Black and orange this way up despatch tape 48mmx75m","Each",72,"3.7",15,"266.4","39.96","144","306.36",72,0,11
117070,72709,0,0,60,"11/6/2014","11/7/2014",119,36044,"20 mm Double sided bubble wrap 20m","Each",20,"33",15,"660","99","360","759",20,0,11
117071,72709,0,0,27,"11/6/2014","11/7/2014",119,36044,"Black and orange glass with care despatch tape 48mmx75m","Each",48,"3.7",15,"177.6","26.64","100.8","204.24",48,0,11
118331,48762,0,0,63,"11/13/2014","11/14/2014",119,36424,"10 mm Double sided bubble wrap 20m","Each",60,"30",15,"1800","270","960","2070",60,0,11
120143,47757,0,0,146,"11/24/2014","11/25/2014",119,36974,"Ride on vintage American toy coupe (Black) 1/12 scale","Each",6,"285",15,"1710","256.5","780","1966.5",6,0,11
120144,47757,0,0,148,"11/24/2014","11/25/2014",119,36974,"Ride on toy sedan car (Pink) 1/12 scale","Each",7,"230",15,"1610","241.5","595","1851.5",7,0,11
122387,77092,0,0,25,"12/9/2014","12/10/2014",119,37671,"Black and orange handle with care despatch tape  48mmx75m","Each",240,"3.7",15,"888","133.2","576","1021.2",240,0,11
122766,41568,0,0,39,"12/10/2014","12/11/2014",119,37789,"Shipping carton (Brown) 356x229x229mm","Each",250,"1.14",15,"285","42.75","145","327.75",250,0,11
122763,41568,0,0,62,"12/10/2014","12/11/2014",119,37789,"10 mm Double sided bubble wrap 50m","Each",30,"105",15,"3150","472.5","1470","3622.5",30,0,11
123248,66176,0,0,21,"12/13/2014","12/14/2014",119,37937,"Black and yellow heavy despatch tape  48mmx75m","Each",240,"3.7",15,"888","133.2","528","1021.2",240,0,11
123249,66176,0,0,29,"12/13/2014","12/14/2014",119,37937,"Black and orange fragile despatch tape 48mmx75m","Each",72,"3.7",15,"266.4","39.96","136.8","306.36",72,0,11
123250,66176,0,0,41,"12/13/2014","12/14/2014",119,37937,"Shipping carton (Brown) 229x229x229mm","Each",25,"1.05",15,"26.25","3.94","12.5","30.19",25,0,11
124857,77092,0,0,106,"12/20/2014","12/21/2014",119,38434,"Superhero action jacket (Blue) XXL","Each",9,"30",15,"270","40.5","72","310.5",9,0,11
125255,47855,0,0,52,"12/23/2014","12/24/2014",119,38565,"20 mm Anti static bubble wrap (Blue) 10m","Each",10,"29",15,"290","43.5","170","333.5",10,0,11
110189,47134,0,0,67,"10/2/2014","10/3/2014",105,33939,"Small sized bubblewrap roll 10m","Each",60,"4.5",15,"270","40.5","138","310.5",60,0,11
110227,72610,0,0,18,"10/2/2014","10/3/2014",105,33948,"Red and white urgent  heavy despatch tape  48mmx100m","Each",96,"4.1",15,"393.6","59.04","196.8","452.64",96,0,11
110192,47134,0,0,8,"10/2/2014","10/3/2014",105,33939,"Large  replacement blades 18mm","Each",70,"4.3",15,"301","45.15","157.5","346.15",70,0,11
113412,72610,0,0,22,"10/20/2014","10/21/2014",105,34926,"Black and orange this way up despatch tape  48mmx100m","Each",24,"4.1",15,"98.4","14.76","51.6","113.16",24,0,11
113414,72610,0,0,118,"10/20/2014","10/21/2014",105,34926,"Alien officer hoodie (Black) XL","Each",2,"35",15,"70","10.5","36","80.5",2,0,11
113415,72610,0,0,67,"10/20/2014","10/21/2014",105,34926,"Small sized bubblewrap roll 10m","Each",100,"4.5",15,"450","67.5","230","517.5",100,0,11
115557,48937,0,0,10,"10/30/2014","10/31/2014",105,35579,"Packing knife with metal insert blade (Yellow) 18mm","Each",30,"2.4",15,"72","10.8","36","82.8",30,0,11
115558,48937,0,0,19,"10/30/2014","10/31/2014",105,35579,"Red and white urgent despatch tape 48mmx75m","Each",144,"3.7",15,"532.8","79.92","302.4","612.72",144,0,11
116995,72646,0,0,149,"11/6/2014","11/7/2014",105,36022,"Ride on toy sedan car (Yellow) 1/12 scale","Each",3,"230",15,"690","103.5","255","793.5",3,0,11
118012,48762,0,0,55,"11/12/2014","11/13/2014",105,36332,"10 mm Anti static bubble wrap (Blue) 10m","Each",80,"26",15,"2080","312","720","2392",80,0,11
118013,48762,0,0,103,"11/12/2014","11/13/2014",105,36332,"Superhero action jacket (Blue) 5XL","Each",2,"34",15,"68","10.2","20","78.2",2,0,11
119287,47855,0,0,117,"11/19/2014","11/20/2014",105,36715,"Alien officer hoodie (Black) XXL","Each",5,"35",15,"175","26.25","90","201.25",5,0,11
119174,77092,0,0,114,"11/19/2014","11/20/2014",105,36682,"Alien officer hoodie (Black) 5XL","Each",8,"35",15,"280","42","144","322",8,0,11
119175,77092,0,0,65,"11/19/2014","11/20/2014",105,36682,"Large sized bubblewrap roll 50m","Each",10,"24",15,"240","36","110","276",10,0,11
119178,77092,0,0,60,"11/19/2014","11/20/2014",105,36682,"20 mm Double sided bubble wrap 20m","Each",90,"33",15,"2970","445.5","1620","3415.5",90,0,11
123576,77092,0,0,151,"12/15/2014","12/16/2014",105,38039,"Ride on toy sedan car (Blue) 1/12 scale","Each",3,"230",15,"690","103.5","255","793.5",3,0,11
123979,48833,0,0,18,"12/17/2014","12/18/2014",105,38164,"Red and white urgent  heavy despatch tape  48mmx100m","Each",48,"4.1",15,"196.8","29.52","98.4","226.32",48,0,11
124362,47757,0,0,33,"12/18/2014","12/19/2014",105,38284,"Express post box 5kg (White) 350x280x130mm","Each",200,"0.95",15,"190","28.5","100","218.5",200,0,11
124364,47757,0,0,29,"12/18/2014","12/19/2014",105,38284,"Black and orange fragile despatch tape 48mmx75m","Each",144,"3.7",15,"532.8","79.92","273.6","612.72",144,0,11
125657,44333,0,0,150,"12/25/2014","12/26/2014",105,38695,"Ride on toy sedan car (Green) 1/12 scale","Each",4,"230",15,"920","138","340","1058",4,0,11
125658,44333,0,0,105,"12/25/2014","12/26/2014",105,38695,"Superhero action jacket (Blue) 3XL","Each",4,"34",15,"136","20.4","40","156.4",4,0,11
111126,47757,0,0,103,"10/8/2014","10/9/2014",116,34229,"Superhero action jacket (Blue) 5XL","Each",8,"34",15,"272","40.8","80","312.8",8,0,11
111762,47741,0,0,44,"10/10/2014","10/11/2014",116,34420,"Bubblewrap dispenser (Red) 1.5m","Each",8,"240",15,"1920","288","1040","2208",8,0,11
111665,91464,0,0,38,"10/10/2014","10/11/2014",116,34393,"Shipping carton (Brown) 457x279x279mm","Each",225,"1.28",15,"288","43.2","153","331.2",225,0,11
113306,47134,0,0,107,"10/20/2014","10/21/2014",116,34892,"Superhero action jacket (Blue) XL","Each",10,"30",15,"300","45","80","345",10,0,11
113307,47134,0,0,31,"10/20/2014","10/21/2014",116,34892,"Clear packaging tape 48mmx75m","Each",130,"2.9",15,"377","56.55","156","433.55",130,0,11
114688,48763,0,0,40,"10/27/2014","10/28/2014",116,35321,"Shipping carton (Brown) 279x254x217mm","Each",225,"1.11",15,"249.75","37.46","114.75","287.21",225,0,11
114690,48763,0,0,9,"10/27/2014","10/28/2014",116,35321,"Small 9mm replacement blades 9mm","Each",80,"4.1",15,"328","49.2","120","377.2",80,0,11
114691,48763,0,0,109,"10/27/2014","10/28/2014",116,35321,"Superhero action jacket (Blue) M","Each",9,"30",15,"270","40.5","72","310.5",9,0,11
114692,48763,0,0,54,"10/27/2014","10/28/2014",116,35321,"10 mm Anti static bubble wrap (Blue) 20m","Each",30,"42",15,"1260","189","570","1449",30,0,11
114600,47134,0,0,21,"10/27/2014","10/28/2014",116,35296,"Black and yellow heavy despatch tape  48mmx75m","Each",72,"3.7",15,"266.4","39.96","158.4","306.36",72,0,11
116252,47757,0,0,217,"11/3/2014","11/4/2014",116,35791,"Office cube periscope (Black)","Each",30,"18.5",15,"555","83.25","217.5","638.25",30,0,11
116253,47757,0,0,9,"11/3/2014","11/4/2014",116,35791,"Small 9mm replacement blades 9mm","Each",60,"4.1",15,"246","36.9","90","282.9",60,0,11
116356,41568,0,0,14,"11/4/2014","11/5/2014",116,35829,"Permanent marker black 5mm nib (Black) 5mm","Each",120,"2.7",15,"324","48.6","120","372.6",120,0,11
116357,41568,0,0,104,"11/4/2014","11/5/2014",116,35829,"Superhero action jacket (Blue) 4XL","Each",9,"34",15,"306","45.9","90","351.9",9,0,11
116487,48762,0,0,9,"11/4/2014","11/5/2014",116,35867,"Small 9mm replacement blades 9mm","Each",20,"4.1",15,"82","12.3","30","94.3",20,0,11
117422,87633,0,0,7,"11/8/2014","11/9/2014",116,36155,"Air cushion film 200mmx100mm 325m","Each",5,"87",15,"435","65.25","260","500.25",5,0,11
117577,72610,0,0,51,"11/10/2014","11/11/2014",116,36206,"20 mm Anti static bubble wrap (Blue) 20m","Each",50,"45",15,"2250","337.5","1200","2587.5",50,0,11
117731,72125,0,0,56,"11/11/2014","11/12/2014",116,36253,"32 mm Double sided bubble wrap 50m","Each",10,"112",15,"1120","168","530","1288",10,0,11
117803,89925,0,0,18,"11/11/2014","11/12/2014",116,36274,"Red and white urgent  heavy despatch tape  48mmx100m","Each",216,"4.1",15,"885.6","132.84","442.8","1018.44",216,0,11
117805,89925,0,0,147,"11/11/2014","11/12/2014",116,36274,"Ride on vintage American toy coupe (Red) 1/12 scale","Each",7,"285",15,"1995","299.25","910","2294.25",7,0,11
118620,91464,0,0,148,"11/14/2014","11/15/2014",116,36510,"Ride on toy sedan car (Pink) 1/12 scale","Each",5,"230",15,"1150","172.5","425","1322.5",5,0,11
118622,91464,0,0,18,"11/14/2014","11/15/2014",116,36510,"Red and white urgent  heavy despatch tape  48mmx100m","Each",240,"4.1",15,"984","147.6","492","1131.6",240,0,11
119308,72894,0,0,33,"11/19/2014","11/20/2014",116,36721,"Express post box 5kg (White) 350x280x130mm","Each",175,"0.95",15,"166.25","24.94","87.5","191.19",175,0,11
120085,77092,0,0,53,"11/24/2014","11/25/2014",116,36957,"10 mm Anti static bubble wrap (Blue) 50m","Each",100,"99",15,"9900","1485","5400","11385",100,0,11
120086,77092,0,0,35,"11/24/2014","11/25/2014",116,36957,"Shipping carton (Brown) 356x356x279mm","Each",250,"2.04",15,"510","76.5","247.5","586.5",250,0,11
120087,77092,0,0,104,"11/24/2014","11/25/2014",116,36957,"Superhero action jacket (Blue) 4XL","Each",2,"34",15,"68","10.2","20","78.2",2,0,11
120088,77092,0,0,8,"11/24/2014","11/25/2014",116,36957,"Large  replacement blades 18mm","Each",90,"4.3",15,"387","58.05","202.5","445.05",90,0,11
121380,72894,0,0,154,"12/2/2014","12/3/2014",116,37359,"RC big wheel monster truck with remote control (Black) 1/50 scale","Each",3,"45",15,"135","20.25","88.5","155.25",3,0,11
121381,72894,0,0,28,"12/2/2014","12/3/2014",116,37359,"Black and orange fragile despatch tape 48mmx100m","Each",324,"4.1",15,"1328.4","199.26","583.2","1527.66",324,0,11
121382,72894,0,0,31,"12/2/2014","12/3/2014",116,37359,"Clear packaging tape 48mmx75m","Each",104,"2.9",15,"301.6","45.24","124.8","346.84",104,0,11
111666,91464,0,0,205,"10/10/2014","10/11/2014",116,34393,"USB food flash drive - dessert 10 drive variety pack","Packet",8,"240",15,"1920","288","1212","2208",8,0,11
114081,72761,0,0,205,"10/23/2014","10/24/2014",119,35135,"USB food flash drive - dessert 10 drive variety pack","Packet",7,"240",15,"1680","252","1060.5","1932",7,0,11
117173,48851,0,0,205,"11/7/2014","11/8/2014",90,36078,"USB food flash drive - dessert 10 drive variety pack","Packet",6,"240",15,"1440","216","909","1656",6,0,11
117571,72646,0,0,205,"11/10/2014","11/11/2014",19,36204,"USB food flash drive - dessert 10 drive variety pack","Packet",8,"240",15,"1920","288","1212","2208",8,0,11
120919,66176,0,0,205,"11/28/2014","11/29/2014",19,37218,"USB food flash drive - dessert 10 drive variety pack","Packet",9,"240",15,"2160","324","1363.5","2484",9,0,11
121095,76936,0,0,205,"12/1/2014","12/2/2014",108,37278,"USB food flash drive - dessert 10 drive variety pack","Packet",2,"240",15,"480","72","303","552",2,0,11
113294,72709,0,0,70,"10/20/2014","10/21/2014",127,34888,"Pack of 12 action figures (variety)","Packet",10,"16",15,"160","24","105","184",10,0,11
113762,47741,0,0,69,"10/21/2014","10/22/2014",108,35034,"Pack of 12 action figures (male)","Packet",8,"16",15,"128","19.2","84","147.2",8,0,11
116456,72610,0,0,70,"11/4/2014","11/5/2014",127,35857,"Pack of 12 action figures (variety)","Packet",6,"16",15,"96","14.4","63","110.4",6,0,11
119176,77092,0,0,70,"11/19/2014","11/20/2014",105,36682,"Pack of 12 action figures (variety)","Packet",2,"16",15,"32","4.8","21","36.8",2,0,11
111123,47757,0,0,82,"10/8/2014","10/9/2014",116,34229,"Furry animal socks (Pink) S","Pair",60,"5",15,"300","45","210","345",60,0,11
113366,44333,0,0,81,"10/20/2014","10/21/2014",126,34910,"Furry animal socks (Pink) M","Pair",96,"5",15,"480","72","336","552",96,0,11
113336,47757,0,0,82,"10/20/2014","10/21/2014",108,34901,"Furry animal socks (Pink) S","Pair",48,"5",15,"240","36","168","276",48,0,11
117191,41568,0,0,79,"11/7/2014","11/8/2014",19,36085,"Furry animal socks (Pink) XL","Pair",12,"5",15,"60","9","42","69",12,0,11
118027,72761,0,0,81,"11/12/2014","11/13/2014",127,36337,"Furry animal socks (Pink) M","Pair",48,"5",15,"240","36","168","276",48,0,11
126200,72709,0,0,79,"12/29/2014","12/30/2014",19,38865,"Furry animal socks (Pink) XL","Pair",84,"5",15,"420","63","294","483",84,0,11
110816,90082,37,1,70,"10/6/2014","10/7/2014",126,34131,"Pack of 12 action figures (variety)","Packet",1,"16",15,"16","2.4","10.5","18.4",1,0,11
111823,89450,20,1,68,"10/11/2014","10/12/2014",105,34437,"Pack of 12 action figures (female)","Packet",6,"16",15,"96","14.4","63","110.4",6,0,11
114235,91354,78,1,70,"10/24/2014","10/25/2014",116,35186,"Pack of 12 action figures (variety)","Packet",1,"16",15,"16","2.4","10.5","18.4",1,0,11
115104,41497,253,202,69,"10/29/2014","10/30/2014",90,35444,"Pack of 12 action figures (male)","Packet",8,"16",15,"128","19.2","84","147.2",8,0,11
115143,87543,30,1,69,"10/29/2014","10/30/2014",90,35453,"Pack of 12 action figures (male)","Packet",7,"16",15,"112","16.8","73.5","128.8",7,0,11
115473,91271,127,1,69,"10/30/2014","10/31/2014",108,35551,"Pack of 12 action figures (male)","Packet",2,"16",15,"32","4.8","21","36.8",2,0,11
115817,40704,399,202,70,"10/31/2014","11/1/2014",118,35655,"Pack of 12 action figures (variety)","Packet",6,"16",15,"96","14.4","63","110.4",6,0,11
116947,44370,272,202,68,"11/6/2014","11/7/2014",105,36008,"Pack of 12 action figures (female)","Packet",7,"16",15,"112","16.8","73.5","128.8",7,0,11
117644,40608,274,202,69,"11/10/2014","11/11/2014",119,36226,"Pack of 12 action figures (male)","Packet",10,"16",15,"160","24","105","184",10,0,11
118311,40659,107,1,69,"11/13/2014","11/14/2014",126,36419,"Pack of 12 action figures (male)","Packet",6,"16",15,"96","14.4","63","110.4",6,0,11
119353,41358,221,202,68,"11/19/2014","11/20/2014",134,36734,"Pack of 12 action figures (female)","Packet",1,"16",15,"16","2.4","10.5","18.4",1,0,11
119683,46997,69,1,70,"11/21/2014","11/22/2014",119,36838,"Pack of 12 action figures (variety)","Packet",9,"16",15,"144","21.6","94.5","165.6",9,0,11
121679,72803,131,1,69,"12/3/2014","12/4/2014",19,37451,"Pack of 12 action figures (male)","Packet",9,"16",15,"144","21.6","94.5","165.6",9,0,11
121995,66094,136,1,68,"12/6/2014","12/7/2014",19,37551,"Pack of 12 action figures (female)","Packet",6,"16",15,"96","14.4","63","110.4",6,0,11
122036,76917,375,202,70,"12/8/2014","12/9/2014",129,37565,"Pack of 12 action figures (variety)","Packet",9,"16",15,"144","21.6","94.5","165.6",9,0,11
122143,87602,176,1,68,"12/8/2014","12/9/2014",19,37595,"Pack of 12 action figures (female)","Packet",5,"16",15,"80","12","52.5","92",5,0,11
122514,40600,102,1,68,"12/9/2014","12/10/2014",119,37709,"Pack of 12 action figures (female)","Packet",7,"16",15,"112","16.8","73.5","128.8",7,0,11
124441,90111,364,202,68,"12/19/2014","12/20/2014",127,38312,"Pack of 12 action figures (female)","Packet",4,"16",15,"64","9.6","42","73.6",4,0,11
113234,66011,180,1,205,"10/18/2014","10/19/2014",19,34865,"USB food flash drive - dessert 10 drive variety pack","Packet",3,"240",15,"720","108","454.5","828",3,0,11
114856,47626,109,1,205,"10/28/2014","10/29/2014",119,35368,"USB food flash drive - dessert 10 drive variety pack","Packet",4,"240",15,"960","144","606","1104",4,0,11
123405,40704,399,202,205,"12/15/2014","12/16/2014",108,37987,"USB food flash drive - dessert 10 drive variety pack","Packet",3,"240",15,"720","108","454.5","828",3,0,11
110593,72808,19,1,212,"10/6/2014","10/7/2014",126,34069,"USB food flash drive - dim sum 10 drive variety pack","Packet",3,"240",15,"720","108","454.5","828",3,0,11
112370,66127,249,202,212,"10/14/2014","10/15/2014",126,34607,"USB food flash drive - dim sum 10 drive variety pack","Packet",6,"240",15,"1440","216","909","1656",6,0,11
116686,91452,43,1,212,"11/5/2014","11/6/2014",116,35930,"USB food flash drive - dim sum 10 drive variety pack","Packet",2,"240",15,"480","72","303","552",2,0,11
118255,77088,281,202,212,"11/13/2014","11/14/2014",126,36404,"USB food flash drive - dim sum 10 drive variety pack","Packet",1,"240",15,"240","36","151.5","276",1,0,11
122050,41466,384,202,212,"12/8/2014","12/9/2014",134,37569,"USB food flash drive - dim sum 10 drive variety pack","Packet",7,"240",15,"1680","252","1060.5","1932",7,0,11
123317,91372,201,1,212,"12/13/2014","12/14/2014",105,37956,"USB food flash drive - dim sum 10 drive variety pack","Packet",9,"240",15,"2160","324","1363.5","2484",9,0,11
123638,40550,98,1,212,"12/16/2014","12/17/2014",129,38061,"USB food flash drive - dim sum 10 drive variety pack","Packet",2,"240",15,"480","72","303","552",2,0,11
123893,72743,398,202,212,"12/17/2014","12/18/2014",134,38137,"USB food flash drive - dim sum 10 drive variety pack","Packet",2,"240",15,"480","72","303","552",2,0,11
123958,40659,107,1,212,"12/17/2014","12/18/2014",127,38157,"USB food flash drive - dim sum 10 drive variety pack","Packet",4,"240",15,"960","144","606","1104",4,0,11
126021,44316,297,202,212,"12/27/2014","12/28/2014",105,38806,"USB food flash drive - dim sum 10 drive variety pack","Packet",9,"240",15,"2160","324","1363.5","2484",9,0,11
111246,48778,25,1,81,"10/8/2014","10/9/2014",126,34262,"Furry animal socks (Pink) M","Pair",24,"5",15,"120","18","84","138",24,0,11
111670,91354,78,1,82,"10/10/2014","10/11/2014",102,34394,"Furry animal socks (Pink) S","Pair",72,"5",15,"360","54","252","414",72,0,11
111881,66094,136,1,82,"10/11/2014","10/12/2014",105,34454,"Furry animal socks (Pink) S","Pair",96,"5",15,"480","72","336","552",96,0,11
112187,40704,399,202,80,"10/14/2014","10/15/2014",127,34554,"Furry animal socks (Pink) L","Pair",84,"5",15,"420","63","294","483",84,0,11
112337,72743,398,202,82,"10/14/2014","10/15/2014",90,34596,"Furry animal socks (Pink) S","Pair",96,"5",15,"480","72","336","552",96,0,11
112499,89450,20,1,80,"10/15/2014","10/16/2014",19,34650,"Furry animal socks (Pink) L","Pair",96,"5",15,"480","72","336","552",96,0,11
113232,66011,180,1,79,"10/18/2014","10/19/2014",19,34865,"Furry animal socks (Pink) XL","Pair",48,"5",15,"240","36","168","276",48,0,11
113562,41497,253,202,81,"10/20/2014","10/21/2014",119,34969,"Furry animal socks (Pink) M","Pair",96,"5",15,"480","72","336","552",96,0,11
113757,47673,256,202,81,"10/21/2014","10/22/2014",119,35033,"Furry animal socks (Pink) M","Pair",72,"5",15,"360","54","252","414",72,0,11
114876,41466,384,202,82,"10/28/2014","10/29/2014",105,35376,"Furry animal socks (Pink) S","Pair",72,"5",15,"360","54","252","414",72,0,11
116185,47673,256,202,80,"11/3/2014","11/4/2014",105,35772,"Furry animal socks (Pink) L","Pair",12,"5",15,"60","9","42","69",12,0,11
117383,72808,19,1,80,"11/8/2014","11/9/2014",129,36145,"Furry animal socks (Pink) L","Pair",72,"5",15,"360","54","252","414",72,0,11
117405,44439,273,202,82,"11/8/2014","11/9/2014",119,36150,"Furry animal socks (Pink) S","Pair",48,"5",15,"240","36","168","276",48,0,11
117661,87556,31,1,79,"11/10/2014","11/11/2014",126,36231,"Furry animal socks (Pink) XL","Pair",96,"5",15,"480","72","336","552",96,0,11
118345,47188,210,202,80,"11/13/2014","11/14/2014",129,36429,"Furry animal socks (Pink) L","Pair",108,"5",15,"540","81","378","621",108,0,11
118820,91372,201,1,81,"11/17/2014","11/18/2014",126,36574,"Furry animal socks (Pink) M","Pair",120,"5",15,"600","90","420","690",120,0,11
119033,87556,31,1,80,"11/18/2014","11/19/2014",126,36638,"Furry animal socks (Pink) L","Pair",48,"5",15,"240","36","168","276",48,0,11
