listing_id,host_id,host_since_datekey,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,neighbourhood,city,latitude,longitude,property_type,accommodates,bedrooms,price,review_scores_rating,instant_bookable,listing_size_sqft
36835094,270948238,20190624,0.67,0.4,f,9,I Centro Storico,Rome,41.89519,12.50504,Private room in hostel,1,1,36,86,t,396.0440678
48108271,387570415,20200528,1,0.88,f,14,Sydney,Sydney,-33.87686,151.20572,Shared room in guesthouse,1,1,36,32,t,189.1278441
48113129,387563922,20200715,0.9,0.8,f,0,Bushwick,New York,40.70126,-73.91889,Private room in apartment,2,1,36,89,t,687.9257769
38575178,291406484,20190903,1,0.48,t,6,VII San Giovanni/Cinecitta,Rome,41.88507,12.52031,Entire loft,4,1,36,46,f,195.2287719
46091749,288743418,20190825,0.99,0.84,f,89,Burwood,Sydney,-33.86987,151.0968,Private room in house,2,1,36,90,t,335.4265204
44383348,357800369,20200722,0.67,0.25,f,1,I Centro Storico,Rome,41.89189,12.51032,Private room in hostel,1,1,36,91,t,237.597156
48107597,387567952,20200311,1,0.39,f,3,Grant City,New York,40.57898,-74.10999,Private room in apartment,1,1,36,78,f,371.8739021
41105251,241676154,20190207,1,0.9,f,3,Grant City,New York,40.57898,-74.10999,Private room in apartment,1,1,36,13,f,387.490542
48108502,387564075,20200528,1,0.93,f,1,Hell's Kitchen,New York,40.75635,-73.99655,Private room in apartment,1,1,36,84,f,527.1544256
48111607,387562727,20201206,0.5,0.33,f,8,Canarsie,New York,40.64588,-73.902,Private room in house,2,1,36,94,f,181.9083564
38808187,277479503,20190719,1,0.47,f,14,Sydney,Sydney,-33.87686,151.20572,Shared room in guesthouse,1,1,36,87,t,373.7575915
31954062,234061479,20190103,,0.59,f,1,Pantheon,Paris,48.84053,2.35023,Entire apartment,2,,36,49,f,447.074267
41872712,330853314,20200126,,0.6,f,3,I Centro Storico,Rome,41.89837,12.50518,Private room in condominium,4,1,36,78,t,544.2778306
47572312,309724807,20191115,,0.7,f,1,IV Tiburtina,Rome,41.89808,12.53813,Entire apartment,4,1,36,86,t,204.6417991
48013712,384249346,20210112,0.91,0.9,f,8,Harlem,New York,40.81699,-73.94549,Private room in apartment,2,1,36,10,t,633.8250466
36489954,274347943,20190707,1,0.61,f,8,Sydney,Sydney,-33.87323,151.20491,Shared room in hostel,1,1,36,66,t,818.763678
37359388,275405119,20190711,0.5,0.35,f,8,Canarsie,New York,40.64588,-73.902,Private room in house,2,1,36,94,f,166.0105664
44524566,338443101,20200224,1,0.4,f,0,Bourse,Paris,48.86543,2.35177,Entire apartment,2,,36,92,t,340.5483853
46545393,375549800,20201113,0.9,0.79,f,0,Bushwick,New York,40.70126,-73.91889,Private room in apartment,2,1,36,79,t,735.3812949
45354674,364571977,20200826,0.3,0.45,f,13,Luxembourg,Paris,48.8456,2.3249,Private room in condominium,2,,36,83,f,169.9791627
45777001,371118591,20201008,,0.57,f,0,IV Tiburtina,Rome,41.89435,12.52833,Private room in condominium,2,2,36,87,f,281.8031623
37615549,277479503,20190719,1,0.57,f,14,Sydney,Sydney,-33.87716,151.20664,Shared room in hostel,1,1,36,95,t,374.8885524
38837514,297341968,20190923,,0.37,f,0,VII San Giovanni/Cinecitta,Rome,41.87994,12.51509,Private room in condominium,2,1,36,89,t,196.290432
32311962,239967308,20190130,1,0.73,f,3,I Centro Storico,Rome,41.88868,12.47156,Private room in apartment,2,1,37,11,t,296.5514031
43763666,249714167,20190318,,0.29,f,2,Vaugirard,Paris,48.84709,2.28818,Entire condominium,1,1,37,76,f,320.4882266
32100465,240794033,20190203,,0.49,f,1,Menilmontant,Paris,48.85397,2.39867,Entire apartment,2,1,37,86,f,417.681688
48113175,387562251,20200604,1,0.63,f,0,Harlem,New York,40.8183,-73.94056,Private room in apartment,1,1,37,87,f,458.9309637
45744659,341908723,20200317,1,0.98,f,0,Harlem,New York,40.8183,-73.94056,Private room in apartment,1,1,37,91,f,592.2789883
45719045,361530167,20200810,1,0.86,f,2,Astoria,New York,40.75668,-73.91564,Private room in apartment,1,1,37,100,f,241.2147121
36299344,272994721,20190702,,0.5,f,0,Williamsburg,New York,40.70589,-73.93718,Private room in apartment,2,1,37,51,t,382.110128
43448653,333389330,20200204,1,0.65,f,5,Elysee,Paris,48.87267,2.31121,Entire apartment,2,,37,56,t,588.0073457
33833257,255448841,20190412,1,0.81,f,3,Bedford-Stuyvesant,New York,40.68111,-73.91162,Private room in apartment,2,1,37,91,f,799.5134144
35716171,266916649,20190607,,0.69,f,1,VII San Giovanni/Cinecitta,Rome,41.81778,12.61771,Private room in apartment,2,1,37,93,t,219.6524007
43346893,296381335,20190919,1,0.88,f,2,Jamaica,New York,40.70814,-73.78098,Private room in house,2,1,37,15,f,159.2431199
48113999,387560935,20200307,0.99,0.86,f,89,Fairfield,Sydney,-33.88193,150.95938,Private room in house,2,1,37,99,t,765.4664621
48107447,387563683,20200413,,0.91,f,0,Williamsburg,New York,40.70589,-73.93718,Private room in apartment,2,1,37,100,t,377.9232287
47351257,381823566,20201227,0.73,0.59,f,3,Gobelins,Paris,48.82472,2.34789,Entire apartment,2,,37,96,f,331.8118382
46091486,288743418,20190825,0.99,0.63,f,89,Fairfield,Sydney,-33.88193,150.95938,Private room in house,2,1,37,89,t,424.7282804
39355907,302297839,20191014,,0.64,f,0,I Centro Storico,Rome,41.91541,12.44987,Entire apartment,3,1,37,59,f,846.25564
38800681,239952407,20190130,,0.9,t,2,Long Island City,New York,40.7585,-73.93258,Private room in house,2,1,37,93,t,173.5693959
42675954,251715435,20190328,,0.56,t,2,I Centro Storico,Rome,41.90387,12.50138,Private room in bed and breakfast,4,1,37,76,f,413.5763433
45649405,363491548,20200820,,0.72,f,1,Greenpoint,New York,40.72574,-73.94939,Private room in apartment,1,1,37,90,t,481.4507667
48114382,387562676,20200603,1,0.38,f,2,Astoria,New York,40.75668,-73.91564,Private room in apartment,1,1,37,100,f,259.5921965
37940346,287546971,20190820,,0.51,f,2,Crown Heights,New York,40.6758,-73.96031,Private room in apartment,1,1,37,78,t,634.8436626
44348564,242889255,20190213,,0.55,f,1,XV Cassia/Flaminia,Rome,41.97101,12.433,Private room in apartment,2,1,38,82,t,268.4663787
48116136,387568208,20200906,0.9,0.35,f,0,Bushwick,New York,40.70089,-73.92045,Private room in apartment,2,1,38,88,t,416.9576868
45680376,370092796,20201001,0.74,0.61,f,2,Passy,Paris,48.86075,2.28528,Entire apartment,2,,38,50,t,284.7604588
38778264,295351124,20190916,0,0.63,f,1,Bay Ridge,New York,40.63353,-74.02134,Private room in apartment,1,,38,89,f,365.5136653
46451547,375549800,20201113,0.9,0.89,f,0,Bushwick,New York,40.70089,-73.92045,Private room in apartment,2,1,38,93,t,476.9958783
39070318,286721543,20190817,,0.66,f,1,Fairfield,Sydney,-33.89275,150.93429,Private room in apartment,1,1,38,1,f,465.0741567
46450849,375549800,20201113,0.9,0.53,f,0,Bushwick,New York,40.70161,-73.91874,Private room in apartment,2,1,38,79,t,260.8529312
33815750,255320907,20190412,,0.9,f,1,Parramatta,Sydney,-33.78942,150.95188,Private room in apartment,3,1,38,34,f,407.3427978
48109856,387561308,20200314,0.9,0.31,f,0,Bushwick,New York,40.70161,-73.91874,Private room in apartment,2,1,38,82,t,408.4439356
48112230,387562444,20201228,1,0.41,t,0,Holroyd,Sydney,-33.8318,150.99687,Private room in apartment,2,1,38,40,f,594.4452387
47341718,382240001,20201229,,0.45,f,1,Midwood,New York,40.61547,-73.97417,Private room in house,1,,38,75,t,169.2740064
38552103,286945536,20190818,0.9,0.66,f,1,Bushwick,New York,40.68204,-73.9081,Private room in apartment,1,1,38,98,t,362.4517766
40189546,305217304,20191029,,0.36,f,0,Reuilly,Paris,48.8489,2.39069,Private room in apartment,2,1,38,20,f,288.4013757
48113489,387563875,20200304,0,0.9,f,1,Bay Ridge,New York,40.63353,-74.02134,Private room in apartment,1,,38,90,f,307.4571474
43763202,261176936,20190511,0.5,0.66,f,0,Pantheon,Paris,48.84485,2.35087,Entire apartment,2,,38,88,f,226.2679977
46544487,375549800,20201113,0.9,0.99,f,0,Bushwick,New York,40.70099,-73.91936,Private room in apartment,2,1,38,13,t,295.2913314
45285334,344248943,20200419,1,0.4,f,0,Harlem,New York,40.82141,-73.95451,Private room in apartment,2,1,38,45,f,454.5404121
48106453,387568130,20200828,1,0.87,f,0,Harlem,New York,40.82141,-73.95451,Private room in apartment,2,1,38,50,f,482.6208714
40318982,272996989,20190702,1,0.38,t,5,Flushing,New York,40.76694,-73.82225,Private room in house,2,1,38,71,f,211.2885896
43651170,325882341,20200109,0.98,0.36,f,279,Buttes-Chaumont,Paris,48.87731,2.38193,Entire apartment,2,,38,83,t,179.2006138
33639660,253512502,20190405,,0.64,f,5,VII San Giovanni/Cinecitta,Rome,41.88403,12.51717,Private room in apartment,2,1,38,91,t,270.7701383
36832726,246327855,20190302,1,0.34,t,3,VII San Giovanni/Cinecitta,Rome,41.87481,12.52848,Private room in apartment,2,1,38,52,t,702.9476562
48112766,387560559,20200802,,0.37,f,1,Parramatta,Sydney,-33.78942,150.95188,Private room in apartment,3,1,38,90,f,268.6090351
48115161,387569209,20200626,0.92,0.31,f,0,Bedford-Stuyvesant,New York,40.69143,-73.94207,Private room in apartment,2,1,38,77,t,318.5280421
47912257,375864182,20201116,0.92,0.92,f,0,Bedford-Stuyvesant,New York,40.69143,-73.94207,Private room in apartment,2,1,38,83,t,357.5088681
32617384,244817841,20190222,1,0.66,f,13,East New York,New York,40.66778,-73.89446,Private room in townhouse,2,1,38,94,t,805.4203696
45526083,305240193,20191029,1,0.76,f,1,Upper East Side,New York,40.77684,-73.946,Private room in apartment,1,1,38,75,f,422.1946856
41537762,327209010,20200113,1,0.62,t,0,Holroyd,Sydney,-33.8318,150.99687,Private room in apartment,2,1,38,95,f,564.2667319
44506858,288743418,20190825,0.99,0.49,f,89,Sydney,Sydney,-33.88339,151.20895,Private room in house,1,1,38,93,t,224.0088108
41317737,247278530,20190306,1,0.33,t,1,XI Arvalia/Portuense,Rome,41.86401,12.47061,Entire apartment,4,1,38,16,t,274.4897957
48114517,387560872,20201031,,0.33,f,1,Fairfield,Sydney,-33.89275,150.93429,Private room in apartment,1,1,38,77,f,690.5276115
43825314,278923798,20190724,1,0.65,f,0,I Centro Storico,Rome,41.89435,12.50598,Private room in apartment,2,1,39,73,t,530.6038403
48111063,387561073,20201002,0.86,0.4,f,2,Woodside,New York,40.74373,-73.9029,Private room in apartment,1,1,39,98,t,258.2225011
46239287,369229793,20200925,1,0.54,f,2,XI Arvalia/Portuense,Rome,41.87092,12.46769,Private room in apartment,1,1,39,100,t,486.9911281
34508916,260402386,20190507,1,0.3,f,4,I Centro Storico,Rome,41.90394,12.50178,Private room in house,2,1,39,14,t,620.5192621
41651208,307024583,20191104,1,0.61,f,5,XI Arvalia/Portuense,Rome,41.86923,12.46878,Private room in condominium,3,1,39,89,t,411.1738003
40625553,251915091,20190329,0.5,0.75,f,2,Ashfield,Sydney,-33.89025,151.12626,Shared room in apartment,1,1,39,69,f,217.9094807
47745620,384249346,20210112,0.91,0.39,f,8,Harlem,New York,40.81547,-73.94359,Private room in apartment,2,1,39,20,t,418.3657363
43370664,345140771,20200501,1,0.71,f,0,Menilmontant,Paris,48.86635,2.40541,Entire apartment,2,,39,82,f,486.6756836
48111294,387562997,20200819,0.78,0.92,f,1,Clinton Hill,New York,40.68775,-73.96025,Private room in apartment,1,1,39,98,t,292.8042034
34804552,262402262,20190517,1,0.52,f,0,Buttes-Chaumont,Paris,48.88888,2.37658,Entire apartment,4,,39,90,f,308.6094916
38739387,290221527,20190829,,0.91,f,1,Liverpool,Sydney,-33.96169,150.89856,Private room in house,2,1,39,64,f,451.9955324
42980202,339658411,20200301,1,0.62,f,3,Passy,Paris,48.86551,2.28026,Private room in apartment,2,1,39,98,t,411.3245488
36767851,291007369,20190902,,0.67,f,0,Popincourt,Paris,48.86943,2.37116,Entire apartment,2,,39,63,t,351.1225551
39689744,262384858,20190517,,0.52,f,2,I Centro Storico,Rome,41.89901,12.50414,Private room in bed and breakfast,2,1,39,95,t,358.1194087
44408568,358505771,20200726,0,0.61,f,0,I Centro Storico,Rome,41.89539,12.5006,Private room in bed and breakfast,8,1,39,82,t,155.1940576
46792928,345938275,20200511,0.97,0.81,f,1,Upper East Side,New York,40.76528,-73.95819,Private room in apartment,2,1,39,81,t,463.7825311
48108688,387569865,20201008,1,0.94,f,7,Harlem,New York,40.81613,-73.94556,Private room in apartment,2,1,39,84,f,298.8125344
43013639,274146340,20190707,0.96,0.97,f,5,Sydney,Sydney,-33.88556,151.19656,Private room in guest suite,2,1,39,74,t,261.7094283
39871764,293808320,20190910,,0.97,f,0,Marrickville,Sydney,-33.91509,151.17112,Private room in townhouse,1,1,39,10,f,540.9564881
43131652,257802323,20190424,0.93,0.8,f,1,Theater District,New York,40.7592,-73.9849,Private room in condominium,2,1,39,97,f,220.1131949
48107814,387563668,20200814,0.97,0.69,f,1,Upper East Side,New York,40.76528,-73.95819,Private room in apartment,2,1,39,48,t,444.24078
48108729,387561758,20201121,,0.9,f,4,Midtown,New York,40.74799,-73.98655,Shared room in apartment,1,1,39,95,t,347.2467858
43236096,260156883,20190506,1,0.97,f,0,East Village,New York,40.72632,-73.97643,Private room in condominium,1,1,39,83,f,205.2354764
36301077,259701260,20190504,1,0.69,f,4,Blacktown,Sydney,-33.77931,150.928,Private room in villa,1,1,39,85,t,335.1377982
40087252,296535904,20190920,1,0.42,f,0,XIII Aurelia,Rome,41.90207,12.42507,Private room in condominium,2,1,39,55,f,822.327683
38305363,291238628,20190903,1,0.56,f,12,I Centro Storico,Rome,41.90463,12.4994,Room in bed and breakfast,4,1,39,40,t,351.0966249
48112637,387561732,20200412,0.93,0.8,f,1,Theater District,New York,40.7592,-73.9849,Private room in condominium,2,1,39,44,f,225.5868729
32515614,241893723,20190208,1,0.65,t,1,XV Cassia/Flaminia,Rome,41.95863,12.44765,Entire villa,2,1,39,99,f,483.2852992
43236197,260156883,20190506,1,0.68,f,0,East Village,New York,40.72448,-73.97669,Private room in condominium,1,1,39,53,f,255.4880477
38235350,286724812,20190817,,0.56,f,4,Midtown,New York,40.74799,-73.98655,Shared room in apartment,1,1,39,95,t,494.4281379
35976366,270639082,20190623,1,0.84,t,8,Bankstown,Sydney,-33.96316,151.03203,Private room in house,2,1,39,59,t,386.0365907
48111327,387567292,20200726,1,0.64,f,4,Blacktown,Sydney,-33.77931,150.928,Private room in villa,1,1,39,93,t,283.361782
47178428,358867363,20200727,1,0.42,f,0,XV Cassia/Flaminia,Rome,41.96146,12.44746,Entire apartment,2,1,39,93,t,191.1082631
34235178,258247777,20190426,1,0.81,f,7,Harlem,New York,40.81613,-73.94556,Private room in apartment,2,1,39,13,f,540.7192684
32038185,240203470,20190131,1,0.6,f,1,Jamaica,New York,40.67862,-73.80048,Private room in house,2,1,39,92,f,410.8933745
36329250,271998182,20190628,1,0.31,f,2,Passy,Paris,48.85224,2.27422,Entire apartment,1,1,39,51,f,250.0018905
35546050,267440644,20190609,0.8,0.82,f,4,Willoughby,Sydney,-33.80338,151.18491,Private room in house,2,1,39,93,t,354.4922145
37227093,267440644,20190609,0.8,0.76,f,4,Bankstown,Sydney,-33.95014,151.03611,Private room in house,2,1,39,86,t,363.4318632
38214982,290378939,20190830,,0.4,f,0,XII Monte Verde,Rome,41.87478,12.44849,Entire condominium,4,1,39,56,t,421.9068439
41998850,332641453,20200201,1,0.57,f,0,Passy,Paris,48.86665,2.28447,Entire apartment,2,,39,43,t,367.7669916
40070281,309055609,20191112,1,0.76,f,0,Parramatta,Sydney,-33.79407,150.97414,Private room in house,2,1,39,87,f,284.9014332
41492288,326658109,20200112,,0.32,f,0,Parramatta,Sydney,-33.84759,151.00088,Private room in house,2,1,39,85,t,366.1992538
39126988,300045447,20191004,0.78,0.84,f,1,Clinton Hill,New York,40.68775,-73.96025,Private room in apartment,1,1,39,4,t,182.1002011
48110038,387566068,20200329,1,0.43,f,1,Jamaica,New York,40.67862,-73.80048,Private room in house,2,1,39,92,f,327.8005778
48108707,387569874,20200915,1,0.56,f,0,East Village,New York,40.72632,-73.97643,Private room in condominium,1,1,39,86,f,190.4976038
45406560,257802323,20190424,0.93,0.82,f,1,Theater District,New York,40.76051,-73.98336,Private room in condominium,1,1,39,50,f,368.3619466
48111548,387563609,20201216,0.96,0.46,f,5,Sydney,Sydney,-33.88556,151.19656,Private room in guest suite,2,1,39,31,t,494.188269
37065033,278585578,20190723,1,0.25,f,4,I Centro Storico,Rome,41.91718,12.45926,Private room in apartment,2,1,39,90,t,417.1799079
46468212,375864182,20201116,0.92,0.86,f,0,Bedford-Stuyvesant,New York,40.692,-73.94036,Private room in apartment,2,1,39,86,t,536.6493559
48115224,387567426,20200410,0.96,0.92,f,5,Sydney,Sydney,-33.88565,151.19561,Private room in guest suite,2,1,39,85,t,347.844431
43074436,274146340,20190707,0.96,0.87,f,5,Sydney,Sydney,-33.88565,151.19561,Private room in guest suite,2,1,39,85,t,322.3831595
34803645,262396316,20190517,1,0.45,f,1,Buttes-Chaumont,Paris,48.88941,2.37514,Entire apartment,4,,39,88,f,402.6125018
37627072,284284013,20190809,0.86,0.89,f,2,Woodside,New York,40.74373,-73.9029,Private room in apartment,1,1,39,98,t,766.1487072
48108201,387566682,20200411,0.8,0.82,f,1,Canada Bay,Sydney,-33.83314,151.0832,Private room in apartment,2,1,40,100,f,378.1564499
41175790,255787023,20190414,1,0.45,t,1,East Flatbush,New York,40.65893,-73.93391,Private room in apartment,1,1,40,66,f,377.6627552
38307946,238106749,20190121,1,0.55,t,0,Canterbury,Sydney,-33.92849,151.08355,Private room in house,2,,40,5,t,202.8954114
39719626,304453853,20191025,,0.57,f,0,XII Monte Verde,Rome,41.87535,12.41466,Entire apartment,3,1,40,95,t,900.5471866
44272203,356876891,20200717,0,0.71,f,1,V Prenestino/Centocelle,Rome,41.8788,12.58255,Entire apartment,2,1,40,94,f,434.1135618
36459749,274134454,20190707,,0.31,f,0,Buttes-Chaumont,Paris,48.89023,2.38598,Entire condominium,2,,40,81,t,215.1036799
47381685,382502010,20210101,0.73,0.44,f,0,II Parioli/Nomentano,Rome,41.92626,12.46378,Entire condominium,2,1,40,27,f,496.0930099
38791719,296535904,20190920,1,0.65,f,0,XIII Aurelia,Rome,41.9033,12.42517,Private room in house,2,1,40,58,t,185.8002927
32848199,246910562,20190304,0.8,0.61,f,3,Bay Ridge,New York,40.63156,-74.02485,Private room in apartment,3,1,40,33,f,586.9675285
39751379,283826884,20190807,,0.55,t,2,I Centro Storico,Rome,41.91393,12.45449,Entire apartment,4,1,40,94,f,353.4772836
35349443,266128085,20190603,,0.74,f,1,Midtown,New York,40.74761,-73.98674,Private room in apartment,1,1,40,57,f,534.5958333
46773311,377989100,20201202,0.94,0.57,f,1,Passy,Paris,48.87553,2.28865,Entire apartment,2,,40,100,t,362.805803
48108237,387561519,20200312,,0.97,f,0,Burwood,Sydney,-33.87822,151.09949,Private room in apartment,2,1,40,30,f,718.8234189
48111266,387566490,20201209,1,0.93,f,0,Belmont,New York,40.8581,-73.89285,Private room in apartment,1,1,40,82,f,263.2788132
36089263,271482048,20190626,1,0.73,f,2,I Centro Storico,Rome,41.89816,12.4971,Entire apartment,4,,40,95,f,385.3471944
45494313,305240193,20191029,1,0.39,f,1,Crown Heights,New York,40.67352,-73.95533,Private room in apartment,1,1,40,63,f,165.8298606
38768220,266597518,20190605,1,0.63,f,0,XIII Aurelia,Rome,41.90259,12.42347,Entire apartment,4,1,40,95,f,484.2546487
46327884,276056315,20190714,1,0.48,f,1,I Centro Storico,Rome,41.90136,12.49402,Room in hotel,2,1,40,32,t,289.3605228
33013692,246802603,20190304,0.9,0.72,f,3,XV Cassia/Flaminia,Rome,41.96194,12.44551,Entire apartment,2,,40,84,t,138.4537441
40823361,317527798,20191214,,0.87,f,1,Hurstville,Sydney,-33.94844,151.07913,Private room in house,1,1,40,80,t,665.9566271
38510085,273697261,20190705,,0.96,f,1,Astoria,New York,40.76889,-73.91393,Private room in apartment,1,1,40,67,f,177.9851814
47906290,350437840,20200616,1,0.68,f,0,Ridgewood,New York,40.71117,-73.91917,Private room in apartment,2,1,40,100,t,758.8079061
45235688,365221053,20200831,1,0.37,f,1,I Centro Storico,Rome,41.89839,12.50437,Private room in apartment,2,1,40,36,t,365.4123515
48106762,387563319,20200306,1,0.95,f,0,East Elmhurst,New York,40.76189,-73.87195,Private room in house,1,1,40,100,t,146.4964737
39043988,299066631,20190930,0.5,0.4,f,4,I Centro Storico,Rome,41.90569,12.45811,Private room in bed and breakfast,3,1,40,54,t,752.7817194
47379103,339628791,20200301,0.6,0.86,f,1,Randwick,Sydney,-33.92192,151.24937,Private room in apartment,2,,40,83,t,591.4757092
43453838,261889433,20190514,1,0.95,f,4,Ryde,Sydney,-33.81776,151.09122,Private room in apartment,2,,40,83,t,312.8801879
35854900,269699219,20190619,,0.52,f,4,V Prenestino/Centocelle,Rome,41.89106,12.54531,Entire loft,4,1,40,30,t,732.4243811
47852502,385700270,20210123,1,0.36,f,2,Parramatta,Sydney,-33.79717,151.05688,Private room in house,2,1,40,100,t,328.6237001
48108480,387569510,20200925,,0.72,f,6,Marrickville,Sydney,-33.91555,151.17525,Private room in house,2,1,40,78,t,199.7440299
36619390,273495223,20190704,0,0.71,f,6,I Centro Storico,Rome,41.88651,12.5054,Room in bed and breakfast,2,1,40,67,f,540.3810409
46912374,359510966,20200730,1,0.4,f,3,VII San Giovanni/Cinecitta,Rome,41.87799,12.50873,Entire apartment,4,1,40,10,t,213.8606757
43659730,260337632,20190507,,0.74,f,0,II Parioli/Nomentano,Rome,41.90017,12.51889,Private room in apartment,2,1,40,10,t,431.1175591
37515321,276996651,20190718,1,0.29,f,8,Bourse,Paris,48.87022,2.34725,Entire apartment,2,,40,82,t,335.9076454
48114343,387567620,20200707,1,0.44,t,1,East Flatbush,New York,40.65893,-73.93391,Private room in apartment,1,1,40,100,f,331.7862063
47849849,360642217,20200805,1,0.7,f,2,Marrickville,Sydney,-33.91892,151.14753,Private room in apartment,2,1,40,100,t,242.4492741
47823416,385456771,20210121,,0.47,f,1,Buttes-Montmartre,Paris,48.88706,2.35108,Entire apartment,4,,40,95,t,331.7027553
45061592,363414827,20200820,1,0.53,f,0,Enclos-St-Laurent,Paris,48.87719,2.3503,Entire apartment,2,1,40,95,f,237.5445788
47760989,378401107,20201205,1,0.41,f,0,Randwick,Sydney,-33.91656,151.24288,Private room in house,3,1,40,99,f,270.2086727
41005066,262248507,20190516,,0.91,f,1,Morrisania,New York,40.83232,-73.89655,Private room in bed and breakfast,2,1,40,10,f,385.3579385
48111696,387565697,20200319,0.9,0.5,f,1,Ashfield,Sydney,-33.89034,151.12742,Private room in house,2,1,40,85,t,687.2203435
38175467,278879829,20190724,,0.46,f,3,I Centro Storico,Rome,41.90583,12.44485,Private room in bed and breakfast,2,1,40,95,t,450.2913692
40510514,313626816,20191201,,0.78,f,2,City Of Kogarah,Sydney,-33.96178,151.13433,Private room in apartment,2,1,40,51,f,472.8891508
47894560,385564565,20210122,0.75,0.52,f,1,Passy,Paris,48.84879,2.27462,Entire apartment,1,,40,85,f,679.3112164
42149370,319622263,20191221,0.6,0.78,f,1,Kensington,New York,40.64397,-73.98535,Private room in bed and breakfast,1,1,40,60,f,436.8415888
40197999,310453453,20191118,,0.28,f,0,Buttes-Montmartre,Paris,48.88872,2.3265,Entire apartment,2,,40,96,t,217.4295961
47812555,385368491,20210120,1,0.3,f,0,I Centro Storico,Rome,41.90781,12.45256,Private room in bed and breakfast,2,1,40,78,t,615.8555786
47352536,377246343,20201127,0.91,0.32,f,0,Bedford-Stuyvesant,New York,40.68883,-73.93616,Private room in apartment,2,1,40,85,t,365.3953151
48108716,387563414,20200703,1,0.43,f,13,East New York,New York,40.66777,-73.89375,Private room in townhouse,2,1,40,93,t,399.6047991
48108251,387567680,20200712,1,0.71,f,1,Jamaica,New York,40.67715,-73.79054,Shared room in house,1,1,40,60,t,403.1922524
44009301,242777836,20190212,,0.91,f,1,East Flatbush,New York,40.66089,-73.92637,Private room in apartment,2,1,40,85,t,327.4470658
48111439,387565635,20200925,0.33,0.7,f,3,Strathfield,Sydney,-33.90658,151.07073,Private room in house,1,1,40,37,f,458.9522191
48115064,387565685,20200724,0.6,0.96,f,1,Kensington,New York,40.64397,-73.98535,Private room in bed and breakfast,1,1,40,60,f,858.0779428
40434930,310887232,20191120,1,0.29,t,10,I Centro Storico,Rome,41.90319,12.50459,Private room in hostel,1,1,40,93,t,242.1383284
42419192,256805966,20190419,0.9,0.51,t,0,II Parioli/Nomentano,Rome,41.91555,12.47237,Private room in guest suite,2,1,40,40,t,449.6489195
38320677,291479768,20190903,,0.88,f,0,Norwood,New York,40.87611,-73.88305,Private room in house,2,1,40,99,t,407.2629627
47985036,386760479,20210131,,0.67,f,0,Flatbush,New York,40.65188,-73.9555,Private room in apartment,2,1,40,96,t,263.7168704
35125320,264567429,20190527,0.9,0.31,f,1,Ashfield,Sydney,-33.89034,151.12742,Private room in house,2,1,40,85,t,500.6128381
47862411,385700270,20210123,1,0.49,f,2,Parramatta,Sydney,-33.79758,151.05554,Private room in house,2,1,40,95,t,427.9497805
37003011,278197526,20190722,,0.57,f,2,I Centro Storico,Rome,41.88714,12.47029,Entire apartment,4,1,40,86,f,224.1389212
46041735,373194456,20201025,0.8,0.55,f,1,Canada Bay,Sydney,-33.83314,151.0832,Private room in apartment,2,1,40,100,f,284.1198933
47762918,384916062,20210117,,0.63,f,1,Batignolles-Monceau,Paris,48.89445,2.31225,Private room in apartment,2,1,40,99,f,262.6052027
48110347,387561592,20200330,0,0.64,f,1,Randwick,Sydney,-33.93985,151.2317,Private room in house,2,1,40,70,f,221.6801568
45380557,366910622,20200910,,0.35,f,0,I Centro Storico,Rome,41.90754,12.50029,Private room in condominium,2,1,40,84,t,606.0086864
48112497,387568715,20201106,,0.49,f,2,City Of Kogarah,Sydney,-33.96178,151.13433,Private room in apartment,2,1,40,100,f,293.186929
40528319,307784227,20191107,,0.51,f,4,Wakefield,New York,40.89187,-73.85686,Private room in apartment,2,1,40,80,t,338.9378167
41737314,329612777,20200121,0.93,0.42,f,0,I Centro Storico,Rome,41.89793,12.5048,Entire apartment,4,1,40,93,t,308.2501149
42342656,336783316,20200217,,0.31,f,0,II Parioli/Nomentano,Rome,41.9086,12.51873,Private room in bed and breakfast,1,1,40,86,t,454.9865986
44196174,356034202,20200712,,0.66,f,1,Woodside,New York,40.74373,-73.89438,Shared room in apartment,1,1,40,96,t,827.1012815
32607488,244817841,20190222,1,0.6,f,13,East New York,New York,40.66777,-73.89375,Private room in townhouse,2,1,40,25,t,575.8682805
33630424,238223755,20190122,0,0.49,f,3,VI Roma delle Torri,Rome,41.88256,12.82626,Entire cottage,4,,40,93,t,241.1683257
45671142,235623634,20190110,,0.4,f,1,Buttes-Montmartre,Paris,48.8898,2.34134,Entire apartment,2,,40,100,t,409.5405879
42002119,255526462,20190413,1,0.89,f,3,Crown Heights,New York,40.67801,-73.94751,Private room in apartment,1,1,40,68,f,573.3862688
45821467,274787941,20190709,0.89,0.45,f,1,Buttes-Chaumont,Paris,48.89109,2.37876,Entire apartment,2,1,40,86,f,360.3228402
46091554,288743418,20190825,0.99,0.5,f,89,Fairfield,Sydney,-33.88291,150.95924,Private room in guest suite,2,1,40,100,t,539.8864822
33804320,255225229,20190411,,0.5,f,2,VII San Giovanni/Cinecitta,Rome,41.85545,12.56329,Private room in bed and breakfast,1,1,40,93,t,419.5736917
40716751,315204462,20191207,,0.48,f,0,I Centro Storico,Rome,41.89317,12.50783,Private room in bed and breakfast,2,1,40,25,t,225.6071803
