Id,Age code,Year,NAICS code,Number of firms,Number of establishments,Number of employees,Number of establishments born,Number of establishments exited,NAICS code description,Industry group code,Industry group,Subsector code,Subsector,Sector code,Sector
677,30,1981,316998,17626,18656,477791,1064,3090,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
422,30,1982,315220,18341,19459,537226,837,3493,Men's and Boys' Cut and Sew Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
770,30,1982,316998,18341,19459,537226,837,3493,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
1049,30,1982,324121,18341,19459,537226,837,3493,Asphalt Paving Mixture and Block Manufacturing,3241,Petroleum and Coal Products Manufacturing,324,Petroleum and Coal Products Manufacturing,32,Manufacturing
1652,30,1982,331420,18341,19459,537226,837,3493,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
376,30,1983,315220,20540,21708,578408,565,3862,Men's and Boys' Cut and Sew Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
724,30,1983,316998,20540,21708,578408,565,3862,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
1003,30,1983,324121,20540,21708,578408,565,3862,Asphalt Paving Mixture and Block Manufacturing,3241,Petroleum and Coal Products Manufacturing,324,Petroleum and Coal Products Manufacturing,32,Manufacturing
284,30,1984,311520,17013,17973,551127,526,3352,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
911,30,1984,321920,17013,17973,551127,526,3352,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1188,30,1984,326291,17013,17973,551127,526,3352,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1355,30,1984,327320,17013,17973,551127,526,3352,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
30,30,1985,311211,17134,17993,470036,559,3475,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
585,30,1985,315240,17134,17993,470036,559,3475,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
1769,30,1985,331420,17134,17993,470036,559,3475,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
354,30,1986,315220,17175,18289,524129,525,3329,Men's and Boys' Cut and Sew Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
702,30,1986,316998,17175,18289,524129,525,3329,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
981,30,1986,324121,17175,18289,524129,525,3329,Asphalt Paving Mixture and Block Manufacturing,3241,Petroleum and Coal Products Manufacturing,324,Petroleum and Coal Products Manufacturing,32,Manufacturing
262,30,1987,311520,22368,23649,649587,831,4389,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
889,30,1987,321920,22368,23649,649587,831,4389,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1166,30,1987,326291,22368,23649,649587,831,4389,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1311,30,1987,327320,22368,23649,649587,831,4389,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
8,30,1988,311211,20856,22073,716206,781,3872,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
563,30,1988,315240,20856,22073,716206,781,3872,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
1747,30,1988,331420,20856,22073,716206,781,3872,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
286,30,1989,311520,19946,20974,573757,552,3719,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
913,30,1989,321920,19946,20974,573757,552,3719,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1190,30,1989,326291,19946,20974,573757,552,3719,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1359,30,1989,327320,19946,20974,573757,552,3719,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
402,30,1990,315220,20877,22546,703756,617,3935,Men's and Boys' Cut and Sew Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
750,30,1990,316998,20877,22546,703756,617,3935,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
1029,30,1990,324121,20877,22546,703756,617,3935,Asphalt Paving Mixture and Block Manufacturing,3241,Petroleum and Coal Products Manufacturing,324,Petroleum and Coal Products Manufacturing,32,Manufacturing
1632,30,1990,331420,20877,22546,703756,617,3935,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
102,30,1991,311211,19743,20872,544395,535,3932,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
171,30,1991,311520,19743,20872,544395,535,3932,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
1408,30,1991,327320,19743,20872,544395,535,3932,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
1284,30,1992,326291,18216,19161,460554,567,3734,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1547,30,1992,327320,18216,19161,460554,567,3734,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
542,30,1993,315240,16888,17725,405799,467,3102,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
1123,30,1993,324121,16888,17725,405799,467,3102,Asphalt Paving Mixture and Block Manufacturing,3241,Petroleum and Coal Products Manufacturing,324,Petroleum and Coal Products Manufacturing,32,Manufacturing
1726,30,1993,331420,16888,17725,405799,467,3102,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
57,30,1994,311211,16456,17077,479033,434,2986,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
612,30,1994,315240,16456,17077,479033,434,2986,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
1318,30,1994,327320,16456,17077,479033,434,2986,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
127,30,1995,311211,17014,17753,435729,500,3149,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
196,30,1995,311520,17014,17753,435729,500,3149,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
823,30,1995,321920,17014,17753,435729,500,3149,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1458,30,1995,327320,17014,17753,435729,500,3149,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
266,30,1996,311520,17607,18350,455660,399,3269,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
893,30,1996,321920,17607,18350,455660,399,3269,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1170,30,1996,326291,17607,18350,455660,399,3269,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1319,30,1996,327320,17607,18350,455660,399,3269,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
963,30,1997,321920,17452,18182,446336,456,3223,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1240,30,1997,326291,17452,18182,446336,456,3223,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1459,30,1997,327320,17452,18182,446336,456,3223,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
661,30,1998,316998,16687,17388,398192,413,2948,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
1599,30,1998,327320,16687,17388,398192,413,2948,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
964,30,1999,321920,16714,17516,433991,507,3053,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1241,30,1999,326291,16714,17516,433991,507,3053,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1461,30,1999,327320,16714,17516,433991,507,3053,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
268,30,2000,311520,16137,17094,461866,478,2889,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
895,30,2000,321920,16137,17094,461866,478,2889,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1172,30,2000,326291,16137,17094,461866,478,2889,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1323,30,2000,327320,16137,17094,461866,478,2889,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
130,30,2001,311211,14059,15052,401004,432,2422,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
199,30,2001,311520,14059,15052,401004,432,2422,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
826,30,2001,321920,14059,15052,401004,432,2422,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1464,30,2001,327320,14059,15052,401004,432,2422,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
61,30,2002,311211,13596,14647,386430,446,2775,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
616,30,2002,315240,13596,14647,386430,446,2775,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
1326,30,2002,327320,13596,14647,386430,446,2775,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
547,30,2003,315240,12553,13506,314059,415,2466,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
1128,30,2003,324121,12553,13506,314059,415,2466,Asphalt Paving Mixture and Block Manufacturing,3241,Petroleum and Coal Products Manufacturing,324,Petroleum and Coal Products Manufacturing,32,Manufacturing
1731,30,2003,331420,12553,13506,314059,415,2466,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
1290,30,2004,326291,13016,13860,351669,379,2299,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1559,30,2004,327320,13016,13860,351669,379,2299,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
109,30,2005,311211,11768,12458,263421,390,2209,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
178,30,2005,311520,11768,12458,263421,390,2209,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
1422,30,2005,327320,11768,12458,263421,390,2209,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
410,30,2006,315220,12194,12830,269017,434,2104,Men's and Boys' Cut and Sew Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
758,30,2006,316998,12194,12830,269017,434,2104,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
1037,30,2006,324121,12194,12830,269017,434,2104,Asphalt Paving Mixture and Block Manufacturing,3241,Petroleum and Coal Products Manufacturing,324,Petroleum and Coal Products Manufacturing,32,Manufacturing
1640,30,2006,331420,12194,12830,269017,434,2104,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
295,30,2007,311520,12213,12934,256360,299,1955,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
922,30,2007,321920,12213,12934,256360,299,1955,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1199,30,2007,326291,12213,12934,256360,299,1955,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1377,30,2007,327320,12213,12934,256360,299,1955,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
18,30,2008,311211,13537,14503,272236,231,2345,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
573,30,2008,315240,13537,14503,272236,231,2345,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
1757,30,2008,331420,13537,14503,272236,231,2345,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
667,30,2009,316998,11012,11584,189510,299,2574,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
1611,30,2009,327320,11012,11584,189510,299,2574,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
135,30,2010,311211,9989,10557,175977,323,2141,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
204,30,2010,311520,9989,10557,175977,323,2141,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
831,30,2010,321920,9989,10557,175977,323,2141,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1474,30,2010,327320,9989,10557,175977,323,2141,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
436,30,2011,315220,8750,9382,175574,338,1443,Men's and Boys' Cut and Sew Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
784,30,2011,316998,8750,9382,175574,338,1443,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
1063,30,2011,324121,8750,9382,175574,338,1443,Asphalt Paving Mixture and Block Manufacturing,3241,Petroleum and Coal Products Manufacturing,324,Petroleum and Coal Products Manufacturing,32,Manufacturing
1666,30,2011,331420,8750,9382,175574,338,1443,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
321,30,2012,311520,8173,8747,162447,279,1273,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
948,30,2012,321920,8173,8747,162447,279,1273,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1225,30,2012,326291,8173,8747,162447,279,1273,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1429,30,2012,327320,8173,8747,162447,279,1273,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
44,30,2013,311211,8980,9410,162038,288,1347,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
599,30,2013,315240,8980,9410,162038,288,1347,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
1783,30,2013,331420,8980,9410,162038,288,1347,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
345,30,2014,315220,9289,9640,160403,263,1392,Men's and Boys' Cut and Sew Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
693,30,2014,316998,9289,9640,160403,263,1392,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
161,30,2015,311211,9184,9531,158170,291,1386,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
230,30,2015,311520,9184,9531,158170,291,1386,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
857,30,2015,321920,9184,9531,158170,291,1386,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1526,30,2015,327320,9184,9531,158170,291,1386,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
462,30,2016,315220,9811,10436,189491,286,1348,Men's and Boys' Cut and Sew Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
508,30,2016,315240,9811,10436,189491,286,1348,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
810,30,2016,316998,9811,10436,189491,286,1348,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
1089,30,2016,324121,9811,10436,189491,286,1348,Asphalt Paving Mixture and Block Manufacturing,3241,Petroleum and Coal Products Manufacturing,324,Petroleum and Coal Products Manufacturing,32,Manufacturing
1692,30,2016,331420,9811,10436,189491,286,1348,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
974,30,2017,321920,10138,10825,189097,275,1472,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1251,30,2017,326291,10138,10825,189097,275,1472,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1481,30,2017,327320,10138,10825,189097,275,1472,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
70,30,2018,311211,10207,10919,171462,306,1460,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
625,30,2018,315240,10207,10919,171462,306,1460,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
1344,30,2018,327320,10207,10919,171462,306,1460,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
140,40,1978,311211,0,0,0,0,0,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
209,40,1978,311520,0,0,0,0,0,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
836,40,1978,321920,0,0,0,0,0,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1484,40,1978,327320,0,0,0,0,0,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
94,40,1979,311211,0,0,0,0,0,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
163,40,1979,311520,0,0,0,0,0,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
1392,40,1979,327320,0,0,0,0,0,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
537,40,1980,315240,17856,19489,689495,604,3235,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
1118,40,1980,324121,17856,19489,689495,604,3235,Asphalt Paving Mixture and Block Manufacturing,3241,Petroleum and Coal Products Manufacturing,324,Petroleum and Coal Products Manufacturing,32,Manufacturing
1721,40,1980,331420,17856,19489,689495,604,3235,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
283,40,1981,311520,18227,19113,507369,1863,2467,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
910,40,1981,321920,18227,19113,507369,1863,2467,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1187,40,1981,326291,18227,19113,507369,1863,2467,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1353,40,1981,327320,18227,19113,507369,1863,2467,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
1280,40,1982,326291,15723,16614,448381,618,2628,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1539,40,1982,327320,15723,16614,448381,618,2628,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
957,40,1983,321920,16117,17098,489945,451,2785,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1234,40,1983,326291,16117,17098,489945,451,2785,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1447,40,1983,327320,16117,17098,489945,451,2785,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
76,40,1984,311211,18424,19461,620551,453,2683,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
631,40,1984,315240,18424,19461,620551,453,2683,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
1356,40,1984,327320,18424,19461,620551,453,2683,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
400,40,1985,315220,15129,15989,530536,474,2457,Men's and Boys' Cut and Sew Apparel Manufacturing,3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
748,40,1985,316998,15129,15989,530536,474,2457,All Other Leather Good and Allied Product Manufacturing,3169,Other Leather and Allied Product Manufacturing,316,Leather and Allied Product Manufacturing,31,Manufacturing
1027,40,1985,324121,15129,15989,530536,474,2457,Asphalt Paving Mixture and Block Manufacturing,3241,Petroleum and Coal Products Manufacturing,324,Petroleum and Coal Products Manufacturing,32,Manufacturing
1630,40,1985,331420,15129,15989,530536,474,2457,"Copper Rolling, Drawing, Extruding, and Alloying",3314,Nonferrous Metal (except Aluminum) Production and Processing,331,Primary Metal Manufacturing,33,Manufacturing
308,40,1986,311520,15082,15839,439562,409,2472,Ice Cream and Frozen Dessert Manufacturing,3115,Dairy Product Manufacturing,311,Food Manufacturing,31,Manufacturing
935,40,1986,321920,15082,15839,439562,409,2472,Wood Container and Pallet Manufacturing,3219,Other Wood Product Manufacturing,321,Wood Product Manufacturing,32,Manufacturing
1212,40,1986,326291,15082,15839,439562,409,2472,Rubber Product Manufacturing for Mechanical Use,3262,Rubber Product Manufacturin,326,Plastics and Rubber Products Manufacturin,32,Manufacturing
1403,40,1986,327320,15082,15839,439562,409,2472,Ready-Mix Concrete Manufacturing,3273,Cement and Concrete Product Manufacturing,327,Nonmetallic Mineral Product Manufacturing,32,Manufacturing
54,40,1987,311211,15265,16261,498994,518,2497,Flour Milling,3112,Grain and Oilseed Milling,311,Food Manufacturing,31,Manufacturing
609,40,1987,315240,15265,16261,498994,518,2497,"Women's, Girls', and Infants' Cut and Sew Apparel Manufacturing",3152,Cut and Sew Apparel Manufacturing,315,Apparel Manufacturing,31,Manufacturing
