,transaction,items,day_time,day_type,date,sales
1910,1087,Hot chocolate,Afternoon,Weekday,2016-11-11,1.9
1911,1088,Sandwich,Afternoon,Weekday,2016-11-11,3.8
1912,1088,Juice,Afternoon,Weekday,2016-11-11,2.4
1914,1089,Coffee,Afternoon,Weekday,2016-11-11,2.2
1916,1090,Brownie,Afternoon,Weekday,2016-11-11,2.8
1917,1090,Coffee,Afternoon,Weekday,2016-11-11,2.2
1918,1090,Hot chocolate,Afternoon,Weekday,2016-11-11,1.9
1919,1090,Coffee,Afternoon,Weekday,2016-11-11,2.2
1920,1090,Juice,Afternoon,Weekday,2016-11-11,2.4
1922,1092,Coffee,Afternoon,Weekday,2016-11-11,2.2
1923,1093,Hot chocolate,Afternoon,Weekday,2016-11-11,1.9
1924,1093,Cake,Afternoon,Weekday,2016-11-11,2.5
1925,1094,Soup,Afternoon,Weekday,2016-11-11,2.75
1926,1094,Sandwich,Afternoon,Weekday,2016-11-11,3.8
1927,1094,Tea,Afternoon,Weekday,2016-11-11,1.2
1930,1096,Bread,Afternoon,Weekday,2016-11-11,1.4
1932,1098,Tea,Evening,Weekday,2016-11-11,1.2
1933,1099,Tea,Evening,Weekday,2016-11-11,1.2
1935,1102,Coffee,Evening,Weekday,2016-11-11,2.2
1936,1103,Coffee,Evening,Weekday,2016-11-11,2.2
1937,1104,Croissant,Morning,Weekend,2016-12-11,1.6
1938,1104,Coffee,Morning,Weekend,2016-12-11,2.2
1939,1105,Bread,Morning,Weekend,2016-12-11,1.4
1940,1106,Bread,Morning,Weekend,2016-12-11,1.4
1941,1106,Pastry,Morning,Weekend,2016-12-11,2.2
1942,1106,Croissant,Morning,Weekend,2016-12-11,1.6
1943,1106,Coffee,Morning,Weekend,2016-12-11,2.2
1944,1107,Pastry,Morning,Weekend,2016-12-11,2.2
1945,1107,Bread,Morning,Weekend,2016-12-11,1.4
1946,1108,Coffee,Morning,Weekend,2016-12-11,2.2
1947,1108,Coffee,Morning,Weekend,2016-12-11,2.2
1948,1108,Hot chocolate,Morning,Weekend,2016-12-11,1.9
1949,1108,Bread,Morning,Weekend,2016-12-11,1.4
1950,1108,Pastry,Morning,Weekend,2016-12-11,2.2
1951,1108,Croissant,Morning,Weekend,2016-12-11,1.6
1952,1109,Coffee,Morning,Weekend,2016-12-11,2.2
1953,1110,Bread,Morning,Weekend,2016-12-11,1.4
1954,1111,Croissant,Morning,Weekend,2016-12-11,1.6
1955,1112,Croissant,Morning,Weekend,2016-12-11,1.6
1956,1112,Croissant,Morning,Weekend,2016-12-11,1.6
1957,1112,Bread,Morning,Weekend,2016-12-11,1.4
1958,1114,Coffee,Morning,Weekend,2016-12-11,2.2
1959,1115,Coffee,Morning,Weekend,2016-12-11,2.2
1960,1116,Bread,Morning,Weekend,2016-12-11,1.4
1961,1117,Coffee,Morning,Weekend,2016-12-11,2.2
1962,1117,Muffin,Morning,Weekend,2016-12-11,2.3
1963,1118,Croissant,Morning,Weekend,2016-12-11,1.6
1964,1118,Bread,Morning,Weekend,2016-12-11,1.4
1965,1119,Bread,Morning,Weekend,2016-12-11,1.4
1966,1120,Bread,Morning,Weekend,2016-12-11,1.4
1967,1120,Croissant,Morning,Weekend,2016-12-11,1.6
1968,1121,Coffee,Morning,Weekend,2016-12-11,2.2
1969,1121,Pastry,Morning,Weekend,2016-12-11,2.2
1970,1121,Brownie,Morning,Weekend,2016-12-11,2.8
1971,1122,Croissant,Morning,Weekend,2016-12-11,1.6
1973,1123,Bread,Morning,Weekend,2016-12-11,1.4
1974,1124,Coffee,Morning,Weekend,2016-12-11,2.2
1975,1124,Muffin,Morning,Weekend,2016-12-11,2.3
1976,1125,Bread,Morning,Weekend,2016-12-11,1.4
1977,1126,Coffee,Morning,Weekend,2016-12-11,2.2
1978,1127,Croissant,Morning,Weekend,2016-12-11,1.6
1979,1127,Muffin,Morning,Weekend,2016-12-11,2.3
1980,1128,Bread,Morning,Weekend,2016-12-11,1.4
1981,1129,Coffee,Morning,Weekend,2016-12-11,2.2
1983,1130,Bread,Morning,Weekend,2016-12-11,1.4
1985,1131,Coffee,Morning,Weekend,2016-12-11,2.2
1986,1132,Bread,Morning,Weekend,2016-12-11,1.4
1987,1133,Croissant,Morning,Weekend,2016-12-11,1.6
1988,1134,Coffee,Morning,Weekend,2016-12-11,2.2
1990,1135,Coffee,Morning,Weekend,2016-12-11,2.2
1991,1135,Tea,Morning,Weekend,2016-12-11,1.2
1992,1135,Brownie,Morning,Weekend,2016-12-11,2.8
1993,1135,Truffles,Morning,Weekend,2016-12-11,3.95
1994,1135,Muffin,Morning,Weekend,2016-12-11,2.3
1995,1136,Coffee,Morning,Weekend,2016-12-11,2.2
1996,1137,Coffee,Morning,Weekend,2016-12-11,2.2
1997,1137,Coffee,Morning,Weekend,2016-12-11,2.2
2000,1139,Coffee,Morning,Weekend,2016-12-11,2.2
2001,1139,Croissant,Morning,Weekend,2016-12-11,1.6
2002,1139,Hot chocolate,Morning,Weekend,2016-12-11,1.9
2003,1140,Coffee,Morning,Weekend,2016-12-11,2.2
2004,1140,Muffin,Morning,Weekend,2016-12-11,2.3
2006,1141,Farm House,Morning,Weekend,2016-12-11,2.9
2007,1141,Coffee,Morning,Weekend,2016-12-11,2.2
2008,1141,Coffee,Morning,Weekend,2016-12-11,2.2
2009,1141,Muffin,Morning,Weekend,2016-12-11,2.3
2010,1141,Brownie,Morning,Weekend,2016-12-11,2.8
2011,1142,Bread,Morning,Weekend,2016-12-11,1.4
2012,1142,Coffee,Morning,Weekend,2016-12-11,2.2
2013,1142,Croissant,Morning,Weekend,2016-12-11,1.6
2014,1142,Farm House,Morning,Weekend,2016-12-11,2.9
2015,1143,Farm House,Morning,Weekend,2016-12-11,2.9
2017,1144,Truffles,Morning,Weekend,2016-12-11,3.95
2018,1144,Bread,Morning,Weekend,2016-12-11,1.4
2019,1144,Coffee,Morning,Weekend,2016-12-11,2.2
2020,1145,Soup,Afternoon,Weekend,2016-12-11,2.75
2021,1145,Coffee,Afternoon,Weekend,2016-12-11,2.2
2022,1145,Coffee,Afternoon,Weekend,2016-12-11,2.2
2024,1147,Brownie,Afternoon,Weekend,2016-12-11,2.8
2025,1147,Truffles,Afternoon,Weekend,2016-12-11,3.95
2026,1147,Coffee,Afternoon,Weekend,2016-12-11,2.2
2027,1147,Coffee,Afternoon,Weekend,2016-12-11,2.2
2029,1149,Coke,Afternoon,Weekend,2016-12-11,1.1
2030,1150,Sandwich,Afternoon,Weekend,2016-12-11,3.8
2031,1150,Soup,Afternoon,Weekend,2016-12-11,2.75
2032,1150,Coffee,Afternoon,Weekend,2016-12-11,2.2
2034,1151,Tea,Afternoon,Weekend,2016-12-11,1.2
2035,1151,Juice,Afternoon,Weekend,2016-12-11,2.4
2036,1152,Truffles,Afternoon,Weekend,2016-12-11,3.95
2037,1153,Coffee,Afternoon,Weekend,2016-12-11,2.2
2038,1153,Coffee,Afternoon,Weekend,2016-12-11,2.2
2039,1153,Muffin,Afternoon,Weekend,2016-12-11,2.3
2040,1153,Brownie,Afternoon,Weekend,2016-12-11,2.8
2041,1154,Bread,Afternoon,Weekend,2016-12-11,1.4
2042,1155,Muffin,Afternoon,Weekend,2016-12-11,2.3
2043,1155,Coffee,Afternoon,Weekend,2016-12-11,2.2
2044,1156,Soup,Afternoon,Weekend,2016-12-11,2.75
2045,1156,Brownie,Afternoon,Weekend,2016-12-11,2.8
2046,1156,Coffee,Afternoon,Weekend,2016-12-11,2.2
2047,1156,Tea,Afternoon,Weekend,2016-12-11,1.2
2048,1157,Hot chocolate,Afternoon,Weekend,2016-12-11,1.9
2049,1157,Coffee,Afternoon,Weekend,2016-12-11,2.2
2050,1157,Muffin,Afternoon,Weekend,2016-12-11,2.3
2053,1158,Tea,Afternoon,Weekend,2016-12-11,1.2
2054,1158,Coffee,Afternoon,Weekend,2016-12-11,2.2
2056,1159,Bread,Afternoon,Weekend,2016-12-11,1.4
2057,1161,Farm House,Afternoon,Weekend,2016-12-11,2.9
2058,1162,Farm House,Afternoon,Weekend,2016-12-11,2.9
2059,1163,Coffee,Afternoon,Weekend,2016-12-11,2.2
2060,1163,Coffee,Afternoon,Weekend,2016-12-11,2.2
2061,1163,Brownie,Afternoon,Weekend,2016-12-11,2.8
2062,1163,Muffin,Afternoon,Weekend,2016-12-11,2.3
2063,1164,Soup,Afternoon,Weekend,2016-12-11,2.75
2064,1164,Coffee,Afternoon,Weekend,2016-12-11,2.2
2065,1164,Bread,Afternoon,Weekend,2016-12-11,1.4
2066,1165,Bread,Afternoon,Weekend,2016-12-11,1.4
2067,1165,Muffin,Afternoon,Weekend,2016-12-11,2.3
2068,1166,Farm House,Afternoon,Weekend,2016-12-11,2.9
2069,1166,Bread,Afternoon,Weekend,2016-12-11,1.4
2070,1166,Muffin,Afternoon,Weekend,2016-12-11,2.3
2071,1167,Bread,Afternoon,Weekend,2016-12-11,1.4
2072,1168,Bread,Afternoon,Weekend,2016-12-11,1.4
2073,1168,Coffee,Afternoon,Weekend,2016-12-11,2.2
2074,1168,Bread,Afternoon,Weekend,2016-12-11,1.4
2075,1169,Farm House,Afternoon,Weekend,2016-12-11,2.9
2076,1170,Bread,Afternoon,Weekend,2016-12-11,1.4
2077,1170,Coffee,Afternoon,Weekend,2016-12-11,2.2
2078,1170,Muffin,Afternoon,Weekend,2016-12-11,2.3
2079,1170,Cookies,Afternoon,Weekend,2016-12-11,1.25
2080,1171,Hot chocolate,Afternoon,Weekend,2016-12-11,1.9
2081,1171,Coffee,Afternoon,Weekend,2016-12-11,2.2
2082,1172,Muffin,Afternoon,Weekend,2016-12-11,2.3
2083,1173,Coffee,Afternoon,Weekend,2016-12-11,2.2
2084,1173,Hot chocolate,Afternoon,Weekend,2016-12-11,1.9
2085,1173,Tea,Afternoon,Weekend,2016-12-11,1.2
2086,1174,Coffee,Afternoon,Weekend,2016-12-11,2.2
2087,1174,Coffee,Afternoon,Weekend,2016-12-11,2.2
2089,1175,Tea,Afternoon,Weekend,2016-12-11,1.2
2090,1175,Farm House,Afternoon,Weekend,2016-12-11,2.9
2091,1176,Bread,Afternoon,Weekend,2016-12-11,1.4
2092,1176,Coffee,Afternoon,Weekend,2016-12-11,2.2
2094,1176,Cookies,Afternoon,Weekend,2016-12-11,1.25
2095,1177,Sandwich,Afternoon,Weekend,2016-12-11,3.8
2096,1177,Bread,Afternoon,Weekend,2016-12-11,1.4
2097,1177,Muffin,Afternoon,Weekend,2016-12-11,2.3
2098,1177,Brownie,Afternoon,Weekend,2016-12-11,2.8
2099,1178,Coffee,Afternoon,Weekend,2016-12-11,2.2
2100,1178,Truffles,Afternoon,Weekend,2016-12-11,3.95
2101,1178,Brownie,Afternoon,Weekend,2016-12-11,2.8
2103,1179,Coffee,Afternoon,Weekend,2016-12-11,2.2
2104,1179,Tea,Afternoon,Weekend,2016-12-11,1.2
2105,1179,Bread,Afternoon,Weekend,2016-12-11,1.4
2106,1180,Tea,Afternoon,Weekend,2016-12-11,1.2
2107,1180,Coffee,Afternoon,Weekend,2016-12-11,2.2
2108,1180,Muffin,Afternoon,Weekend,2016-12-11,2.3
2109,1181,Coffee,Afternoon,Weekend,2016-12-11,2.2
2111,1182,Bread,Afternoon,Weekend,2016-12-11,1.4
2112,1183,Tea,Afternoon,Weekend,2016-12-11,1.2
2113,1183,Hot chocolate,Afternoon,Weekend,2016-12-11,1.9
2115,1184,Bread,Afternoon,Weekend,2016-12-11,1.4
2117,1185,Truffles,Afternoon,Weekend,2016-12-11,3.95
2118,1186,Bread,Afternoon,Weekend,2016-12-11,1.4
2119,1187,Bread,Afternoon,Weekend,2016-12-11,1.4
2120,1187,Brownie,Afternoon,Weekend,2016-12-11,2.8
2121,1187,Muffin,Afternoon,Weekend,2016-12-11,2.3
2122,1188,Coffee,Afternoon,Weekend,2016-12-11,2.2
2123,1188,Brownie,Afternoon,Weekend,2016-12-11,2.8
2124,1188,Coffee,Afternoon,Weekend,2016-12-11,2.2
2125,1189,Bread,Afternoon,Weekend,2016-12-11,1.4
2126,1189,Bread,Afternoon,Weekend,2016-12-11,1.4
2127,1190,Bread,Afternoon,Weekend,2016-12-11,1.4
2129,1190,Muffin,Afternoon,Weekend,2016-12-11,2.3
2130,1191,Truffles,Afternoon,Weekend,2016-12-11,3.95
2131,1192,Coffee,Afternoon,Weekend,2016-12-11,2.2
2132,1193,Bread,Afternoon,Weekend,2016-12-11,1.4
2133,1194,Coffee,Afternoon,Weekend,2016-12-11,2.2
2134,1194,Muffin,Afternoon,Weekend,2016-12-11,2.3
2135,1195,Muffin,Afternoon,Weekend,2016-12-11,2.3
2136,1196,Juice,Afternoon,Weekend,2016-12-11,2.4
2137,1197,Coffee,Afternoon,Weekend,2016-12-11,2.2
2138,1198,Muffin,Afternoon,Weekend,2016-12-11,2.3
2139,1199,Bread,Afternoon,Weekend,2016-12-11,1.4
2140,1200,Coffee,Afternoon,Weekend,2016-12-11,2.2
2141,1201,Coffee,Morning,Weekend,2016-11-13,2.2
2142,1201,Tea,Morning,Weekend,2016-11-13,1.2
2143,1202,Coffee,Morning,Weekend,2016-11-13,2.2
2144,1203,Coffee,Morning,Weekend,2016-11-13,2.2
2145,1203,Tea,Morning,Weekend,2016-11-13,1.2
2146,1204,Croissant,Morning,Weekend,2016-11-13,1.6
2147,1204,Coffee,Morning,Weekend,2016-11-13,2.2
2148,1205,Croissant,Morning,Weekend,2016-11-13,1.6
2149,1205,Bread,Morning,Weekend,2016-11-13,1.4
2150,1205,Coffee,Morning,Weekend,2016-11-13,2.2
2151,1205,Pastry,Morning,Weekend,2016-11-13,2.2
2152,1205,Farm House,Morning,Weekend,2016-11-13,2.9
2153,1206,Bread,Morning,Weekend,2016-11-13,1.4
2154,1206,Pastry,Morning,Weekend,2016-11-13,2.2
2155,1206,Bread,Morning,Weekend,2016-11-13,1.4
2156,1207,Croissant,Morning,Weekend,2016-11-13,1.6
2157,1207,Coffee,Morning,Weekend,2016-11-13,2.2
2158,1207,Bread,Morning,Weekend,2016-11-13,1.4
2159,1208,Pastry,Morning,Weekend,2016-11-13,2.2
2160,1209,Bread,Morning,Weekend,2016-11-13,1.4
2161,1210,Croissant,Morning,Weekend,2016-11-13,1.6
2162,1210,Pastry,Morning,Weekend,2016-11-13,2.2
2163,1210,Bread,Morning,Weekend,2016-11-13,1.4
2164,1211,Coffee,Morning,Weekend,2016-11-13,2.2
2165,1212,Bread,Morning,Weekend,2016-11-13,1.4
2166,1212,Farm House,Morning,Weekend,2016-11-13,2.9
2167,1212,Pastry,Morning,Weekend,2016-11-13,2.2
2168,1213,Bread,Morning,Weekend,2016-11-13,1.4
2169,1214,Coffee,Morning,Weekend,2016-11-13,2.2
2170,1214,Croissant,Morning,Weekend,2016-11-13,1.6
2171,1215,Coffee,Morning,Weekend,2016-11-13,2.2
2172,1216,Tea,Morning,Weekend,2016-11-13,1.2
2173,1216,Bread,Morning,Weekend,2016-11-13,1.4
2174,1217,Bread,Morning,Weekend,2016-11-13,1.4
2175,1217,Pastry,Morning,Weekend,2016-11-13,2.2
2177,1220,Coffee,Morning,Weekend,2016-11-13,2.2
2178,1220,Hot chocolate,Morning,Weekend,2016-11-13,1.9
2179,1220,Pastry,Morning,Weekend,2016-11-13,2.2
2180,1221,Bread,Morning,Weekend,2016-11-13,1.4
2181,1221,Muffin,Morning,Weekend,2016-11-13,2.3
2182,1222,Coffee,Morning,Weekend,2016-11-13,2.2
2183,1223,Bread,Morning,Weekend,2016-11-13,1.4
2184,1223,Coffee,Morning,Weekend,2016-11-13,2.2
2185,1223,Croissant,Morning,Weekend,2016-11-13,1.6
2186,1224,Coffee,Morning,Weekend,2016-11-13,2.2
2187,1224,Pastry,Morning,Weekend,2016-11-13,2.2
2188,1224,Bread,Morning,Weekend,2016-11-13,1.4
2189,1225,Croissant,Morning,Weekend,2016-11-13,1.6
2190,1226,Brownie,Morning,Weekend,2016-11-13,2.8
2191,1227,Muffin,Morning,Weekend,2016-11-13,2.3
2192,1229,Coffee,Morning,Weekend,2016-11-13,2.2
2193,1229,Bread,Morning,Weekend,2016-11-13,1.4
2194,1230,Coffee,Morning,Weekend,2016-11-13,2.2
2196,1231,Coffee,Morning,Weekend,2016-11-13,2.2
2197,1231,Coffee,Morning,Weekend,2016-11-13,2.2
2198,1231,Bread,Morning,Weekend,2016-11-13,1.4
2199,1232,Bread,Morning,Weekend,2016-11-13,1.4
2200,1233,Coffee,Morning,Weekend,2016-11-13,2.2
2201,1234,Coffee,Morning,Weekend,2016-11-13,2.2
2202,1234,Coffee,Morning,Weekend,2016-11-13,2.2
2203,1234,Hot chocolate,Morning,Weekend,2016-11-13,1.9
2204,1234,Croissant,Morning,Weekend,2016-11-13,1.6
2205,1235,Brownie,Morning,Weekend,2016-11-13,2.8
2206,1235,Bread,Morning,Weekend,2016-11-13,1.4
2207,1236,Bread,Morning,Weekend,2016-11-13,1.4
2208,1237,Sandwich,Morning,Weekend,2016-11-13,3.8
2209,1237,Coffee,Morning,Weekend,2016-11-13,2.2
2210,1237,Coffee,Morning,Weekend,2016-11-13,2.2
2211,1238,Bread,Morning,Weekend,2016-11-13,1.4
2212,1238,Bread,Morning,Weekend,2016-11-13,1.4
2213,1238,Brownie,Morning,Weekend,2016-11-13,2.8
2214,1239,Brownie,Afternoon,Weekend,2016-11-13,2.8
2215,1239,Coffee,Afternoon,Weekend,2016-11-13,2.2
2216,1239,Bread,Afternoon,Weekend,2016-11-13,1.4
2217,1240,Sandwich,Afternoon,Weekend,2016-11-13,3.8
2218,1240,Brownie,Afternoon,Weekend,2016-11-13,2.8
2219,1240,Hot chocolate,Afternoon,Weekend,2016-11-13,1.9
2220,1240,Coffee,Afternoon,Weekend,2016-11-13,2.2
2221,1241,Coffee,Afternoon,Weekend,2016-11-13,2.2
2222,1242,Bread,Afternoon,Weekend,2016-11-13,1.4
2223,1243,Coffee,Afternoon,Weekend,2016-11-13,2.2
2224,1243,Coffee,Afternoon,Weekend,2016-11-13,2.2
2225,1244,Bread,Afternoon,Weekend,2016-11-13,1.4
2226,1245,Bread,Afternoon,Weekend,2016-11-13,1.4
2227,1246,Coffee,Afternoon,Weekend,2016-11-13,2.2
2228,1247,Bread,Afternoon,Weekend,2016-11-13,1.4
2229,1248,Coffee,Afternoon,Weekend,2016-11-13,2.2
2230,1248,Coffee,Afternoon,Weekend,2016-11-13,2.2
2231,1248,Juice,Afternoon,Weekend,2016-11-13,2.4
2232,1249,Bread,Afternoon,Weekend,2016-11-13,1.4
2233,1250,Coffee,Afternoon,Weekend,2016-11-13,2.2
2234,1251,Coffee,Afternoon,Weekend,2016-11-13,2.2
2235,1251,Tea,Afternoon,Weekend,2016-11-13,1.2
2236,1252,Brownie,Afternoon,Weekend,2016-11-13,2.8
2237,1252,Croissant,Afternoon,Weekend,2016-11-13,1.6
2238,1252,Muffin,Afternoon,Weekend,2016-11-13,2.3
2239,1253,Bread,Afternoon,Weekend,2016-11-13,1.4
2240,1254,Bread,Afternoon,Weekend,2016-11-13,1.4
2241,1254,Brownie,Afternoon,Weekend,2016-11-13,2.8
2242,1254,Muffin,Afternoon,Weekend,2016-11-13,2.3
2243,1254,Bread,Afternoon,Weekend,2016-11-13,1.4
2244,1255,Brownie,Afternoon,Weekend,2016-11-13,2.8
2246,1255,Coffee,Afternoon,Weekend,2016-11-13,2.2
2247,1255,Bread,Afternoon,Weekend,2016-11-13,1.4
2248,1256,Bread,Afternoon,Weekend,2016-11-13,1.4
2249,1257,Brownie,Afternoon,Weekend,2016-11-13,2.8
2250,1258,Coffee,Afternoon,Weekend,2016-11-13,2.2
2251,1259,Bread,Afternoon,Weekend,2016-11-13,1.4
2252,1259,Bread,Afternoon,Weekend,2016-11-13,1.4
2253,1259,Tea,Afternoon,Weekend,2016-11-13,1.2
2254,1260,Coffee,Afternoon,Weekend,2016-11-13,2.2
2255,1260,Coke,Afternoon,Weekend,2016-11-13,1.1
2256,1260,Bread,Afternoon,Weekend,2016-11-13,1.4
2257,1260,Brownie,Afternoon,Weekend,2016-11-13,2.8
2258,1261,Muffin,Afternoon,Weekend,2016-11-13,2.3
2259,1261,Coffee,Afternoon,Weekend,2016-11-13,2.2
2260,1261,Tea,Afternoon,Weekend,2016-11-13,1.2
2261,1262,Bread,Afternoon,Weekend,2016-11-13,1.4
2262,1263,Bread,Afternoon,Weekend,2016-11-13,1.4
2263,1264,Coffee,Afternoon,Weekend,2016-11-13,2.2
2264,1264,Coffee,Afternoon,Weekend,2016-11-13,2.2
2265,1264,Tea,Afternoon,Weekend,2016-11-13,1.2
2266,1264,Bread,Afternoon,Weekend,2016-11-13,1.4
2267,1265,Cookies,Afternoon,Weekend,2016-11-13,1.25
2268,1266,Bread,Afternoon,Weekend,2016-11-13,1.4
2269,1266,Cake,Afternoon,Weekend,2016-11-13,2.5
2270,1267,Coffee,Afternoon,Weekend,2016-11-13,2.2
2271,1267,Coffee,Afternoon,Weekend,2016-11-13,2.2
2272,1267,Bread,Afternoon,Weekend,2016-11-13,1.4
2273,1268,Muffin,Afternoon,Weekend,2016-11-13,2.3
2274,1269,Coffee,Afternoon,Weekend,2016-11-13,2.2
2275,1270,Juice,Afternoon,Weekend,2016-11-13,2.4
2276,1270,Muffin,Afternoon,Weekend,2016-11-13,2.3
2277,1270,Brownie,Afternoon,Weekend,2016-11-13,2.8
2278,1274,Muffin,Evening,Weekend,2016-11-13,2.3
2279,1275,Coffee,Morning,Weekday,2016-11-14,2.2
2280,1276,Coffee,Morning,Weekday,2016-11-14,2.2
2281,1277,Tea,Morning,Weekday,2016-11-14,1.2
2282,1277,Croissant,Morning,Weekday,2016-11-14,1.6
2283,1278,Croissant,Morning,Weekday,2016-11-14,1.6
2284,1278,Coffee,Morning,Weekday,2016-11-14,2.2
2285,1279,Coffee,Morning,Weekday,2016-11-14,2.2
2286,1280,Coffee,Morning,Weekday,2016-11-14,2.2
2287,1280,Croissant,Morning,Weekday,2016-11-14,1.6
2288,1281,Pastry,Morning,Weekday,2016-11-14,2.2
2289,1281,Coffee,Morning,Weekday,2016-11-14,2.2
2290,1282,Tea,Morning,Weekday,2016-11-14,1.2
2291,1282,Coffee,Morning,Weekday,2016-11-14,2.2
2292,1282,Coffee,Morning,Weekday,2016-11-14,2.2
2293,1283,Farm House,Morning,Weekday,2016-11-14,2.9
2294,1284,Tea,Morning,Weekday,2016-11-14,1.2
2295,1284,Truffles,Morning,Weekday,2016-11-14,3.95
2296,1285,Farm House,Morning,Weekday,2016-11-14,2.9
2297,1286,Coffee,Morning,Weekday,2016-11-14,2.2
2298,1287,Croissant,Morning,Weekday,2016-11-14,1.6
2299,1287,Truffles,Morning,Weekday,2016-11-14,3.95
2300,1287,Tea,Morning,Weekday,2016-11-14,1.2
2301,1288,Tea,Morning,Weekday,2016-11-14,1.2
2302,1289,Croissant,Morning,Weekday,2016-11-14,1.6
2303,1289,Pastry,Morning,Weekday,2016-11-14,2.2
2304,1289,Truffles,Morning,Weekday,2016-11-14,3.95
2305,1290,Pastry,Morning,Weekday,2016-11-14,2.2
2306,1291,Farm House,Morning,Weekday,2016-11-14,2.9
2307,1292,Coffee,Morning,Weekday,2016-11-14,2.2
2308,1292,Bread,Morning,Weekday,2016-11-14,1.4
2309,1293,Coffee,Morning,Weekday,2016-11-14,2.2
2310,1293,Truffles,Morning,Weekday,2016-11-14,3.95
2311,1294,Coffee,Morning,Weekday,2016-11-14,2.2
2312,1294,Coffee,Morning,Weekday,2016-11-14,2.2
2313,1295,Coffee,Morning,Weekday,2016-11-14,2.2
2314,1295,Tea,Morning,Weekday,2016-11-14,1.2
2315,1296,Coffee,Morning,Weekday,2016-11-14,2.2
2316,1296,Coffee,Morning,Weekday,2016-11-14,2.2
2317,1297,Bread,Morning,Weekday,2016-11-14,1.4
2318,1297,Bread,Morning,Weekday,2016-11-14,1.4
2319,1298,Bread,Morning,Weekday,2016-11-14,1.4
2320,1299,Croissant,Morning,Weekday,2016-11-14,1.6
2321,1300,Bread,Morning,Weekday,2016-11-14,1.4
2322,1301,Tea,Morning,Weekday,2016-11-14,1.2
2323,1301,Bread,Morning,Weekday,2016-11-14,1.4
2324,1303,Coffee,Afternoon,Weekday,2016-11-14,2.2
2325,1303,Muffin,Afternoon,Weekday,2016-11-14,2.3
2326,1304,Pastry,Afternoon,Weekday,2016-11-14,2.2
2327,1305,Coffee,Afternoon,Weekday,2016-11-14,2.2
2328,1306,Bread,Afternoon,Weekday,2016-11-14,1.4
2329,1306,Sandwich,Afternoon,Weekday,2016-11-14,3.8
2330,1306,Tea,Afternoon,Weekday,2016-11-14,1.2
2331,1307,Bread,Afternoon,Weekday,2016-11-14,1.4
2332,1307,Truffles,Afternoon,Weekday,2016-11-14,3.95
2333,1308,Sandwich,Afternoon,Weekday,2016-11-14,3.8
2334,1308,Coffee,Afternoon,Weekday,2016-11-14,2.2
2335,1309,Coffee,Afternoon,Weekday,2016-11-14,2.2
2336,1309,Tea,Afternoon,Weekday,2016-11-14,1.2
2337,1309,Truffles,Afternoon,Weekday,2016-11-14,3.95
2338,1310,Bread,Afternoon,Weekday,2016-11-14,1.4
2339,1311,Sandwich,Afternoon,Weekday,2016-11-14,3.8
2340,1311,Coffee,Afternoon,Weekday,2016-11-14,2.2
2341,1311,Tea,Afternoon,Weekday,2016-11-14,1.2
2342,1313,Coffee,Afternoon,Weekday,2016-11-14,2.2
2343,1314,Sandwich,Afternoon,Weekday,2016-11-14,3.8
2344,1314,Bread,Afternoon,Weekday,2016-11-14,1.4
2346,1315,Truffles,Afternoon,Weekday,2016-11-14,3.95
2347,1316,Muffin,Afternoon,Weekday,2016-11-14,2.3
2348,1316,Coffee,Afternoon,Weekday,2016-11-14,2.2
2349,1316,Coffee,Afternoon,Weekday,2016-11-14,2.2
2350,1317,Sandwich,Afternoon,Weekday,2016-11-14,3.8
2351,1317,Hot chocolate,Afternoon,Weekday,2016-11-14,1.9
2352,1317,Coffee,Afternoon,Weekday,2016-11-14,2.2
2353,1317,Cookies,Afternoon,Weekday,2016-11-14,1.25
2354,1318,Bread,Afternoon,Weekday,2016-11-14,1.4
2355,1318,Bread,Afternoon,Weekday,2016-11-14,1.4
2356,1318,Sandwich,Afternoon,Weekday,2016-11-14,3.8
2357,1319,Farm House,Afternoon,Weekday,2016-11-14,2.9
2358,1320,Coffee,Afternoon,Weekday,2016-11-14,2.2
2359,1320,Muffin,Afternoon,Weekday,2016-11-14,2.3
2361,1321,Bread,Afternoon,Weekday,2016-11-14,1.4
2362,1322,Sandwich,Afternoon,Weekday,2016-11-14,3.8
2363,1322,Soup,Afternoon,Weekday,2016-11-14,2.75
2364,1322,Coffee,Afternoon,Weekday,2016-11-14,2.2
2365,1322,Tea,Afternoon,Weekday,2016-11-14,1.2
2366,1323,Farm House,Afternoon,Weekday,2016-11-14,2.9
2367,1324,Coffee,Afternoon,Weekday,2016-11-14,2.2
2368,1324,Tea,Afternoon,Weekday,2016-11-14,1.2
2369,1325,Soup,Afternoon,Weekday,2016-11-14,2.75
2370,1325,Muffin,Afternoon,Weekday,2016-11-14,2.3
2371,1325,Coffee,Afternoon,Weekday,2016-11-14,2.2
2372,1326,Bread,Afternoon,Weekday,2016-11-14,1.4
2373,1327,Coffee,Afternoon,Weekday,2016-11-14,2.2
2374,1327,Soup,Afternoon,Weekday,2016-11-14,2.75
2375,1328,Coffee,Afternoon,Weekday,2016-11-14,2.2
2376,1328,Coffee,Afternoon,Weekday,2016-11-14,2.2
2377,1328,Muffin,Afternoon,Weekday,2016-11-14,2.3
2378,1329,Bread,Afternoon,Weekday,2016-11-14,1.4
2379,1329,Muffin,Afternoon,Weekday,2016-11-14,2.3
2380,1330,Coffee,Afternoon,Weekday,2016-11-14,2.2
