,rooms,type,price,date,distance,bedrooms,bathrooms,car,land_area,building_area,year_built,council_area,region
3953,4,h,1048700.0,23/04/2016,8.7,3.0,2.0,2.0,452.0,245.0,1999.0,Maribyrnong,Western
3954,2,t,400000.0,24/09/2016,8.7,2.0,1.0,2.0,54.0,85.0,2000.0,Maribyrnong,Western
3955,4,h,1215000.0,24/09/2016,8.7,4.0,3.0,4.0,613.0,142.0,1950.0,Maribyrnong,Western
3956,4,h,1180000.0,25/02/2017,8.7,4.0,3.0,2.0,688.0,166.0,1960.0,Maribyrnong,Western
3957,4,h,1117000.0,25/02/2017,8.7,4.0,3.0,2.0,325.0,207.0,2005.0,Maribyrnong,Western
3958,2,u,420000.0,25/02/2017,8.7,2.0,1.0,1.0,0.0,68.0,1970.0,Maribyrnong,Western
3959,5,t,1000000.0,25/02/2017,8.7,5.0,3.0,2.0,98.0,,,Maribyrnong,Western
3960,4,h,770000.0,26/07/2016,8.7,4.0,2.0,2.0,215.0,231.0,2000.0,Maribyrnong,Western
3961,3,h,905000.0,27/06/2016,8.7,3.0,1.0,2.0,696.0,,,Maribyrnong,Western
3962,5,h,1151000.0,27/06/2016,8.7,5.0,2.0,5.0,694.0,232.0,1950.0,Maribyrnong,Western
3963,3,h,907000.0,27/11/2016,8.7,3.0,1.0,2.0,678.0,124.0,1950.0,Maribyrnong,Western
3964,2,u,570000.0,27/11/2016,8.7,2.0,2.0,1.0,3014.0,204.0,2012.0,Maribyrnong,Western
3965,3,h,820000.0,28/05/2016,8.7,3.0,2.0,2.0,203.0,160.0,2006.0,Maribyrnong,Western
3966,3,h,940000.0,28/05/2016,8.7,3.0,1.0,1.0,695.0,141.0,1940.0,Maribyrnong,Western
3967,4,h,1030000.0,28/05/2016,8.7,4.0,2.0,1.0,573.0,196.0,1925.0,Maribyrnong,Western
3968,5,h,1350000.0,28/05/2016,8.7,5.0,3.0,5.0,670.0,,,Maribyrnong,Western
3969,4,h,1230000.0,28/08/2016,8.7,3.0,3.0,2.0,270.0,215.0,2009.0,Maribyrnong,Western
3970,3,h,460000.0,30/07/2016,8.7,3.0,2.0,1.0,95.0,,2001.0,Maribyrnong,Western
3971,3,h,884500.0,30/07/2016,8.7,3.0,2.0,2.0,211.0,234.0,2005.0,Maribyrnong,Western
3972,3,h,1010000.0,30/07/2016,8.7,3.0,1.0,1.0,594.0,,1940.0,Maribyrnong,Western
3973,3,h,820000.0,30/07/2016,8.7,3.0,1.0,4.0,539.0,,,Maribyrnong,Western
3974,3,h,820000.0,30/07/2016,8.7,3.0,1.0,4.0,578.0,176.0,2006.0,Maribyrnong,Western
3975,2,u,330000.0,30/07/2016,8.7,2.0,1.0,1.0,0.0,,1970.0,Maribyrnong,Western
3976,1,u,427000.0,3/12/2016,2.8,1.0,1.0,0.0,0.0,,,Melbourne,Northern
3977,2,u,1160500.0,4/03/2017,2.8,2.0,2.0,1.0,4230.0,,2006.0,Melbourne,Northern
3978,2,u,780000.0,4/06/2016,2.8,2.0,2.0,1.0,0.0,85.0,1997.0,Melbourne,Northern
3979,2,u,535000.0,7/05/2016,2.8,2.0,1.0,1.0,0.0,84.0,2001.0,Melbourne,Northern
3980,2,u,450000.0,7/11/2016,2.8,2.0,1.0,1.0,0.0,55.0,2014.0,Melbourne,Northern
3981,2,u,360000.0,7/11/2016,2.8,2.0,1.0,0.0,0.0,66.0,1974.0,Melbourne,Northern
3982,2,u,665000.0,7/11/2016,2.8,2.0,1.0,1.0,0.0,80.0,2004.0,Melbourne,Northern
3983,1,u,386000.0,10/09/2016,2.8,1.0,1.0,0.0,0.0,64.0,1976.0,Melbourne,Northern
3984,1,u,659000.0,10/09/2016,2.8,1.0,1.0,1.0,0.0,59.0,2006.0,Melbourne,Northern
3985,2,u,671000.0,10/12/2016,2.8,2.0,1.0,1.0,0.0,,,Melbourne,Northern
3986,2,u,545000.0,12/11/2016,2.8,2.0,1.0,1.0,0.0,67.0,2002.0,Melbourne,Northern
3987,1,u,450000.0,12/11/2016,2.8,1.0,1.0,0.0,0.0,57.0,1960.0,Melbourne,Northern
3988,1,u,432000.0,13/08/2016,2.8,1.0,1.0,1.0,0.0,51.0,2005.0,Melbourne,Northern
3989,1,u,400000.0,13/08/2016,2.8,1.0,1.0,1.0,0.0,,2005.0,Melbourne,Northern
3990,1,u,210000.0,13/08/2016,2.8,1.0,1.0,0.0,0.0,,,Melbourne,Northern
3991,3,u,750000.0,15/10/2016,2.8,3.0,2.0,1.0,0.0,122.0,1998.0,Melbourne,Northern
3992,1,u,375000.0,15/10/2016,2.8,1.0,1.0,0.0,1414.0,47.0,2014.0,Melbourne,Northern
3993,1,u,680000.0,17/09/2016,2.8,1.0,1.0,2.0,0.0,102.0,1965.0,Melbourne,Northern
3994,2,u,470000.0,18/03/2017,2.8,2.0,1.0,2.0,0.0,55.0,1917.0,Melbourne,Northern
3995,2,u,650000.0,18/03/2017,2.8,2.0,1.0,1.0,0.0,92.0,,Melbourne,Northern
3996,2,u,483000.0,18/03/2017,2.8,1.0,1.0,1.0,0.0,68.0,2004.0,Melbourne,Northern
3997,3,u,610000.0,18/06/2016,2.8,3.0,2.0,0.0,0.0,,,Melbourne,Northern
3998,1,u,700000.0,19/11/2016,2.8,1.0,1.0,1.0,0.0,64.0,1920.0,Melbourne,Northern
3999,2,u,520000.0,19/11/2016,2.8,1.0,1.0,1.0,4051.0,68.0,2005.0,Melbourne,Northern
4000,1,u,440000.0,22/08/2016,2.8,1.0,1.0,1.0,0.0,65.0,1920.0,Melbourne,Northern
4001,1,u,436000.0,23/04/2016,2.8,1.0,1.0,0.0,0.0,,,Melbourne,Northern
4002,2,u,733000.0,24/09/2016,2.8,2.0,2.0,1.0,0.0,94.0,1965.0,Melbourne,Northern
4003,2,u,675000.0,24/09/2016,2.8,2.0,2.0,1.0,0.0,,2014.0,Melbourne,Northern
4004,3,h,1630000.0,25/02/2017,2.8,3.0,2.0,0.0,95.0,,,Melbourne,Northern
4005,3,u,760000.0,28/05/2016,2.8,2.0,2.0,1.0,0.0,89.0,1997.0,Melbourne,Northern
4006,2,u,360000.0,28/08/2016,2.8,1.0,1.0,1.0,1136.0,69.0,2009.0,Melbourne,Northern
4007,2,u,390000.0,30/07/2016,2.8,2.0,1.0,1.0,1751.0,,2012.0,Melbourne,Northern
4008,3,h,2600000.0,3/09/2016,4.1,3.0,1.0,1.0,279.0,133.0,1900.0,Port Phillip,Southern
4009,3,h,2350000.0,3/12/2016,4.1,3.0,1.0,2.0,277.0,132.0,1900.0,Port Phillip,Southern
4010,3,h,2956000.0,4/03/2017,4.1,3.0,2.0,0.0,300.0,,,Port Phillip,Southern
4011,2,u,535000.0,4/06/2016,4.1,2.0,1.0,1.0,760.0,58.0,1930.0,Port Phillip,Southern
4012,1,u,400000.0,8/10/2016,4.1,1.0,1.0,1.0,0.0,,,Port Phillip,Southern
4013,2,h,1690000.0,13/08/2016,4.1,2.0,1.0,1.0,145.0,,,Port Phillip,Southern
4014,2,h,1020000.0,14/05/2016,4.1,2.0,1.0,1.0,107.0,,1900.0,Port Phillip,Southern
4015,2,h,1515000.0,14/05/2016,4.1,3.0,1.0,0.0,98.0,,,Port Phillip,Southern
4016,2,u,700000.0,16/04/2016,4.1,2.0,1.0,1.0,0.0,67.0,1970.0,Port Phillip,Southern
4017,3,h,2360000.0,18/06/2016,4.1,3.0,1.0,1.0,288.0,,1900.0,Port Phillip,Southern
4018,3,h,2005000.0,18/06/2016,4.1,3.0,1.0,0.0,220.0,,,Port Phillip,Southern
4019,2,u,702000.0,18/06/2016,4.1,2.0,1.0,1.0,0.0,,1970.0,Port Phillip,Southern
4020,4,h,3120000.0,19/11/2016,4.1,4.0,2.0,1.0,182.0,100.0,1900.0,Port Phillip,Southern
4021,2,h,1025000.0,23/04/2016,4.1,2.0,1.0,0.0,123.0,73.0,1910.0,Port Phillip,Southern
4022,2,h,1920000.0,25/02/2017,4.1,2.0,1.0,0.0,152.0,82.0,1910.0,Port Phillip,Southern
4023,3,h,2623000.0,26/07/2016,4.1,3.0,2.0,2.0,181.0,212.0,2010.0,Port Phillip,Southern
4024,3,h,1500000.0,27/06/2016,4.1,3.0,2.0,1.0,151.0,165.0,1880.0,Port Phillip,Southern
4025,2,h,1630000.0,27/11/2016,4.1,2.0,1.0,0.0,152.0,113.0,1915.0,Port Phillip,Southern
4026,3,h,1910000.0,28/08/2016,4.1,3.0,1.0,3.0,217.0,125.0,1900.0,Port Phillip,Southern
4027,2,h,1320000.0,3/09/2016,11.8,2.0,1.0,1.0,613.0,115.0,1950.0,Whitehorse,Eastern
4028,4,h,2850000.0,3/09/2016,11.8,4.0,2.0,2.0,1388.0,,,Whitehorse,Eastern
4029,2,u,750000.0,4/02/2016,11.8,2.0,2.0,2.0,0.0,80.0,2003.0,Whitehorse,Eastern
4030,3,h,2588000.0,7/11/2016,11.8,3.0,3.0,2.0,1149.0,225.0,1920.0,Whitehorse,Eastern
4031,5,h,1955000.0,8/10/2016,11.8,5.0,3.0,2.0,424.0,,,Whitehorse,Eastern
4032,5,h,1400000.0,10/12/2016,11.8,5.0,4.0,2.0,355.0,25.0,1979.0,Whitehorse,Eastern
4033,2,u,665000.0,10/12/2016,11.8,2.0,2.0,2.0,1291.0,,,Whitehorse,Eastern
4034,5,h,2714000.0,12/11/2016,11.8,5.0,2.0,2.0,1053.0,,,Whitehorse,Eastern
4035,6,h,2350000.0,12/11/2016,11.8,6.0,3.0,3.0,2026.0,,,Whitehorse,Eastern
4036,4,h,2200000.0,13/08/2016,11.8,4.0,2.0,2.0,931.0,199.0,1930.0,Whitehorse,Eastern
4037,2,t,660000.0,14/05/2016,11.8,2.0,2.0,1.0,146.0,,,Whitehorse,Eastern
4038,3,t,1310000.0,15/10/2016,11.8,3.0,2.0,2.0,330.0,148.0,2001.0,Whitehorse,Eastern
4039,2,u,540000.0,15/10/2016,11.8,2.0,1.0,1.0,0.0,,1960.0,Whitehorse,Eastern
4040,4,h,2335000.0,18/03/2017,11.8,4.0,2.0,2.0,813.0,170.0,1938.0,Whitehorse,Eastern
4041,4,h,2000000.0,18/06/2016,11.8,3.0,2.0,1.0,626.0,,1929.0,Whitehorse,Eastern
4042,5,h,1815000.0,19/11/2016,11.8,5.0,1.0,0.0,711.0,207.0,1950.0,Whitehorse,Eastern
4043,2,u,725000.0,19/11/2016,11.8,2.0,2.0,2.0,0.0,116.0,2005.0,Whitehorse,Eastern
4044,4,h,3900000.0,25/02/2017,11.8,4.0,2.0,6.0,2187.0,327.0,1903.0,Whitehorse,Eastern
4045,2,h,666000.0,26/07/2016,11.8,2.0,1.0,1.0,0.0,,,Whitehorse,Eastern
4046,3,t,1200000.0,27/06/2016,11.8,3.0,2.0,2.0,255.0,152.0,2000.0,Whitehorse,Eastern
4047,3,h,1564000.0,27/11/2016,11.8,3.0,2.0,2.0,640.0,117.0,1950.0,Whitehorse,Eastern
4048,2,u,520000.0,28/05/2016,11.8,2.0,1.0,1.0,0.0,92.0,2005.0,Whitehorse,Eastern
4049,3,u,670000.0,3/09/2016,6.9,3.0,2.0,2.0,0.0,120.0,2000.0,Moonee Valley,Western
4050,4,h,1715000.0,3/12/2016,6.9,4.0,2.0,3.0,668.0,,,Moonee Valley,Western
4051,3,h,1055000.0,3/12/2016,6.9,3.0,2.0,2.0,0.0,189.0,2009.0,Moonee Valley,Western
4052,2,u,348000.0,3/12/2016,6.9,2.0,1.0,1.0,0.0,63.0,2007.0,Moonee Valley,Western
4053,4,h,1780000.0,4/03/2017,6.9,4.0,3.0,2.0,615.0,201.0,1920.0,Moonee Valley,Western
4054,6,h,2150000.0,4/03/2017,6.9,6.0,3.0,2.0,912.0,,,Moonee Valley,Western
4055,5,h,1730000.0,4/03/2017,6.9,5.0,1.0,1.0,584.0,,,Moonee Valley,Western
4056,3,h,1440000.0,4/03/2017,6.9,3.0,2.0,1.0,287.0,196.0,1880.0,Moonee Valley,Western
4057,4,h,1225000.0,4/03/2017,6.9,4.0,1.0,1.0,388.0,120.0,1920.0,Moonee Valley,Western
4058,4,h,1445000.0,7/05/2016,6.9,3.0,3.0,2.0,384.0,178.0,1920.0,Moonee Valley,Western
4059,3,h,990000.0,7/11/2016,6.9,3.0,1.0,2.0,328.0,107.0,1900.0,Moonee Valley,Western
4060,3,h,1400000.0,7/11/2016,6.9,3.0,2.0,2.0,597.0,,,Moonee Valley,Western
4061,3,h,1550000.0,8/10/2016,6.9,3.0,2.0,3.0,477.0,258.0,2014.0,Moonee Valley,Western
4062,3,h,1170000.0,8/10/2016,6.9,3.0,1.0,1.0,443.0,102.0,1930.0,Moonee Valley,Western
4063,4,h,1120000.0,8/10/2016,6.9,4.0,1.0,1.0,571.0,138.0,1915.0,Moonee Valley,Western
4064,2,u,675000.0,8/10/2016,6.9,2.0,1.0,1.0,206.0,,,Moonee Valley,Western
4065,3,h,880000.0,8/10/2016,6.9,3.0,2.0,2.0,315.0,,,Moonee Valley,Western
4066,4,h,1530000.0,10/09/2016,6.9,3.0,2.0,1.0,431.0,152.0,1906.0,Moonee Valley,Western
4067,4,h,1350000.0,10/09/2016,6.9,4.0,2.0,2.0,447.0,,1880.0,Moonee Valley,Western
4068,3,h,832000.0,10/09/2016,6.9,3.0,2.0,2.0,214.0,111.0,1997.0,Moonee Valley,Western
4069,2,u,420000.0,10/09/2016,6.9,2.0,1.0,1.0,0.0,82.0,1950.0,Moonee Valley,Western
4070,4,h,2400000.0,10/09/2016,6.9,4.0,4.0,2.0,636.0,308.0,1900.0,Moonee Valley,Western
4071,3,u,565000.0,10/09/2016,6.9,2.0,2.0,1.0,0.0,115.0,2001.0,Moonee Valley,Western
4072,2,u,550000.0,10/09/2016,6.9,2.0,1.0,1.0,0.0,85.0,1990.0,Moonee Valley,Western
4073,4,h,1211000.0,10/09/2016,6.9,3.0,1.0,3.0,477.0,146.0,1910.0,Moonee Valley,Western
4074,5,h,2405000.0,10/12/2016,6.9,5.0,2.0,1.0,0.0,,,Moonee Valley,Western
4075,4,h,1395000.0,10/12/2016,6.9,4.0,1.0,2.0,603.0,,,Moonee Valley,Western
4076,3,h,1630000.0,10/12/2016,6.9,3.0,2.0,0.0,408.0,199.0,1900.0,Moonee Valley,Western
4077,3,h,1160000.0,10/12/2016,6.9,3.0,1.0,1.0,449.0,133.0,1910.0,Moonee Valley,Western
4078,3,h,1065000.0,10/12/2016,6.9,3.0,1.0,1.0,395.0,,,Moonee Valley,Western
4079,4,h,1361500.0,10/12/2016,6.9,4.0,1.0,2.0,453.0,145.0,1920.0,Moonee Valley,Western
4080,2,h,945000.0,10/12/2016,6.9,2.0,1.0,0.0,225.0,97.0,1890.0,Moonee Valley,Western
4081,1,u,360000.0,10/12/2016,6.9,1.0,1.0,1.0,0.0,54.0,1965.0,Moonee Valley,Western
4082,2,h,860000.0,11/02/2017,6.9,2.0,1.0,1.0,301.0,80.0,1920.0,Moonee Valley,Western
4083,3,h,1260000.0,11/02/2017,6.9,3.0,2.0,1.0,253.0,,,Moonee Valley,Western
4084,4,h,1637000.0,12/11/2016,6.9,4.0,1.0,3.0,539.0,190.0,1900.0,Moonee Valley,Western
4085,3,h,1505000.0,12/11/2016,6.9,3.0,2.0,2.0,249.0,168.0,2007.0,Moonee Valley,Western
4086,2,t,515000.0,12/11/2016,6.9,2.0,1.0,1.0,1981.0,111.0,2006.0,Moonee Valley,Western
4087,3,h,1100000.0,13/08/2016,6.9,3.0,1.0,2.0,572.0,,,Moonee Valley,Western
4088,2,u,330000.0,14/05/2016,6.9,2.0,1.0,1.0,0.0,39.0,2014.0,Moonee Valley,Western
4089,3,h,1145000.0,14/05/2016,6.9,3.0,2.0,2.0,478.0,,,Moonee Valley,Western
4090,4,h,1322000.0,14/05/2016,6.9,3.0,1.0,1.0,549.0,192.0,1930.0,Moonee Valley,Western
4091,2,h,1015000.0,14/05/2016,6.9,2.0,1.0,1.0,228.0,125.0,1910.0,Moonee Valley,Western
4092,2,h,750000.0,15/10/2016,6.9,2.0,1.0,1.0,0.0,,,Moonee Valley,Western
4093,2,h,1013000.0,15/10/2016,6.9,2.0,1.0,0.0,237.0,,,Moonee Valley,Western
4094,3,h,840000.0,15/10/2016,6.9,3.0,1.0,0.0,307.0,136.0,1910.0,Moonee Valley,Western
4095,4,h,1150000.0,15/10/2016,6.9,4.0,2.0,1.0,481.0,,,Moonee Valley,Western
4096,5,h,1900000.0,15/10/2016,6.9,5.0,3.0,2.0,646.0,261.0,1925.0,Moonee Valley,Western
4097,3,t,890500.0,15/10/2016,6.9,3.0,2.0,1.0,213.0,,1950.0,Moonee Valley,Western
4098,5,h,2340000.0,15/10/2016,6.9,5.0,3.0,3.0,619.0,372.0,2009.0,Moonee Valley,Western
4099,3,h,1370000.0,16/04/2016,6.9,3.0,1.0,2.0,427.0,,,Moonee Valley,Western
4100,3,h,1400000.0,16/04/2016,6.9,3.0,2.0,2.0,394.0,160.0,1890.0,Moonee Valley,Western
4101,4,h,1310000.0,16/04/2016,6.9,3.0,3.0,2.0,475.0,,,Moonee Valley,Western
4102,4,h,1833000.0,16/04/2016,6.9,4.0,1.0,1.0,583.0,,,Moonee Valley,Western
4103,3,h,855000.0,16/07/2016,6.9,3.0,1.0,1.0,274.0,,,Moonee Valley,Western
4104,3,h,930000.0,16/07/2016,6.9,2.0,1.0,1.0,305.0,,1900.0,Moonee Valley,Western
4105,4,h,1640000.0,16/07/2016,6.9,4.0,2.0,1.0,435.0,329.0,1920.0,Moonee Valley,Western
4106,3,h,1480000.0,17/09/2016,6.9,3.0,1.0,2.0,436.0,142.0,1910.0,Moonee Valley,Western
4107,2,u,672000.0,17/09/2016,6.9,2.0,1.0,2.0,230.0,,1989.0,Moonee Valley,Western
4108,2,u,410000.0,17/09/2016,6.9,2.0,1.0,1.0,0.0,59.0,1970.0,Moonee Valley,Western
4109,5,t,980000.0,18/03/2017,6.9,5.0,2.0,2.0,207.0,168.0,2004.0,Moonee Valley,Western
4110,2,h,1055000.0,18/03/2017,6.9,2.0,1.0,1.0,292.0,,,Moonee Valley,Western
4111,2,u,440000.0,18/03/2017,6.9,2.0,1.0,1.0,0.0,,,Moonee Valley,Western
4112,3,h,1435000.0,18/03/2017,6.9,3.0,1.0,3.0,633.0,,,Moonee Valley,Western
4113,4,h,1275000.0,18/03/2017,6.9,4.0,2.0,1.0,627.0,,,Moonee Valley,Western
4114,3,t,842500.0,18/06/2016,6.9,3.0,2.0,1.0,216.0,156.0,1995.0,Moonee Valley,Western
4115,4,h,1345000.0,18/06/2016,6.9,4.0,2.0,2.0,313.0,193.0,1910.0,Moonee Valley,Western
4116,1,u,265000.0,19/11/2016,6.9,1.0,1.0,1.0,0.0,41.0,1970.0,Moonee Valley,Western
4117,2,h,849000.0,19/11/2016,6.9,2.0,1.0,1.0,345.0,95.0,1930.0,Moonee Valley,Western
4118,3,h,1425000.0,22/05/2016,6.9,3.0,1.0,1.0,526.0,159.0,1900.0,Moonee Valley,Western
4119,3,t,1345000.0,22/05/2016,6.9,3.0,2.0,1.0,310.0,287.0,1930.0,Moonee Valley,Western
4120,2,u,330000.0,22/05/2016,6.9,3.0,1.0,1.0,0.0,54.0,1970.0,Moonee Valley,Western
4121,4,t,726000.0,22/05/2016,6.9,4.0,2.0,1.0,67.0,145.0,2000.0,Moonee Valley,Western
4122,3,h,1250000.0,23/04/2016,6.9,3.0,2.0,1.0,283.0,222.0,2002.0,Moonee Valley,Western
4123,3,t,870000.0,23/04/2016,6.9,3.0,2.0,2.0,156.0,152.0,2000.0,Moonee Valley,Western
4124,2,h,801000.0,23/04/2016,6.9,2.0,1.0,0.0,133.0,,,Moonee Valley,Western
4125,3,h,1725000.0,24/09/2016,6.9,3.0,2.0,3.0,596.0,203.0,1950.0,Moonee Valley,Western
4126,1,u,415000.0,24/09/2016,6.9,1.0,1.0,1.0,0.0,,,Moonee Valley,Western
4127,3,u,650000.0,24/09/2016,6.9,3.0,1.0,1.0,0.0,,,Moonee Valley,Western
4128,2,u,600000.0,24/09/2016,6.9,2.0,1.0,1.0,166.0,81.0,1965.0,Moonee Valley,Western
4129,4,h,1505000.0,25/02/2017,6.9,4.0,2.0,2.0,441.0,164.0,1910.0,Moonee Valley,Western
4130,3,h,850000.0,26/07/2016,6.9,3.0,2.0,1.0,271.0,143.0,1915.0,Moonee Valley,Western
4131,1,u,292000.0,27/06/2016,6.9,1.0,1.0,1.0,0.0,45.0,1970.0,Moonee Valley,Western
4132,2,h,956000.0,27/06/2016,6.9,2.0,1.0,2.0,435.0,,1920.0,Moonee Valley,Western
4133,5,h,1740000.0,27/06/2016,6.9,4.0,1.0,2.0,739.0,155.0,1930.0,Moonee Valley,Western
4134,3,h,1683000.0,27/06/2016,6.9,3.0,2.0,2.0,222.0,,1880.0,Moonee Valley,Western
4135,2,u,574000.0,27/11/2016,6.9,2.0,2.0,1.0,159.0,,,Moonee Valley,Western
4136,2,u,470000.0,27/11/2016,6.9,2.0,1.0,1.0,0.0,65.0,2014.0,Moonee Valley,Western
4137,3,t,1130000.0,27/11/2016,6.9,3.0,2.0,2.0,217.0,145.0,2013.0,Moonee Valley,Western
4138,2,u,730000.0,28/05/2016,6.9,2.0,1.0,2.0,217.0,,,Moonee Valley,Western
4139,2,h,831000.0,28/05/2016,6.9,2.0,1.0,1.0,0.0,,,Moonee Valley,Western
4140,3,h,930000.0,28/08/2016,6.9,3.0,3.0,1.0,325.0,132.0,1910.0,Moonee Valley,Western
4141,3,h,800000.0,28/08/2016,6.9,2.0,1.0,1.0,207.0,,,Moonee Valley,Western
4142,3,h,1111000.0,28/08/2016,6.9,3.0,1.0,2.0,502.0,,,Moonee Valley,Western
4143,2,h,900000.0,28/08/2016,6.9,2.0,1.0,1.0,339.0,,,Moonee Valley,Western
4144,2,h,822500.0,28/08/2016,6.9,3.0,1.0,1.0,219.0,,1900.0,Moonee Valley,Western
4145,4,h,1400000.0,28/08/2016,6.9,3.0,2.0,2.0,595.0,,,Moonee Valley,Western
4146,1,u,336000.0,28/08/2016,6.9,1.0,1.0,1.0,0.0,50.0,1980.0,Moonee Valley,Western
4147,2,t,800000.0,30/07/2016,6.9,2.0,2.0,2.0,239.0,120.0,1970.0,Moonee Valley,Western
4148,3,h,1224000.0,3/09/2016,14.6,3.0,1.0,3.0,834.0,143.0,1960.0,Kingston,Southern
4149,3,h,1020000.0,3/09/2016,14.6,3.0,1.0,3.0,771.0,,,Kingston,Southern
4150,3,h,1000000.0,3/09/2016,14.6,3.0,2.0,2.0,573.0,150.0,1970.0,Kingston,Southern
4151,1,u,380500.0,3/09/2016,14.6,1.0,1.0,1.0,106.0,51.0,1990.0,Kingston,Southern
4152,4,h,930000.0,3/12/2016,14.6,4.0,3.0,2.0,443.0,4.0,,Kingston,Southern
4153,3,h,1090000.0,3/12/2016,14.6,3.0,2.0,2.0,784.0,160.0,1960.0,Kingston,Southern
4154,4,h,947500.0,3/12/2016,14.6,4.0,2.0,2.0,609.0,16.0,,Kingston,Southern
4155,3,h,836000.0,3/12/2016,14.6,3.0,1.0,4.0,695.0,165.0,1970.0,Kingston,Southern
4156,3,h,1417250.0,4/02/2016,14.6,3.0,2.0,2.0,653.0,180.0,1950.0,Kingston,Southern
4157,3,h,980000.0,4/03/2017,14.6,3.0,1.0,2.0,623.0,119.0,,Kingston,Southern
4158,3,h,1110000.0,4/03/2017,14.6,3.0,1.0,4.0,690.0,,,Kingston,Southern
4159,2,h,950000.0,4/06/2016,14.6,2.0,1.0,3.0,649.0,75.0,1950.0,Kingston,Southern
4160,4,h,1140000.0,4/06/2016,14.6,4.0,2.0,1.0,318.0,242.0,2015.0,Kingston,Southern
4161,3,t,750000.0,7/05/2016,14.6,3.0,2.0,1.0,164.0,123.0,2010.0,Kingston,Southern
4162,3,u,931000.0,7/11/2016,14.6,3.0,1.0,2.0,313.0,,,Kingston,Southern
4163,4,h,1000000.0,7/11/2016,14.6,4.0,3.0,4.0,581.0,159.0,1960.0,Kingston,Southern
4164,2,u,655000.0,8/10/2016,14.6,2.0,1.0,1.0,1202.0,,,Kingston,Southern
4165,4,h,1200000.0,8/10/2016,14.6,4.0,2.0,1.0,696.0,214.0,1955.0,Kingston,Southern
4166,3,h,987000.0,10/09/2016,14.6,3.0,1.0,1.0,603.0,112.0,1960.0,Kingston,Southern
4167,3,h,937000.0,10/09/2016,14.6,3.0,2.0,1.0,534.0,104.0,1960.0,Kingston,Southern
4168,4,h,1426000.0,10/09/2016,14.6,4.0,2.0,1.0,720.0,218.0,1950.0,Kingston,Southern
4169,4,h,1016000.0,11/02/2017,14.6,4.0,3.0,2.0,272.0,188.0,2000.0,Kingston,Southern
4170,3,t,910000.0,12/11/2016,14.6,3.0,2.0,2.0,312.0,,,Kingston,Southern
4171,4,h,1385000.0,14/05/2016,14.6,4.0,2.0,2.0,807.0,,,Kingston,Southern
4172,3,t,785000.0,16/04/2016,14.6,3.0,2.0,2.0,169.0,,,Kingston,Southern
4173,3,h,901000.0,16/07/2016,14.6,2.0,2.0,3.0,558.0,133.0,1955.0,Kingston,Southern
4174,4,h,1300000.0,17/09/2016,14.6,4.0,3.0,2.0,743.0,171.0,1973.0,Kingston,Southern
4175,3,h,975000.0,17/09/2016,14.6,2.0,1.0,2.0,576.0,121.0,1940.0,Kingston,Southern
4176,4,h,1070000.0,18/03/2017,14.6,4.0,2.0,1.0,603.0,140.0,1955.0,Kingston,Southern
4177,2,u,639000.0,19/11/2016,14.6,2.0,1.0,1.0,83.0,79.0,1960.0,Kingston,Southern
4178,2,u,605000.0,19/11/2016,14.6,2.0,1.0,2.0,180.0,68.0,1980.0,Kingston,Southern
4179,3,h,960000.0,19/11/2016,14.6,3.0,1.0,1.0,593.0,115.0,1960.0,Kingston,Southern
4180,3,h,725000.0,22/05/2016,14.6,3.0,2.0,1.0,374.0,137.0,1950.0,Kingston,Southern
4181,3,h,981000.0,22/05/2016,14.6,2.0,1.0,2.0,601.0,,,Kingston,Southern
4182,3,h,975000.0,22/08/2016,14.6,3.0,1.0,2.0,650.0,,,Kingston,Southern
4183,3,h,800000.0,26/07/2016,14.6,3.0,2.0,2.0,261.0,107.0,1990.0,Kingston,Southern
4184,4,h,921000.0,26/07/2016,14.6,4.0,1.0,2.0,592.0,,,Kingston,Southern
4185,3,t,917000.0,26/07/2016,14.6,3.0,2.0,2.0,472.0,152.0,2001.0,Kingston,Southern
4186,3,h,890000.0,26/07/2016,14.6,3.0,1.0,1.0,698.0,114.0,1960.0,Kingston,Southern
4187,3,h,1008000.0,27/06/2016,14.6,3.0,2.0,1.0,1660.0,160.0,1960.0,Kingston,Southern
4188,2,h,1191000.0,27/11/2016,14.6,2.0,1.0,2.0,756.0,97.0,1950.0,Kingston,Southern
4189,4,h,1130000.0,27/11/2016,14.6,4.0,1.0,2.0,638.0,,1972.0,Kingston,Southern
4190,2,h,776000.0,27/11/2016,14.6,2.0,1.0,1.0,209.0,101.0,2002.0,Kingston,Southern
4191,4,h,1035000.0,28/05/2016,14.6,3.0,1.0,2.0,688.0,161.0,1950.0,Kingston,Southern
4192,3,h,920000.0,28/05/2016,14.6,3.0,1.0,1.0,653.0,,,Kingston,Southern
4193,4,h,1160000.0,28/05/2016,14.6,4.0,2.0,2.0,588.0,199.0,2011.0,Kingston,Southern
4194,3,h,825000.0,28/05/2016,14.6,3.0,1.0,2.0,538.0,,,Kingston,Southern
4195,3,t,800000.0,28/08/2016,14.6,3.0,2.0,1.0,0.0,,1999.0,Kingston,Southern
4196,1,u,240000.0,30/07/2016,14.6,1.0,1.0,1.0,0.0,43.0,1970.0,Kingston,Southern
4197,4,t,1105000.0,30/07/2016,14.6,3.0,2.0,2.0,220.0,187.0,2015.0,Kingston,Southern
