area_code,area_name,period_date,year,value
0300,South,2001-05-01,2001,175.10
0300,South,2001-06-01,2001,175.30
0300,South,2001-07-01,2001,176.10
0300,South,2001-08-01,2001,176.70
0300,South,2001-09-01,2001,177.40
0300,South,2001-10-01,2001,178.20
0300,South,2001-11-01,2001,178.00
0300,South,2001-12-01,2001,178.20
0300,South,2002-01-01,2002,178.30
0300,South,2002-02-01,2002,178.60
0300,South,2002-03-01,2002,179.00
0300,South,2002-04-01,2002,179.00
0300,South,2002-05-01,2002,179.70
0300,South,2002-06-01,2002,179.80
0300,South,2002-07-01,2002,180.20
0300,South,2002-08-01,2002,180.10
0300,South,2002-09-01,2002,180.50
0300,South,2002-10-01,2002,181.00
0300,South,2002-11-01,2002,181.20
0300,South,2002-12-01,2002,182.00
0300,South,2003-01-01,2003,182.30
0300,South,2003-02-01,2003,182.70
0300,South,2003-03-01,2003,182.90
0300,South,2003-04-01,2003,183.00
0300,South,2003-05-01,2003,183.40
0300,South,2003-06-01,2003,183.80
0300,South,2003-07-01,2003,184.30
0300,South,2003-08-01,2003,184.70
0300,South,2003-09-01,2003,185.20
0300,South,2003-10-01,2003,185.70
0300,South,2003-11-01,2003,186.30
0300,South,2003-12-01,2003,186.80
0300,South,2004-01-01,2004,187.40
0300,South,2004-02-01,2004,187.90
0300,South,2004-03-01,2004,188.20
0300,South,2004-04-01,2004,188.90
0300,South,2004-05-01,2004,189.30
0300,South,2004-06-01,2004,189.50
0300,South,2004-07-01,2004,190.60
0300,South,2004-08-01,2004,191.20
0300,South,2004-09-01,2004,191.50
0300,South,2004-10-01,2004,191.90
0300,South,2004-11-01,2004,191.80
0300,South,2004-12-01,2004,192.10
0300,South,2005-01-01,2005,192.50
0300,South,2005-02-01,2005,193.10
0300,South,2005-03-01,2005,193.60
0300,South,2005-04-01,2005,194.00
0300,South,2005-05-01,2005,194.60
0300,South,2005-06-01,2005,195.10
0300,South,2005-07-01,2005,195.90
0300,South,2005-08-01,2005,196.40
0300,South,2005-09-01,2005,197.00
0300,South,2005-10-01,2005,197.60
0300,South,2005-11-01,2005,198.10
0300,South,2005-12-01,2005,198.20
0300,South,2006-01-01,2006,199.00
0300,South,2006-02-01,2006,199.50
0300,South,2006-03-01,2006,200.00
0300,South,2006-04-01,2006,200.60
0300,South,2006-05-01,2006,201.10
0300,South,2006-06-01,2006,201.50
0300,South,2006-07-01,2006,201.80
0300,South,2006-08-01,2006,202.00
0300,South,2006-09-01,2006,202.60
0300,South,2006-10-01,2006,203.00
0300,South,2006-11-01,2006,203.40
0300,South,2006-12-01,2006,203.90
0300,South,2007-01-01,2007,204.43
0300,South,2007-02-01,2007,205.13
0300,South,2007-03-01,2007,205.61
0300,South,2007-04-01,2007,206.29
0300,South,2007-05-01,2007,207.09
0300,South,2007-06-01,2007,207.56
0300,South,2007-07-01,2007,208.58
0300,South,2007-08-01,2007,209.41
0300,South,2007-09-01,2007,210.82
0300,South,2007-10-01,2007,211.40
0300,South,2007-11-01,2007,212.08
0300,South,2007-12-01,2007,212.21
0300,South,2008-01-01,2008,213.01
0300,South,2008-02-01,2008,213.88
0300,South,2008-03-01,2008,214.67
0300,South,2008-04-01,2008,215.12
0300,South,2008-05-01,2008,215.87
0300,South,2008-06-01,2008,217.31
0300,South,2008-07-01,2008,218.51
0300,South,2008-08-01,2008,219.34
0300,South,2008-09-01,2008,220.48
0300,South,2008-10-01,2008,221.70
0300,South,2008-11-01,2008,222.48
0300,South,2008-12-01,2008,223.33
0300,South,2009-01-01,2009,224.22
0300,South,2009-02-01,2009,224.55
0300,South,2009-03-01,2009,225.17
0300,South,2009-04-01,2009,225.73
0300,South,2009-05-01,2009,225.94
0300,South,2009-06-01,2009,225.60
0300,South,2009-07-01,2009,225.48
0300,South,2009-08-01,2009,226.02
0300,South,2009-09-01,2009,226.36
0300,South,2009-10-01,2009,226.90
0300,South,2009-11-01,2009,227.29
0300,South,2009-12-01,2009,227.40
0300,South,2010-01-01,2010,227.92
0300,South,2010-02-01,2010,228.12
0300,South,2010-03-01,2010,227.86
0300,South,2010-04-01,2010,228.21
0300,South,2010-05-01,2010,228.69
0300,South,2010-06-01,2010,229.04
0300,South,2010-07-01,2010,228.27
0300,South,2010-08-01,2010,228.49
0300,South,2010-09-01,2010,229.71
0300,South,2010-10-01,2010,229.52
0300,South,2010-11-01,2010,229.74
0300,South,2010-12-01,2010,229.63
0300,South,2011-01-01,2011,230.19
0300,South,2011-02-01,2011,231.16
0300,South,2011-03-01,2011,232.06
0300,South,2011-04-01,2011,232.69
0300,South,2011-05-01,2011,232.92
0300,South,2011-06-01,2011,233.41
0300,South,2011-07-01,2011,234.08
0300,South,2011-08-01,2011,234.86
0300,South,2011-09-01,2011,235.52
0300,South,2011-10-01,2011,235.92
0300,South,2011-11-01,2011,236.67
0300,South,2011-12-01,2011,236.79
0300,South,2012-01-01,2012,237.37
0300,South,2012-02-01,2012,238.08
0300,South,2012-03-01,2012,238.40
0300,South,2012-04-01,2012,238.85
0300,South,2012-05-01,2012,239.24
0300,South,2012-06-01,2012,240.31
0300,South,2012-07-01,2012,240.76
0300,South,2012-08-01,2012,241.25
0300,South,2012-09-01,2012,241.94
0300,South,2012-10-01,2012,242.12
0300,South,2012-11-01,2012,242.28
0300,South,2012-12-01,2012,242.90
0300,South,2013-01-01,2013,243.13
0300,South,2013-02-01,2013,243.53
0300,South,2013-03-01,2013,244.16
0300,South,2013-04-01,2013,244.80
0300,South,2013-05-01,2013,245.27
0300,South,2013-06-01,2013,245.57
0300,South,2013-07-01,2013,246.19
0300,South,2013-08-01,2013,246.82
0300,South,2013-09-01,2013,246.86
0300,South,2013-10-01,2013,247.18
0300,South,2013-11-01,2013,247.93
0300,South,2013-12-01,2013,248.23
0300,South,2014-01-01,2014,248.48
0300,South,2014-02-01,2014,248.54
0300,South,2014-03-01,2014,249.22
0300,South,2014-04-01,2014,250.27
0300,South,2014-05-01,2014,250.74
0300,South,2014-06-01,2014,251.35
0300,South,2014-07-01,2014,251.90
0300,South,2014-08-01,2014,252.35
0300,South,2014-09-01,2014,252.95
0300,South,2014-10-01,2014,253.49
0300,South,2014-11-01,2014,254.43
0300,South,2014-12-01,2014,255.42
0300,South,2015-01-01,2015,255.94
0300,South,2015-02-01,2015,256.90
0300,South,2015-03-01,2015,257.30
0300,South,2015-04-01,2015,257.81
0300,South,2015-05-01,2015,258.53
0300,South,2015-06-01,2015,259.09
0300,South,2015-07-01,2015,259.74
0300,South,2015-08-01,2015,260.26
0300,South,2015-09-01,2015,260.62
0300,South,2015-10-01,2015,261.40
0300,South,2015-11-01,2015,261.69
0300,South,2015-12-01,2015,261.99
0300,South,2016-01-01,2016,262.50
0300,South,2016-02-01,2016,262.72
0300,South,2016-03-01,2016,263.08
0300,South,2016-04-01,2016,263.30
0300,South,2016-05-01,2016,263.68
0300,South,2016-06-01,2016,263.99
0300,South,2016-07-01,2016,264.49
0300,South,2016-08-01,2016,265.37
0300,South,2016-09-01,2016,265.69
0300,South,2016-10-01,2016,265.84
0300,South,2016-11-01,2016,266.06
0300,South,2016-12-01,2016,266.75
0300,South,2017-01-01,2017,267.82
0300,South,2017-02-01,2017,267.92
0300,South,2017-03-01,2017,268.03
0300,South,2017-04-01,2017,268.42
0300,South,2017-05-01,2017,269.29
0300,South,2017-06-01,2017,269.78
0300,South,2017-07-01,2017,270.05
0300,South,2017-08-01,2017,270.56
0300,South,2017-09-01,2017,271.24
0300,South,2017-10-01,2017,270.78
0300,South,2017-11-01,2017,271.26
0300,South,2017-12-01,2017,272.22
0300,South,2018-01-01,2018,272.97
0300,South,2018-02-01,2018,273.69
0300,South,2018-03-01,2018,273.79
0300,South,2018-04-01,2018,273.86
0300,South,2018-05-01,2018,274.54
0300,South,2018-06-01,2018,275.22
0300,South,2018-07-01,2018,275.62
0300,South,2018-08-01,2018,276.26
0300,South,2018-09-01,2018,276.74
0300,South,2018-10-01,2018,276.53
0300,South,2018-11-01,2018,277.42
0300,South,2018-12-01,2018,279.04
0300,South,2019-01-01,2019,280.01
0300,South,2019-02-01,2019,281.56
0300,South,2019-03-01,2019,282.00
0300,South,2019-04-01,2019,282.80
0300,South,2019-05-01,2019,283.01
0300,South,2019-06-01,2019,284.05
0300,South,2019-07-01,2019,284.39
0300,South,2019-08-01,2019,285.02
0300,South,2019-09-01,2019,285.29
0300,South,2019-10-01,2019,285.65
0300,South,2019-11-01,2019,286.51
0300,South,2019-12-01,2019,287.01
0300,South,2020-01-01,2020,287.60
0300,South,2020-02-01,2020,288.11
0300,South,2020-03-01,2020,288.74
0300,South,2020-04-01,2020,289.44
0300,South,2020-05-01,2020,290.28
0300,South,2020-06-01,2020,290.78
0300,South,2020-07-01,2020,292.02
0300,South,2020-08-01,2020,292.52
0300,South,2020-09-01,2020,293.89
0300,South,2020-10-01,2020,294.67
0300,South,2020-11-01,2020,295.68
0300,South,2020-12-01,2020,296.63
0300,South,2021-01-01,2021,297.93
0300,South,2021-02-01,2021,297.80
0300,South,2021-03-01,2021,296.71
0300,South,2021-04-01,2021,297.50
0300,South,2021-05-01,2021,298.87
0300,South,2021-06-01,2021,301.14
0300,South,2021-07-01,2021,303.12
0400,West,1997-01-01,1997,151.70
0400,West,1997-02-01,1997,152.20
0400,West,1997-03-01,1997,152.60
0400,West,1997-04-01,1997,153.00
0400,West,1997-05-01,1997,152.80
0400,West,1997-06-01,1997,153.10
0400,West,1997-07-01,1997,153.40
0400,West,1997-08-01,1997,153.70
0400,West,1997-09-01,1997,154.30
0400,West,1997-10-01,1997,154.70
0400,West,1997-11-01,1997,155.10
0400,West,1997-12-01,1997,155.20
0400,West,1998-01-01,1998,155.30
0400,West,1998-02-01,1998,155.60
0400,West,1998-03-01,1998,156.10
0400,West,1998-04-01,1998,157.00
0400,West,1998-05-01,1998,157.40
0400,West,1998-06-01,1998,157.60
0400,West,1998-07-01,1998,157.70
0400,West,1998-08-01,1998,158.20
0400,West,1998-09-01,1998,158.80
0400,West,1998-10-01,1998,158.90
0400,West,1998-11-01,1998,159.00
0400,West,1998-12-01,1998,159.30
0400,West,1999-01-01,1999,159.50
0400,West,1999-02-01,1999,159.90
0400,West,1999-03-01,1999,160.20
0400,West,1999-04-01,1999,160.70
0400,West,1999-05-01,1999,160.70
0400,West,1999-06-01,1999,160.90
0400,West,1999-07-01,1999,161.10
0400,West,1999-08-01,1999,161.10
0400,West,1999-09-01,1999,161.70
0400,West,1999-10-01,1999,161.80
0400,West,1999-11-01,1999,162.10
0400,West,1999-12-01,1999,162.40
0400,West,2000-01-01,2000,162.90
0400,West,2000-02-01,2000,163.30
0400,West,2000-03-01,2000,163.60
0400,West,2000-04-01,2000,163.80
0400,West,2000-05-01,2000,164.10
0400,West,2000-06-01,2000,164.50
0400,West,2000-07-01,2000,165.00
0400,West,2000-08-01,2000,165.50
0400,West,2000-09-01,2000,165.60
0400,West,2000-10-01,2000,165.90
0400,West,2000-11-01,2000,165.50
0400,West,2000-12-01,2000,165.90
0400,West,2001-01-01,2001,167.10
0400,West,2001-02-01,2001,167.50
0400,West,2001-03-01,2001,168.00
0400,West,2001-04-01,2001,168.40
0400,West,2001-05-01,2001,168.80
0400,West,2001-06-01,2001,169.70
0400,West,2001-07-01,2001,170.00
0400,West,2001-08-01,2001,170.80
0400,West,2001-09-01,2001,171.30
0400,West,2001-10-01,2001,171.60
0400,West,2001-11-01,2001,172.00
0400,West,2001-12-01,2001,172.10
0400,West,2002-01-01,2002,173.00
0400,West,2002-02-01,2002,174.10
0400,West,2002-03-01,2002,174.40
0400,West,2002-04-01,2002,173.90
0400,West,2002-05-01,2002,174.50
0400,West,2002-06-01,2002,175.40
0400,West,2002-07-01,2002,175.70
0400,West,2002-08-01,2002,176.10
0400,West,2002-09-01,2002,176.30
0400,West,2002-10-01,2002,177.00
0400,West,2002-11-01,2002,177.30
0400,West,2002-12-01,2002,177.10
0400,West,2003-01-01,2003,176.90
0400,West,2003-02-01,2003,177.50
0400,West,2003-03-01,2003,177.60
0400,West,2003-04-01,2003,177.80
0400,West,2003-05-01,2003,178.40
0400,West,2003-06-01,2003,178.90
0400,West,2003-07-01,2003,179.10
0400,West,2003-08-01,2003,179.30
0400,West,2003-09-01,2003,179.60
0400,West,2003-10-01,2003,180.00
0400,West,2003-11-01,2003,180.30
0400,West,2003-12-01,2003,180.70
0400,West,2004-01-01,2004,181.30
0400,West,2004-02-01,2004,181.90
0400,West,2004-03-01,2004,182.30
0400,West,2004-04-01,2004,183.00
0400,West,2004-05-01,2004,183.50
0400,West,2004-06-01,2004,183.80
0400,West,2004-07-01,2004,184.60
0400,West,2004-08-01,2004,185.40
0400,West,2004-09-01,2004,186.00
0400,West,2004-10-01,2004,186.40
0400,West,2004-11-01,2004,186.60
0400,West,2004-12-01,2004,187.00
0400,West,2005-01-01,2005,188.10
0400,West,2005-02-01,2005,188.70
0400,West,2005-03-01,2005,189.00
0400,West,2005-04-01,2005,189.60
0400,West,2005-05-01,2005,189.90
0400,West,2005-06-01,2005,190.70
0400,West,2005-07-01,2005,190.80
0400,West,2005-08-01,2005,191.70
0400,West,2005-09-01,2005,192.10
0400,West,2005-10-01,2005,192.70
0400,West,2005-11-01,2005,193.30
0400,West,2005-12-01,2005,193.60
0400,West,2006-01-01,2006,193.90
0400,West,2006-02-01,2006,194.70
0400,West,2006-03-01,2006,194.90
0400,West,2006-04-01,2006,195.50
0400,West,2006-05-01,2006,196.20
0400,West,2006-06-01,2006,196.60
0400,West,2006-07-01,2006,196.90
0400,West,2006-08-01,2006,197.30
0400,West,2006-09-01,2006,197.20
0400,West,2006-10-01,2006,197.80
0400,West,2006-11-01,2006,198.30
0400,West,2006-12-01,2006,198.90
0400,West,2007-01-01,2007,200.83
0400,West,2007-02-01,2007,201.73
0400,West,2007-03-01,2007,201.45
0400,West,2007-04-01,2007,202.07
0400,West,2007-05-01,2007,202.29
0400,West,2007-06-01,2007,202.86
0400,West,2007-07-01,2007,203.57
0400,West,2007-08-01,2007,204.54
0400,West,2007-09-01,2007,205.27
0400,West,2007-10-01,2007,205.63
0400,West,2007-11-01,2007,205.84
0400,West,2007-12-01,2007,206.43
0400,West,2008-01-01,2008,207.50
0400,West,2008-02-01,2008,208.51
0400,West,2008-03-01,2008,208.84
0400,West,2008-04-01,2008,208.81
0400,West,2008-05-01,2008,209.81
0400,West,2008-06-01,2008,210.79
0400,West,2008-07-01,2008,211.97
0400,West,2008-08-01,2008,212.34
0400,West,2008-09-01,2008,213.23
0400,West,2008-10-01,2008,213.95
0400,West,2008-11-01,2008,214.57
0400,West,2008-12-01,2008,215.12
0400,West,2009-01-01,2009,215.62
0400,West,2009-02-01,2009,216.57
0400,West,2009-03-01,2009,216.35
0400,West,2009-04-01,2009,217.35
0400,West,2009-05-01,2009,217.56
0400,West,2009-06-01,2009,217.90
0400,West,2009-07-01,2009,218.60
0400,West,2009-08-01,2009,218.65
0400,West,2009-09-01,2009,219.00
0400,West,2009-10-01,2009,218.89
0400,West,2009-11-01,2009,218.83
0400,West,2009-12-01,2009,219.12
0400,West,2010-01-01,2010,219.13
0400,West,2010-02-01,2010,219.21
0400,West,2010-03-01,2010,219.18
0400,West,2010-04-01,2010,219.73
0400,West,2010-05-01,2010,219.88
0400,West,2010-06-01,2010,219.64
0400,West,2010-07-01,2010,219.80
0400,West,2010-08-01,2010,220.56
0400,West,2010-09-01,2010,221.10
0400,West,2010-10-01,2010,222.01
0400,West,2010-11-01,2010,222.35
0400,West,2010-12-01,2010,222.52
0400,West,2011-01-01,2011,222.64
0400,West,2011-02-01,2011,222.49
0400,West,2011-03-01,2011,223.19
0400,West,2011-04-01,2011,224.25
0400,West,2011-05-01,2011,225.15
0400,West,2011-06-01,2011,225.63
0400,West,2011-07-01,2011,225.51
0400,West,2011-08-01,2011,225.67
0400,West,2011-09-01,2011,225.72
0400,West,2011-10-01,2011,226.96
0400,West,2011-11-01,2011,228.34
0400,West,2011-12-01,2011,228.95
0400,West,2012-01-01,2012,229.74
0400,West,2012-02-01,2012,229.99
0400,West,2012-03-01,2012,230.55
0400,West,2012-04-01,2012,231.41
0400,West,2012-05-01,2012,231.92
0400,West,2012-06-01,2012,232.53
0400,West,2012-07-01,2012,232.67
0400,West,2012-08-01,2012,233.14
0400,West,2012-09-01,2012,233.53
0400,West,2012-10-01,2012,233.52
0400,West,2012-11-01,2012,234.03
0400,West,2012-12-01,2012,234.20
0400,West,2013-01-01,2013,234.63
0400,West,2013-02-01,2013,234.65
0400,West,2013-03-01,2013,235.09
0400,West,2013-04-01,2013,236.55
0400,West,2013-05-01,2013,237.09
0400,West,2013-06-01,2013,237.40
0400,West,2013-07-01,2013,237.46
0400,West,2013-08-01,2013,237.60
0400,West,2013-09-01,2013,238.29
0400,West,2013-10-01,2013,238.71
0400,West,2013-11-01,2013,238.98
0400,West,2013-12-01,2013,239.49
0400,West,2014-01-01,2014,239.51
0400,West,2014-02-01,2014,240.15
0400,West,2014-03-01,2014,241.20
0400,West,2014-04-01,2014,241.51
0400,West,2014-05-01,2014,242.02
0400,West,2014-06-01,2014,242.58
0400,West,2014-07-01,2014,243.22
0400,West,2014-08-01,2014,244.17
0400,West,2014-09-01,2014,244.56
0400,West,2014-10-01,2014,244.88
0400,West,2014-11-01,2014,245.99
0400,West,2014-12-01,2014,246.47
0400,West,2015-01-01,2015,246.71
0400,West,2015-02-01,2015,247.52
0400,West,2015-03-01,2015,248.05
0400,West,2015-04-01,2015,248.78
0400,West,2015-05-01,2015,249.20
0400,West,2015-06-01,2015,249.54
0400,West,2015-07-01,2015,248.22
0400,West,2015-08-01,2015,249.13
0400,West,2015-09-01,2015,252.33
0400,West,2015-10-01,2015,252.98
0400,West,2015-11-01,2015,253.58
0400,West,2015-12-01,2015,254.04
0400,West,2016-01-01,2016,255.15
0400,West,2016-02-01,2016,255.84
0400,West,2016-03-01,2016,256.28
0400,West,2016-04-01,2016,256.97
0400,West,2016-05-01,2016,257.43
0400,West,2016-06-01,2016,258.14
0400,West,2016-07-01,2016,258.70
0400,West,2016-08-01,2016,259.27
0400,West,2016-09-01,2016,259.62
0400,West,2016-10-01,2016,260.06
0400,West,2016-11-01,2016,260.27
0400,West,2016-12-01,2016,260.82
0400,West,2017-01-01,2017,262.64
0400,West,2017-02-01,2017,263.83
0400,West,2017-03-01,2017,264.36
0400,West,2017-04-01,2017,265.52
0400,West,2017-05-01,2017,265.85
0400,West,2017-06-01,2017,266.13
0400,West,2017-07-01,2017,266.58
0400,West,2017-08-01,2017,267.32
0400,West,2017-09-01,2017,268.67
0400,West,2017-10-01,2017,269.25
0400,West,2017-11-01,2017,269.80
0400,West,2017-12-01,2017,270.15
0400,West,2018-01-01,2018,271.54
0400,West,2018-02-01,2018,272.39
0400,West,2018-03-01,2018,273.35
0400,West,2018-04-01,2018,274.58
0400,West,2018-05-01,2018,275.23
0400,West,2018-06-01,2018,275.62
0400,West,2018-07-01,2018,275.77
0400,West,2018-08-01,2018,276.72
0400,West,2018-09-01,2018,277.52
0400,West,2018-10-01,2018,277.98
0400,West,2018-11-01,2018,278.83
0400,West,2018-12-01,2018,279.60
0400,West,2019-01-01,2019,280.92
0400,West,2019-02-01,2019,281.87
0400,West,2019-03-01,2019,282.62
0400,West,2019-04-01,2019,284.01
0400,West,2019-05-01,2019,284.60
0400,West,2019-06-01,2019,284.86
0400,West,2019-07-01,2019,285.80
0400,West,2019-08-01,2019,286.49
0400,West,2019-09-01,2019,288.10
0400,West,2019-10-01,2019,288.87
0400,West,2019-11-01,2019,288.88
0400,West,2019-12-01,2019,289.77
0400,West,2020-01-01,2020,292.15
0400,West,2020-02-01,2020,293.38
0400,West,2020-03-01,2020,293.55
0400,West,2020-04-01,2020,294.15
0400,West,2020-05-01,2020,295.50
0400,West,2020-06-01,2020,298.07
0400,West,2020-07-01,2020,300.10
0400,West,2020-08-01,2020,301.75
0400,West,2020-09-01,2020,302.89
0400,West,2020-10-01,2020,303.51
0400,West,2020-11-01,2020,304.00
0400,West,2020-12-01,2020,304.70
0400,West,2021-01-01,2021,305.39
0400,West,2021-02-01,2021,306.96
0400,West,2021-03-01,2021,307.66
0400,West,2021-04-01,2021,308.52
0400,West,2021-05-01,2021,310.10
0400,West,2021-06-01,2021,312.35
0400,West,2021-07-01,2021,315.95
